Unnamed: 0,year,season,team_a,team_b,kickoff_dome,kickoff_weather_summary,kickoff_temperature,kickoff_feels_like,kickoff_wind,kickoff_humidity,kickoff_visibility,kickoff_barometer,kickoff_dew_point,kickoff_cloud_cover,kickoff_precipitation_prob,q2_dome,q2_weather_summary,q2_temperature,q2_feels_like,q2_wind,q2_humidity,q2_visibility,q2_barometer,q2_dew_point,q2_cloud_cover,q2_precipitation_prob,q3_dome,q3_weather_summary,q3_temperature,q3_feels_like,q3_wind,q3_humidity,q3_visibility,q3_barometer,q3_dew_point,q3_cloud_cover,q3_precipitation_prob,q4_dome,q4_weather_summary,q4_temperature,q4_feels_like,q4_wind,q4_humidity,q4_visibility,q4_barometer,q4_dew_point,q4_cloud_cover,q4_precipitation_prob
156,2013,14,TEN,DEN,N,A Few Clouds with Haze,,,7mi East,68.0,7.0,29.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2013,14,NYG,LAC,N,Partly Cloudy,,,7mi West - SouthWest,52.0,42.0,31.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2013,14,DET,PHI,N,Heavy Snow Freezing Fog,,,7mi NorthEast,89.0,16.0,30.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2013,14,KC,WAS,N,Light Freezing Rain,,,5mi NorthEast,89.0,10.0,30.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2013,14,DAL,CHI,N,Overcast,,,9mi West,60.0,10.0,30.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2013,14,ATL,GB,N,Light Snow,,,9mi NorthEast,80.0,3.0,30.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2013,14,BUF,TB,N,Partly Cloudy,,,11mi SouthEast,55.0,10.0,30.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,2013,14,CAR,NO,Y,Fog,,,4mi North,100.0,2.0,30.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2013,14,SEA,SF,N,Clear,,,0mi North,35.0,10.0,30.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2013,14,LAR,ARI,Y,Mostly Cloudy,,,10mi South - SouthWest,28.0,20.0,30.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2013,14,OAK,NYJ,N,Overcast,,,5mi North,48.0,10.0,30.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2013,14,CLE,NE,N,Fair,,,3mi North - NorthWest,47.0,10.0,30.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2013,14,IND,CIN,N,Overcast,,,7mi East,81.0,10.0,30.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2013,14,MIN,BAL,N,Wintry Mix,,,0mi North,82.0,5.0,30.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2013,14,MIA,PIT,N,Light Snow Fog/Mist,,,4mi East - NorthEast,84.0,34.0,30.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2013,14,HOU,JAX,N,Fair,,,4mi South - SouthEast,79.0,10.0,30.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2013,14,TEN,DEN,N,A Few Clouds with Haze,,,7mi East,68.0,7.0,29.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2013,14,NYG,LAC,N,Partly Cloudy,,,7mi West - SouthWest,52.0,36.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2013,14,DET,PHI,N,Heavy Snow Freezing Fog,,,7mi NorthEast,89.0,3.0,30.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2013,14,KC,WAS,N,Light Freezing Rain,,,5mi NorthEast,89.0,10.0,30.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2013,14,DAL,CHI,N,Overcast,,,9mi West,60.0,10.0,30.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2013,14,ATL,GB,N,Light Snow,,,9mi NorthEast,80.0,3.0,30.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2013,14,BUF,TB,N,Partly Cloudy,,,11mi SouthEast,55.0,10.0,30.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,2013,14,CAR,NO,Y,Fog,,,4mi North,100.0,11.0,30.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2013,14,SEA,SF,N,Clear,,,0mi North,35.0,1.0,32.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2013,14,LAR,ARI,Y,Mostly Cloudy,,,10mi South - SouthWest,28.0,20.0,30.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2013,15,NE,MIA,N,Partly Cloudy,,,12mi SouthWest,61.0,10.0,29.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2013,15,SEA,NYG,N,A Few Clouds,,,11mi West - NorthWest,65.0,10.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2013,15,CHI,CLE,N,Light Snow,,,11mi West,60.0,8.0,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2013,15,CIN,PIT,N,Overcast and Breezy,,,18mi West,63.0,10.0,29.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2013,15,HOU,IND,Y,Overcast,,,15mi West - SouthWest,71.0,10.0,30.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2013,15,BUF,JAX,N,Overcast,,,8mi NorthWest,70.0,10.0,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2013,15,ARI,TEN,N,Overcast,,,5mi West,73.0,10.0,30.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2013,15,LAC,DEN,N,A Few Clouds,,,6mi North - NorthWest,42.0,50.0,30.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,2013,15,KC,OAK,N,A Few Clouds,,,4mi SouthWest,48.0,7.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2013,15,GB,DAL,N,Clear,,,0mi North,29.0,10.0,30.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2013,15,BAL,DET,Y,Overcast,,,0mi North,84.0,10.0,30.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2013,15,PHI,MIN,Y,A Few Clouds,,,6mi NorthWest,60.0,10.0,30.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2013,15,SF,TB,N,Overcast,,,7mi North - NorthWest,68.0,10.0,30.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2013,15,WAS,ATL,Y,Overcast,,,12mi NorthWest,70.0,10.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2013,15,NYJ,CAR,N,A Few Clouds,,,5mi NorthWest,55.0,10.0,30.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2013,15,NO,LAR,Y,A Few Clouds with Haze,,,5mi SouthWest,64.0,6.0,30.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2013,15,NE,MIA,N,Partly Cloudy,,,12mi SouthWest,61.0,10.0,29.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2013,15,SEA,NYG,N,A Few Clouds,,,11mi West - NorthWest,65.0,10.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2013,15,CHI,CLE,N,Light Snow,,,11mi West,60.0,8.0,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,2013,15,CIN,PIT,N,Overcast and Breezy,,,18mi West,63.0,10.0,29.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2013,15,HOU,IND,Y,Overcast,,,15mi West - SouthWest,71.0,10.0,30.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2013,15,BUF,JAX,N,Overcast,,,8mi NorthWest,70.0,10.0,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2013,15,ARI,TEN,N,Overcast,,,5mi West,73.0,10.0,30.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2013,15,LAC,DEN,N,A Few Clouds,,,6mi North - NorthWest,42.0,50.0,30.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2013,15,KC,OAK,N,A Few Clouds,,,4mi SouthWest,48.0,7.0,30.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2013,15,GB,DAL,N,Clear,,,0mi North,29.0,10.0,30.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2013,15,BAL,DET,Y,Overcast,,,0mi North,84.0,10.0,30.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2013,15,PHI,MIN,Y,A Few Clouds,,,6mi NorthWest,60.0,10.0,30.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2013,15,SF,TB,N,Overcast,,,7mi North - NorthWest,68.0,10.0,30.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2013,15,WAS,ATL,Y,Overcast,,,12mi NorthWest,70.0,10.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2013,15,NYJ,CAR,N,A Few Clouds,,,5mi NorthWest,55.0,10.0,30.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2013,15,NO,LAR,Y,A Few Clouds with Haze,,,5mi SouthWest,64.0,6.0,30.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2013,16,MIA,BUF,N,Light Rain Fog/Mist,,,5mi South - SouthWest,97.0,1.0,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2013,16,CLE,NYJ,N,Overcast,,,11mi South,64.0,10.0,29.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2013,16,MIN,CIN,N,Partly Cloudy,,,13mi South - SouthWest,74.0,10.0,29.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,2013,16,NE,BAL,N,Showers,,,0mi North,81.0,46.0,29.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2013,16,TEN,JAX,N,Mostly Cloudy,,,12mi SouthWest,60.0,10.0,30.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2013,16,DEN,HOU,N,Overcast,,,10mi North - NorthWest,69.0,10.0,30.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2013,16,OAK,LAC,N,A few Clouds,,,2mi West,48.0,24.0,30.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2013,16,IND,KC,N,Overcast with Haze,,,8mi NorthWest,75.0,6.0,30.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2013,16,CHI,PHI,N,Mostly Cloudy,,,5mi West - SouthWest,80.0,10.0,29.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2013,16,DAL,WAS,N,A Few Clouds,,,9mi South,98.0,10.0,29.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2013,16,NYG,DET,Y,Overcast,,,8mi West - SouthWest,76.0,10.0,29.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2013,16,PIT,GB,N,Light Snow Fog/Mist,,,5mi North - NorthEast,89.0,4.0,29.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2013,16,NO,CAR,N,Light Rain Fog/Mist,,,12mi South,87.0,6.0,30.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2013,16,ATL,SF,N,A Few Clouds,,,0mi North,49.0,14.0,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2013,16,TB,LAR,Y,Overcast,,,12mi West,79.0,7.0,29.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2013,16,ARI,SEA,N,Fog,,,0mi North,87.0,2.0,30.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2013,16,MIA,BUF,N,Light Rain Fog/Mist,,,5mi South - SouthWest,97.0,1.0,29.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2013,16,CLE,NYJ,N,Overcast,,,11mi South,64.0,10.0,29.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2013,16,MIN,CIN,N,Partly Cloudy,,,13mi South - SouthWest,74.0,10.0,29.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2013,16,NE,BAL,N,Showers,,,0mi North,81.0,20.0,29.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,2013,16,TEN,JAX,N,Mostly Cloudy,,,12mi SouthWest,60.0,10.0,30.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2013,16,DEN,HOU,N,Overcast,,,10mi North - NorthWest,69.0,10.0,30.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,2013,16,OAK,LAC,N,A few Clouds,,,2mi West,48.0,14.0,29.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2013,16,IND,KC,N,Overcast with Haze,,,8mi NorthWest,75.0,6.0,30.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,2013,16,CHI,PHI,N,Mostly Cloudy,,,5mi West - SouthWest,80.0,10.0,29.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,2013,16,DAL,WAS,N,A Few Clouds,,,9mi South,98.0,10.0,29.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2013,16,NYG,DET,Y,Overcast,,,8mi West - SouthWest,76.0,10.0,29.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2013,16,PIT,GB,N,Light Snow Fog/Mist,,,5mi North - NorthEast,89.0,4.0,29.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2013,16,NO,CAR,N,Light Rain Fog/Mist,,,12mi South,87.0,6.0,30.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2013,16,ATL,SF,N,A Few Clouds,,,0mi North,49.0,48.0,31.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2013,16,TB,LAR,Y,Overcast,,,12mi West,79.0,7.0,29.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2013,16,ARI,SEA,N,Fog,,,0mi North,87.0,2.0,30.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2013,17,NYJ,MIA,N,Mostly Cloudy,,,10mi South,82.0,10.0,29.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2013,17,WAS,NYG,N,Heavy Rain Fog/Mist,,,5mi NorthEast,85.0,2.0,29.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,2013,17,BUF,NE,N,Rain Fog/Mist,,,8mi East - NorthEast,96.0,3.0,29.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2013,17,BAL,CIN,N,Overcast,,,9mi SouthWest,46.0,10.0,29.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2013,17,CLE,PIT,N,Light Rain Fog/Mist,,,7mi North - NorthWest,93.0,2.0,29.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2013,17,JAX,IND,Y,Overcast and Breezy,,,19mi West - NorthWest,76.0,9.0,29.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2013,17,HOU,TEN,N,A Few Clouds,,,3mi North,57.0,10.0,29.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2013,17,KC,LAC,N,Sunny,,,2mi West - SouthWest,34.0,50.0,30.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2013,17,DEN,OAK,N,A Few Clouds,,,10mi NorthEast,13.0,10.0,30.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2013,17,PHI,DAL,N,Overcast,,,6mi North - NorthWest,80.0,10.0,30.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2013,17,GB,CHI,N,Overcast,,,10mi NorthWest,75.0,10.0,30.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2013,17,DET,MIN,Y,A Few Clouds,,,11mi NorthWest,51.0,10.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2013,17,CAR,ATL,Y,Overcast,,,9mi West - NorthWest,83.0,10.0,29.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,2013,17,TB,NO,Y,Mostly Cloudy,,,3mi North,55.0,10.0,30.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2013,17,SF,ARI,Y,Fair,,,5mi North,26.0,20.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,2013,17,LAR,SEA,N,Overcast,,,0mi North,79.0,10.0,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2013,17,NYJ,MIA,N,Mostly Cloudy,,,10mi South,82.0,10.0,29.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,2013,17,WAS,NYG,N,Heavy Rain Fog/Mist,,,5mi NorthEast,85.0,2.0,29.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,2013,17,BUF,NE,N,Rain Fog/Mist,,,8mi East - NorthEast,96.0,3.0,29.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2013,17,BAL,CIN,N,Overcast,,,9mi SouthWest,46.0,10.0,29.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2013,17,CLE,PIT,N,Light Rain Fog/Mist,,,7mi North - NorthWest,93.0,2.0,29.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,2013,17,JAX,IND,Y,Overcast and Breezy,,,19mi West - NorthWest,76.0,9.0,29.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2013,17,HOU,TEN,N,A Few Clouds,,,3mi North,57.0,10.0,29.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,2013,17,KC,LAC,N,Sunny,,,2mi West - SouthWest,34.0,50.0,30.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2013,17,DEN,OAK,N,A Few Clouds,,,10mi NorthEast,13.0,10.0,30.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2013,17,PHI,DAL,N,Overcast,,,6mi North - NorthWest,80.0,10.0,30.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,2013,17,GB,CHI,N,Overcast,,,10mi NorthWest,75.0,10.0,30.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2013,17,DET,MIN,Y,A Few Clouds,,,11mi NorthWest,51.0,10.0,30.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2013,17,CAR,ATL,Y,Overcast,,,9mi West - NorthWest,83.0,10.0,29.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2013,17,TB,NO,Y,Mostly Cloudy,,,3mi North,55.0,10.0,30.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2013,17,SF,ARI,Y,Fair,,,5mi North,26.0,20.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2013,17,LAR,SEA,N,Overcast,,,0mi North,79.0,10.0,30.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2013,2,CAR,BUF,N,Mostly Cloudy,,,10mi SouthWest,54.0,10.0,30.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2013,2,DEN,NYG,N,Fair,,,3mi West,44.0,10.0,30.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2013,2,NYJ,NE,N,Thunderstorm Rain Fog/Mist,,,4mi SouthWest,91.0,2.0,29.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2013,2,PIT,CIN,N,Fair,,,3mi North - NorthEast,87.0,10.0,30.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,2013,2,CLE,BAL,N,Partly Cloudy,,,0mi North,37.0,41.0,30.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2013,2,MIA,IND,Y,Overcast,,,12mi South - SouthWest,36.0,10.0,30.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,2013,2,TEN,HOU,N,Mostly Cloudy,,,9mi East,54.0,10.0,29.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2013,2,DAL,KC,N,A Few Clouds,,,3mi North,58.0,10.0,29.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2013,2,JAX,OAK,N,Fair,,,9mi West - SouthWest,64.0,10.0,29.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2013,2,LAC,PHI,N,Mostly Cloudy,,,7mi SouthWest,40.0,10.0,30.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2013,2,MIN,CHI,N,Light Rain,,,0mi North,73.0,10.0,30.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2013,2,WAS,GB,N,Overcast,,,3mi North,78.0,10.0,30.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2013,2,NO,TB,N,Overcast,,,7mi SouthEast,84.0,10.0,30.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2013,2,LAR,ATL,Y,Mostly Cloudy,,,0mi North,61.0,10.0,30.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2013,2,DET,ARI,Y,A Few Clouds,,,4mi North,21.0,20.0,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2013,2,SF,SEA,N,"Thunder, Lt Rain",,,6mi SouthEast,84.0,6.0,29.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2013,2,CAR,BUF,N,Mostly Cloudy,,,10mi SouthWest,54.0,10.0,30.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2013,2,DEN,NYG,N,Fair,,,3mi West,44.0,10.0,30.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2013,2,NYJ,NE,N,Thunderstorm Rain Fog/Mist,,,4mi SouthWest,91.0,2.0,29.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2013,2,PIT,CIN,N,Fair,,,3mi North - NorthEast,87.0,10.0,30.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2013,2,CLE,BAL,N,Partly Cloudy,,,0mi North,37.0,22.0,30.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,2013,2,MIA,IND,Y,Overcast,,,12mi South - SouthWest,36.0,10.0,30.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2013,2,TEN,HOU,N,Mostly Cloudy,,,9mi East,54.0,10.0,29.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2013,2,DAL,KC,N,A Few Clouds,,,3mi North,58.0,10.0,29.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2013,2,JAX,OAK,N,Fair,,,9mi West - SouthWest,64.0,10.0,29.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,2013,2,LAC,PHI,N,Mostly Cloudy,,,7mi SouthWest,40.0,10.0,30.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2013,2,MIN,CHI,N,Light Rain,,,0mi North,73.0,10.0,30.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2013,2,WAS,GB,N,Overcast,,,3mi North,78.0,10.0,30.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2013,2,NO,TB,N,Overcast,,,7mi SouthEast,84.0,10.0,30.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2013,2,LAR,ATL,Y,Mostly Cloudy,,,0mi North,61.0,10.0,30.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2013,2,DET,ARI,Y,A Few Clouds,,,4mi North,21.0,20.0,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2013,2,SF,SEA,N,"Thunder, Lt Rain",,,6mi SouthEast,84.0,6.0,29.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2013,3,ATL,MIA,N,Fair,,,4mi SouthEast,72.0,10.0,29.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2013,3,BUF,NYJ,N,Mostly Cloudy,,,9mi West - NorthWest,46.0,10.0,29.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,2013,3,TB,NE,N,Fair,,,12mi West,48.0,10.0,29.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2013,3,GB,CIN,N,Fair,,,7mi NorthEast,49.0,10.0,29.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2013,3,HOU,BAL,N,Mostly Clear,,,0mi North,43.0,19.0,29.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
