Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,CamNewton,CAR,QB,2016,6,NO,21.3,33.1,63.6,249.6,7.6,1.9,0.8,94.26,6.9,40.4,5.7,0.5,22.2,22.22
2,TomBrady,NE,QB,2016,6,CIN,24,37.1,64.9,286.2,7.7,2.1,0.6,95.1,3.6,13.1,3.2,0.2,20.8,20.76
3,RussellWilson,SEA,QB,2016,6,ATL,22.7,33.3,69.7,267.8,8.1,2.1,0.6,101.58,4.2,17.8,4.5,0.2,20.5,20.49
4,AaronRodgersQ,GB,QB,2016,6,DAL,22.6,35.5,63.9,253.3,7,2,0.5,103.12,4.5,24.2,6,0.2,20.4,20.35
5,BenRoethlisberger,PIT,QB,2016,6,MIA,21.8,36.4,61.1,291.2,8.1,2.1,0.6,93.63,2.3,9.2,4.5,0.1,20,19.97
6,DrewBrees,NO,QB,2016,6,CAR,28.2,41.9,66.7,301.5,7.2,2,1,93.55,1.8,4.3,2,0.1,18.5,18.49
7,BlakeBortles,JAX,QB,2016,6,CHI,23.9,38.7,61.5,254.9,6.5,1.7,1.1,87.02,3.5,20,5,0.2,17.6,17.6
8,MatthewStafford,DET,QB,2016,6,LAR,24.1,36.2,66.7,278.5,7.7,1.7,1,96.76,2.3,9.9,5,0.2,17.5,17.53
9,AndrewLuckP,IND,QB,2016,6,HOU,22.1,37.9,57.9,268.2,7.1,1.8,1.5,75.33,3.5,17,4.2,0.2,17.2,17.23
10,CarsonPalmer,ARI,QB,2016,6,NYJ,21.7,36.5,61.1,289.8,8.1,1.8,0.9,93.52,1.9,4.2,2,0,17,17.01
11,MattRyan,ATL,QB,2016,6,SEA,22,34.4,64.7,263.6,7.8,1.7,0.8,95.71,2.8,8.4,2.7,0.1,17,16.98
12,AlexSmith,KC,QB,2016,6,OAK,22.9,34.4,67.6,250.4,7.4,1.6,0.8,96.45,3.1,15,5,0.2,16.9,16.92
13,CarsonWentz,PHI,QB,2016,6,WAS,23.6,35.7,66.7,246.4,6.8,1.6,0.6,93.06,2.9,11.6,4,0.2,16.8,16.82
14,TyrodTaylorQ,BUF,QB,2016,6,SF,17.3,27.8,60.7,205,7.3,1.4,0.7,80.21,7.79,37.4,4.6,0.1,16.5,16.54
15,AndyDalton,CIN,QB,2016,6,NE,22.3,34,64.7,272.6,8,1.5,0.8,96.81,2.9,10,3.3,0.1,16.5,16.5
16,DakPrescott,DAL,QB,2016,6,GB,19.3,29.3,65.5,228.9,7.9,1.4,0.4,101.08,3.7,15.8,4,0.2,16.3,16.34
17,TrevorSiemian,DEN,QB,2016,6,LAC,21.8,34.7,62.9,263.2,7.5,1.5,1.1,92.92,2.6,10.6,3.7,0.1,15.8,15.79
18,DerekCarr,OAK,QB,2016,6,KC,23.2,38.2,60.5,250.4,6.6,1.6,1.1,86.51,2.5,9.4,4.5,0.1,15.6,15.56
19,MarcusMariotaP,TEN,QB,2016,6,CLE,19.2,31.1,61.3,225.8,7.3,1.5,0.9,91.6,3.7,20.7,5.2,0.1,15.5,15.5
20,JoeFlacco,BAL,QB,2016,6,NYG,25.3,40.8,61,240.6,5.9,1.5,1,83.49,2.4,10,5,0.2,15.4,15.42
21,KirkCousins,WAS,QB,2016,6,PHI,22.7,34.5,67.6,279.3,8.2,1.6,1.1,100,1.5,2.7,1.5,0,15.2,15.24
22,BrianHoyer,CHI,QB,2016,6,JAX,21.6,33.7,64.7,242.4,7.1,1.7,0.9,93.01,1.8,3.1,1.5,0.1,15.2,15.21
23,EliManning,NYG,QB,2016,6,BAL,23.9,36.9,64.9,268.5,7.2,1.6,1.2,93.07,1.8,4.2,2,0,14.8,14.76
24,ColinKaepernick,SF,QB,2016,6,BUF,17.6,30.8,58.1,185.9,6,0.9,1.1,72.78,8.68,41.7,4.7,0.3,14.4,14.41
25,BrockOsweiler,HOU,QB,2016,6,IND,21.8,35.9,61.1,221.5,6.2,1.4,0.9,76.39,2.6,10.4,3.3,0.1,13.9,13.9
26,PhilipRivers,LAC,QB,2016,6,DEN,22.9,37,62.2,248.8,6.7,1.6,1.3,88.68,1.8,5.7,3,0,13.5,13.52
27,CaseKeenum,LAR,QB,2016,6,DET,18.5,28.8,62.1,215,7.4,1.4,0.8,81.82,2.2,6.8,3.5,0.1,13.5,13.48
28,RyanTannehillP,MIA,QB,2016,6,PIT,21.4,33.3,63.6,229.1,6.9,1.2,1,81.5,2.6,12.2,4,0.1,13.4,13.38
29,RyanFitzpatrick,NYJ,QB,2016,6,ARI,20.5,35.4,57.1,217.3,6.2,1.1,1.2,73.15,3.6,17.7,4.5,0.1,12.7,12.66
30,CodyKessler,CLE,QB,2016,6,TEN,18.6,32.4,59.4,222.3,6.9,1.2,1,77.86,2.1,5.6,3,0.1,12.4,12.45
31,NickFoles,KC,QB,2016,6,OAK,1.1,1.8,50,14.5,7,0.1,0.1,72.92,0.2,0.7,0,0,0.8,0.85
32,JaredGoff,LAR,QB,2016,6,DET,1,1.7,50,13.4,6.5,0.1,0.1,70.83,0.2,0.8,0,0,0.8,0.82
33,EJManuel,BUF,QB,2016,6,SF,0.6,1.1,100,8.7,9,0.1,0,104.17,0.2,0.6,0,0,0.8,0.81
34,MattCassel,TEN,QB,2016,6,CLE,1,1.6,50,12.8,6.5,0.1,0.1,70.83,0.2,0.9,0,0,0.8,0.8
35,PaxtonLynch,DEN,QB,2016,6,LAC,1,1.6,50,13.2,6.5,0.1,0.1,70.83,0.2,0.5,0,0,0.8,0.78
35,ChaseDaniel,PHI,QB,2016,6,WAS,0.7,1.1,100,9.1,9,0.1,0,104.17,0.1,0.2,0,0,0.8,0.78
35,RyanMallett,BAL,QB,2016,6,NYG,1,1.6,50,12.7,6.5,0.1,0.1,70.83,0.1,0.7,0,0,0.8,0.78
35,JimmyGaroppoloIR,NE,QB,2016,6,CIN,0.7,1.1,100,8.9,9,0.1,0,104.17,0.1,0.2,0,0,0.8,0.78
