Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,DezBryant,DAL,WR,2014,16,IND,11,7,63.6,108,1,0,9.8,15.4,0,0,0,0,0,0,16.8,16.8
2,CalvinJohnson,DET,WR,2014,16,CHI,11,7,63.6,106,1,0,9.6,15.1,0,0,0,0,0,0,16.6,16.6
3,DemaryiusThomas,DEN,WR,2014,16,CIN,10,7,70,99,1,0,9.9,14.1,0,0,0,0,0,0,15.9,15.9
4,AntonioBrown,PIT,WR,2014,16,KC,13,8,61.5,98,1,0,7.5,12.2,0,0,0,0,0,0,15.8,15.8
5,JordyNelson,GB,WR,2014,16,TB,9,5,55.6,95,1,0,10.6,19,0,0,0,0,0,0,15.5,15.5
6,OdellBeckhamJr,NYG,WR,2014,16,LAR,12,7,58.3,94,1,0,7.8,13.4,1,0,0,0,0,0,15.4,15.4
7,EmmanuelSanders,DEN,WR,2014,16,CIN,9,6,66.7,90,1,0,10,15,1,2,2,0,0,0,15.2,15.2
8,AJGreenP,CIN,WR,2014,16,DEN,10,7,70,91,1,0,9.1,13,0,0,0,0,0,0,15.1,15.1
9,JeremyMaclin,PHI,WR,2014,16,WAS,10,6,60,89,1,0,8.9,14.8,0,0,0,0,0,0,14.9,14.9
10,DeAndreHopkinsQ,HOU,WR,2014,16,BAL,10,6,60,87,1,0,8.7,14.5,0,0,0,0,0,0,14.7,14.7
10,JulioJonesP,ATL,WR,2014,16,NO,9,6,66.7,87,1,0,9.7,14.5,0,0,0,0,0,0,14.7,14.7
12,KennyStills,NO,WR,2014,16,ATL,8,5,62.5,84,1,0,10.5,16.8,0,0,0,0,0,0,14.4,14.4
13,MikeEvans,TB,WR,2014,16,GB,9,6,66.7,81,1,0,9,13.5,0,0,0,0,0,0,14.1,14.1
14,BrandonLaFell,NE,WR,2014,16,NYJ,9,6,66.7,80,1,0,8.9,13.3,0,0,0,0,0,0,14,14
14,AlshonJefferyQ,CHI,WR,2014,16,DET,10,7,70,78,1,0,7.8,11.1,1,2,2,0,0,0,14,14
16,RandallCobbQ,GB,WR,2014,16,TB,10,6,60,74,1,0,7.4,12.3,1,3,3,0,0,0,13.7,13.7
17,DeSeanJackson,WAS,WR,2014,16,PHI,8,5,62.5,74,1,0,9.2,14.8,0,0,0,0,0,0,13.4,13.4
18,GoldenTateQ,DET,WR,2014,16,CHI,10,6,60,71,1,0,7.1,11.8,0,0,0,0,0,0,13.1,13.1
18,SammyWatkins,BUF,WR,2014,16,OAK,7,5,71.4,71,1,0,10.1,14.2,0,0,0,0,0,0,13.1,13.1
20,SteveSmith,BAL,WR,2014,16,HOU,8,5,62.5,68,1,0,8.5,13.6,0,0,0,0,0,0,12.8,12.8
21,JoshGordonQ,CLE,WR,2014,16,CAR,7,5,71.4,67,1,0,9.6,13.4,0,0,0,0,0,0,12.7,12.7
22,RoddyWhite,ATL,WR,2014,16,NO,7,5,71.4,66,1,0,9.4,13.2,0,0,0,0,0,0,12.6,12.6
23,CharlesJohnson,MIN,WR,2014,16,MIA,7,4,57.1,64,1,0,9.1,16,0,0,0,0,0,0,12.4,12.4
23,KelvinBenjamin,CAR,WR,2014,16,CLE,9,5,55.6,64,1,0,7.1,12.8,0,0,0,0,0,0,12.4,12.4
25,MalcomFloyd,LAC,WR,2014,16,SF,5,4,80,63,1,0,12.6,15.8,0,0,0,0,0,0,12.3,12.3
26,EricDecker,NYJ,WR,2014,16,NE,8,5,62.5,62,1,0,7.8,12.4,0,0,0,0,0,0,12.2,12.2
26,DwayneBowe,KC,WR,2014,16,PIT,7,4,57.1,62,1,0,8.9,15.5,0,0,0,0,0,0,12.2,12.2
28,JarvisLandry,MIA,WR,2014,16,MIN,11,6,54.5,61,1,0,5.5,10.2,0,0,0,0,0,0,12.1,12.1
29,DougBaldwinQ,SEA,WR,2014,16,ARI,8,5,62.5,60,1,0,7.5,12,0,0,0,0,0,0,12,12
30,AllenHurns,JAX,WR,2014,16,TEN,8,5,62.5,59,1,0,7.4,11.8,0,0,0,0,0,0,11.9,11.9
30,MartavisBryant,PIT,WR,2014,16,KC,7,4,57.1,59,1,0,8.4,14.8,0,0,0,0,0,0,11.9,11.9
32,AnquanBoldin,SF,WR,2014,16,LAC,7,5,71.4,57,1,0,8.1,11.4,0,0,0,0,0,0,11.7,11.7
33,TorreySmith,BAL,WR,2014,16,HOU,6,4,66.7,54,1,0,9,13.5,0,0,0,0,0,0,11.4,11.4
34,MohamedSanu,CIN,WR,2014,16,DEN,7,4,57.1,50,1,0,7.1,12.5,1,2,2,0,0,0,11.2,11.2
