Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,ArianFoster,HOU,RB,2014,14,JAX,21,99,4.7,1,5,4,37,0,0,0,19.6,19.6
2,DeMarcoMurray,DAL,RB,2014,14,CHI,22,104,4.7,1,5,4,28,0,0,0,19.2,19.2
3,EddieLacy,GB,RB,2014,14,ATL,20,98,4.9,1,4,3,19,0,0,0,17.7,17.7
4,MattForteIR,CHI,RB,2014,14,DAL,17,78,4.6,1,7,5,38,0,0,0,17.6,17.6
4,MarshawnLynchP,SEA,RB,2014,14,PHI,21,93,4.4,1,4,3,23,0,0,0,17.6,17.6
6,CJAnderson,DEN,RB,2014,14,BUF,17,80,4.7,1,7,5,33,0,0,0,17.3,17.3
7,JustinForsett,BAL,RB,2014,14,MIA,19,91,4.8,1,4,3,19,0,0,0,17,17
8,Le'VeonBellO,PIT,RB,2014,14,CIN,18,74,4.1,1,9,6,34,0,0,0,16.8,16.8
9,MarkIngramSUS,NO,RB,2014,14,CAR,20,97,4.8,1,3,2,10,0,0,0,16.7,16.7
10,JoiqueBell,DET,RB,2014,14,TB,17,70,4.1,1,3,2,15,0,0,0,14.5,14.5
11,RashadJennings,NYG,RB,2014,14,TEN,14,61,4.4,1,7,5,22,0,0,0,14.3,14.3
12,JeremyHillIR,CIN,RB,2014,14,PIT,16,69,4.3,1,3,2,9,0,0,0,13.8,13.8
12,FrankGore,SF,RB,2014,14,OAK,17,71,4.2,1,1,1,7,0,0,0,13.8,13.8
14,IsaiahCrowell,CLE,RB,2014,14,IND,17,62,3.6,1,1,1,7,0,0,0,12.9,12.9
14,LeSeanMcCoyQ,PHI,RB,2014,14,SEA,16,60,3.8,1,3,2,9,0,0,0,12.9,12.9
16,RyanMathews,LAC,RB,2014,14,NE,16,54,3.4,1,3,2,9,0,0,0,12.3,12.3
17,MattAsiata,MIN,RB,2014,14,NYJ,15,48,3.2,1,4,3,12,0,0,0,12,12
18,JamaalCharles,KC,RB,2014,14,ARI,16,79,4.9,0,7,5,28,0,0,0,10.7,10.7
