Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,RobertoAguayo,TB,K,2016,14,NO,1.6,1.9,100,0,2.6,2.6,7.4,7.4
2,MikeNugentIR,CIN,K,2016,14,CLE,1.6,1.8,100,0,2.5,2.5,7.3,7.3
3,MattPrater,DET,K,2016,14,CHI,1.5,1.6,100,0,2.7,2.7,7.2,7.2
4,BrandonMcManus,DEN,K,2016,14,TEN,1.6,1.8,100,0,2,2,6.8,6.8
5,WilLutz,NO,K,2016,14,TB,1.3,1.4,100,0,2.8,2.8,6.7,6.7
5,AdamVinatieri,IND,K,2016,14,HOU,1.4,1.5,50,0,2.5,2.5,6.7,6.7
5,StephenGostkowski,NE,K,2016,14,BAL,1.4,1.5,50,0,2.5,2.5,6.7,6.7
8,PhilDawson,SF,K,2016,14,NYJ,1.6,1.7,100,0,1.8,1.8,6.6,6.6
9,GrahamGano,CAR,K,2016,14,LAC,1.4,1.6,50,0,2.2,2.2,6.4,6.4
10,DustinHopkins,WAS,K,2016,14,PHI,1.3,1.5,50,0,2.3,2.3,6.2,6.2
10,NickNovak,HOU,K,2016,14,IND,1.4,1.6,50,0,2,2,6.2,6.2
10,KaiForbath,MIN,K,2016,14,JAX,1.4,1.5,50,0,2,2,6.2,6.2
13,CairoSantos,KC,K,2016,14,OAK,1.3,1.5,50,0,2.2,2.2,6.1,6.1
13,JoshLamboP,LAC,K,2016,14,CAR,1.3,1.5,50,0,2.2,2.2,6.1,6.1
13,GregZuerlein,LAR,K,2016,14,ATL,1.5,1.6,100,0,1.6,1.6,6.1,6.1
13,StevenHauschka,SEA,K,2016,14,GB,1.2,1.4,100,0,2.5,2.5,6.1,6.1
13,RobbieGould,NYG,K,2016,14,DAL,1.3,1.4,100,0,2.2,2.2,6.1,6.1
13,DanBailey,DAL,K,2016,14,NYG,1.2,1.4,100,0,2.5,2.5,6.1,6.1
19,SebastianJanikowski,OAK,K,2016,14,KC,1.2,1.4,100,0,2.3,2.3,5.9,5.9
19,NickFolk,NYJ,K,2016,14,SF,1.2,1.4,100,0,2.3,2.3,5.9,5.9
21,ChrisBoswell,PIT,K,2016,14,BUF,1.1,1.2,100,0,2.3,2.3,5.6,5.6
22,RyanSuccopP,TEN,K,2016,14,DEN,1.2,1.3,100,0,1.9,1.9,5.5,5.5
23,CalebSturgis,PHI,K,2016,14,WAS,1.2,1.3,100,0,1.8,1.8,5.4,5.4
23,ChandlerCatanzaro,ARI,K,2016,14,MIA,1,1.2,100,0,2.4,2.4,5.4,5.4
25,DanCarpenter,BUF,K,2016,14,PIT,1,1.2,100,0,2.3,2.3,5.3,5.3
25,MattBryant,ATL,K,2016,14,LAR,0.9,1,100,0,2.6,2.6,5.3,5.3
25,MasonCrosby,GB,K,2016,14,SEA,1.1,1.2,100,0,2,2,5.3,5.3
28,CodyParkey,CLE,K,2016,14,CIN,1.2,1.4,100,0,1.6,1.6,5.2,5.2
28,JustinTucker,BAL,K,2016,14,NE,1.2,1.2,100,0,1.6,1.6,5.2,5.2
30,JasonMyers,JAX,K,2016,14,MIN,1,1.2,100,0,1.3,1.3,4.3,4.3
31,AndrewFranks,MIA,K,2016,14,ARI,0.8,1.1,100,0,1.8,1.8,4.2,4.2
31,ConnorBarth,CHI,K,2016,14,DET,0.9,1.1,100,0,1.5,1.5,4.2,4.2
33,RandyBullock,PIT,K,2016,14,BUF,0.2,0.3,0,0,0.3,0.3,0.9,0.9
34,JordanGay,BUF,K,2016,14,PIT,0,0,0,0,0,0,0,0
34,PatrickMurray,CLE,K,2016,14,CIN,0,0,0,0,0,0,0,0
34,BlairWalsh,MIN,K,2016,14,JAX,0,0,0,0,0,0,0,0
