Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,RobGronkowskiQ,NE,TE,2014,7,NYJ,10,6,60,75,1,0,7.5,12.5,0,0,0,0,0,0,13.5,13.5
2,JordanCameron,CLE,TE,2014,7,JAX,8,5,62.5,72,1,0,9,14.4,0,0,0,0,0,0,13.2,13.2
3,MartellusBennett,CHI,TE,2014,7,MIA,10,6,60,71,1,0,7.1,11.8,0,0,0,0,0,0,13.1,13.1
4,JordanReed,WAS,TE,2014,7,TEN,7,5,71.4,69,1,0,9.9,13.8,0,0,0,0,0,0,12.9,12.9
5,GregOlsenO,CAR,TE,2014,7,GB,9,5,55.6,68,1,0,7.6,13.6,0,0,0,0,0,0,12.8,12.8
6,CooperHelfet,SEA,TE,2014,7,LAR,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,12
6,JuliusThomas,DEN,TE,2014,7,SF,7,5,71.4,60,1,0,8.6,12,0,0,0,0,0,0,12,12
8,JimmyGrahamP,NO,TE,2014,7,DET,7,5,71.4,59,1,0,8.4,11.8,0,0,0,0,0,0,11.9,11.9
9,DelanieWalkerIR,TEN,TE,2014,7,WAS,7,5,71.4,57,1,0,8.1,11.4,0,0,0,0,0,0,11.7,11.7
10,LarryDonnell,NYG,TE,2014,7,DAL,8,5,62.5,55,1,0,6.9,11,0,0,0,0,0,0,11.5,11.5
11,VernonDavis,SF,TE,2014,7,DEN,7,4,57.1,54,1,0,7.7,13.5,0,0,0,0,0,0,11.4,11.4
12,JasonWittenIR,DAL,TE,2014,7,NYG,9,5,55.6,52,1,0,5.8,10.4,0,0,0,0,0,0,11.2,11.2
13,JaredCook,LAR,TE,2014,7,SEA,5,4,80,45,1,0,9,11.2,0,0,0,0,0,0,10.5,10.5
13,TravisKelce,KC,TE,2014,7,LAC,4,3,75,45,1,0,11.2,15,0,0,0,0,0,0,10.5,10.5
15,AntonioGates,LAC,TE,2014,7,KC,6,4,66.7,41,1,0,6.8,10.2,0,0,0,0,0,0,10.1,10.1
16,DwayneAllen,IND,TE,2014,7,CIN,5,3,60,39,1,0,7.8,13,0,0,0,0,0,0,9.9,9.9
16,OwenDaniels,BAL,TE,2014,7,ATL,6,4,66.7,39,1,0,6.5,9.8,0,0,0,0,0,0,9.9,9.9
