Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,MasonCrosby,GB,K,2013,10,PHI,2,2,100,40,2,2,8,8
1,MattPrater,DEN,K,2013,10,LAC,1,1,100,33,5,5,8,8
3,KaiForbath,WAS,K,2013,10,MIN,1,1,100,23,4,4,7,7
3,RobBironas,TEN,K,2013,10,JAX,1,2,50,23,4,4,7,7
3,ShaunSuisham,PIT,K,2013,10,BUF,2,2,100,39,1,1,7,7
3,JustinTucker,BAL,K,2013,10,CIN,2,2,100,41,1,1,7,7
3,PhilDawson,SF,K,2013,10,CAR,1,1,100,25,4,4,7,7
8,BlairWalsh,MIN,K,2013,10,WAS,1,1,100,27,3,3,6,6
8,DavidAkers,DET,K,2013,10,CHI,1,2,50,40,3,3,6,6
8,AlexHenery,PHI,K,2013,10,GB,1,2,50,19,3,3,6,6
8,SebastianJanikowski,OAK,K,2013,10,NYG,1,1,100,20,3,3,6,6
8,MikeNugentIR,CIN,K,2013,10,BAL,1,2,50,40,3,3,6,6
8,GarrettHartley,NO,K,2013,10,DAL,1,2,50,34,3,3,6,6
14,StevenHauschka,SEA,K,2013,10,ATL,1,2,50,32,2,2,5,5
14,MattBryant,ATL,K,2013,10,SEA,1,2,50,25,2,2,5,5
14,RobbieGould,CHI,K,2013,10,DET,1,2,50,37,2,2,5,5
14,GregZuerlein,LAR,K,2013,10,IND,1,2,50,30,2,2,5,5
14,JoshBrown,NYG,K,2013,10,OAK,1,2,50,16,2,2,5,5
14,DanCarpenter,BUF,K,2013,10,PIT,1,2,50,41,2,2,5,5
14,GrahamGano,CAR,K,2013,10,SF,1,1,100,37,2,2,5,5
14,NickNovak,LAC,K,2013,10,DEN,1,2,50,33,2,2,5,5
14,DanBailey,DAL,K,2013,10,NO,1,2,50,42,2,2,5,5
14,CalebSturgis,MIA,K,2013,10,TB,1,2,50,35,2,2,5,5
24,JayFeely,ARI,K,2013,10,HOU,1,2,50,36,1,1,4,4
24,RandyBullock,HOU,K,2013,10,ARI,1,2,50,41,1,1,4,4
24,RianLindell,TB,K,2013,10,MIA,1,2,50,42,1,1,4,4
27,JoshScobee,JAX,K,2013,10,TEN,1,2,50,43,0,0,3,3
