Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,LosAngelesRams,LAR,DST,2015,9,MIN,0,3,0,1,1,0,0,0,20,8,8
1,CincinnatiBengals,CIN,DST,2015,9,CLE,0,3,0,1,1,0,0,0,15,8,8
3,DenverBroncos,DEN,DST,2015,9,IND,0,4,0,1,0,0,0,0,18,7,7
3,AtlantaFalcons,ATL,DST,2015,9,SF,0,2,0,1,1,0,0,0,17,7,7
3,NewEnglandPatriots,NE,DST,2015,9,WAS,0,2,0,1,1,0,0,0,20,7,7
3,BuffaloBills,BUF,DST,2015,9,MIA,0,3,0,1,1,0,0,0,21,7,7
3,PhiladelphiaEagles,PHI,DST,2015,9,DAL,0,2,0,1,1,0,0,0,19,7,7
3,NewOrleansSaints,NO,DST,2015,9,TEN,0,3,0,1,1,0,0,0,22,7,7
9,NewYorkJets,NYJ,DST,2015,9,JAX,0,3,0,1,0,0,0,0,18,6,6
9,DallasCowboys,DAL,DST,2015,9,PHI,0,2,0,1,1,0,0,0,22,6,6
11,GreenBayPackers,GB,DST,2015,9,CAR,0,3,0,1,0,0,0,0,23,5,5
11,MinnesotaVikings,MIN,DST,2015,9,LAR,0,2,0,1,0,0,0,0,18,5,5
11,CarolinaPanthers,CAR,DST,2015,9,GB,0,3,0,1,0,0,0,0,25,5,5
11,OaklandRaiders,OAK,DST,2015,9,PIT,0,3,0,1,0,0,0,0,26,5,5
15,MiamiDolphins,MIA,DST,2015,9,BUF,0,2,0,1,0,0,0,0,24,4,4
15,LosAngelesChargers,LAC,DST,2015,9,CHI,0,2,0,1,0,0,0,0,23,4,4
15,PittsburghSteelers,PIT,DST,2015,9,OAK,0,2,0,1,0,0,0,0,23,4,4
15,IndianapolisColts,IND,DST,2015,9,DEN,0,2,0,1,0,0,0,0,24,4,4
15,TennesseeTitans,TEN,DST,2015,9,NO,0,2,0,1,0,0,0,0,26,4,4
20,NewYorkGiants,NYG,DST,2015,9,TB,0,1,0,1,0,0,0,0,24,3,3
20,JacksonvilleJaguars,JAX,DST,2015,9,NYJ,0,2,0,1,0,0,0,0,28,3,3
20,ClevelandBrowns,CLE,DST,2015,9,CIN,0,2,0,1,0,0,0,0,31,3,3
20,ChicagoBears,CHI,DST,2015,9,LAC,0,2,0,1,0,0,0,0,28,3,3
20,SanFrancisco49ers,SF,DST,2015,9,ATL,0,2,0,1,0,0,0,0,29,3,3
20,TampaBayBuccaneers,TB,DST,2015,9,NYG,0,2,0,1,0,0,0,0,28,3,3
26,WashingtonRedskins,WAS,DST,2015,9,NE,0,1,0,0,0,0,0,0,31,0,0
