Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,MasonCrosby,GB,K,2016,9,IND,1.8,2,100,0,3.1,3.1,8.5,8.5
2,DanBailey,DAL,K,2016,9,CLE,1.6,1.8,100,0,3.6,3.6,8.4,8.4
3,MattBryant,ATL,K,2016,9,TB,1.7,1.9,100,0,3.2,3.2,8.3,8.3
4,BlairWalsh,MIN,K,2016,9,DET,1.7,2.1,100,0,3.1,3.1,8.2,8.2
5,JoshLamboP,LAC,K,2016,9,TEN,1.8,2.2,100,0,2.6,2.6,8,8
6,PhilDawson,SF,K,2016,9,NO,1.6,1.9,100,0,2.6,2.6,7.4,7.4
6,StevenHauschka,SEA,K,2016,9,BUF,1.7,1.9,100,0,2.3,2.3,7.4,7.4
8,AdamVinatieri,IND,K,2016,9,GB,1.7,1.8,100,0,2.1,2.1,7.2,7.2
8,BrandonMcManus,DEN,K,2016,9,OAK,1.6,2.1,100,0,2.4,2.4,7.2,7.2
10,CairoSantos,KC,K,2016,9,JAX,1.6,1.9,100,0,2.3,2.3,7.1,7.1
11,JustinTucker,BAL,K,2016,9,PIT,1.7,1.9,100,0,1.8,1.8,6.9,6.9
12,CalebSturgis,PHI,K,2016,9,NYG,1.5,1.8,100,0,2.3,2.3,6.8,6.8
12,WilLutz,NO,K,2016,9,SF,1.4,1.9,50,0,2.6,2.6,6.8,6.8
14,ChrisBoswell,PIT,K,2016,9,BAL,1.4,1.9,50,0,2.5,2.5,6.7,6.7
14,RyanSuccopP,TEN,K,2016,9,LAC,1.4,1.7,50,0,2.5,2.5,6.7,6.7
14,SebastianJanikowski,OAK,K,2016,9,DEN,1.6,2,100,0,1.9,1.9,6.7,6.7
17,CodyParkey,CLE,K,2016,9,DAL,1.6,1.9,100,0,1.8,1.8,6.6,6.6
17,DanCarpenter,BUF,K,2016,9,SEA,1.5,1.9,100,0,2.1,2.1,6.6,6.6
19,GrahamGano,CAR,K,2016,9,LAR,1.5,1.7,100,0,2,2,6.5,6.5
20,MattPrater,DET,K,2016,9,MIN,1.5,1.9,100,0,1.9,1.9,6.4,6.4
21,GregZuerlein,LAR,K,2016,9,CAR,1.6,1.8,100,0,1.5,1.5,6.3,6.3
22,RobbieGould,NYG,K,2016,9,PHI,1.4,1.6,50,0,2,2,6.2,6.2
23,NickFolk,NYJ,K,2016,9,MIA,1.3,1.8,50,0,2.2,2.2,6.1,6.1
23,AndrewFranks,MIA,K,2016,9,NYJ,1.3,1.8,50,0,2.2,2.2,6.1,6.1
25,RobertoAguayo,TB,K,2016,9,ATL,1.2,1.8,50,0,2.2,2.2,5.8,5.8
26,JasonMyers,JAX,K,2016,9,KC,1.4,1.7,50,0,1.4,1.4,5.6,5.6
27,PatrickMurray,CLE,K,2016,9,DAL,0,0,0,0,0,0,0,0
27,JoshBrown,NYG,K,2016,9,PHI,0,0,0,0,0,0,0,0
27,MarshallMorgan,BUF,K,2016,9,SEA,0,0,0,0,0,0,0,0
