Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,DanBailey,DAL,K,2016,16,DET,1.7,1.8,100,0,2.9,2.9,8,8
2,StephenGostkowski,NE,K,2016,16,NYJ,1.5,1.6,100,0,3.3,3.3,7.8,7.8
3,JoshLamboP,LAC,K,2016,16,CLE,1.6,1.8,100,0,2.8,2.8,7.6,7.6
3,SebastianJanikowski,OAK,K,2016,16,IND,1.6,1.7,100,0,2.8,2.8,7.6,7.6
5,RobertoAguayo,TB,K,2016,16,NO,1.6,1.8,100,0,2.6,2.6,7.4,7.4
6,CalebSturgis,PHI,K,2016,16,NYG,1.8,1.9,100,0,1.6,1.6,7,7
7,MattBryant,ATL,K,2016,16,CAR,1.2,1.3,100,0,3.2,3.2,6.8,6.8
8,AdamVinatieri,IND,K,2016,16,OAK,1.3,1.4,100,0,2.8,2.8,6.7,6.7
9,NickNovak,HOU,K,2016,16,CIN,1.5,1.6,100,0,2,2,6.5,6.5
9,MattPrater,DET,K,2016,16,DAL,1.5,1.6,100,0,2,2,6.5,6.5
11,RyanSuccopP,TEN,K,2016,16,JAX,1.3,1.4,100,0,2.5,2.5,6.4,6.4
11,CodyParkey,CLE,K,2016,16,LAC,1.6,1.7,100,0,1.6,1.6,6.4,6.4
11,GrahamGano,CAR,K,2016,16,ATL,1.3,1.5,50,0,2.5,2.5,6.4,6.4
14,WilLutz,NO,K,2016,16,TB,1.1,1.3,100,0,2.9,2.9,6.2,6.2
14,MasonCrosby,GB,K,2016,16,MIN,1.3,1.5,50,0,2.3,2.3,6.2,6.2
14,GregZuerlein,LAR,K,2016,16,SF,1.5,1.6,100,0,1.7,1.7,6.2,6.2
17,PhilDawson,SF,K,2016,16,LAR,1.4,1.5,50,0,1.7,1.7,5.9,5.9
17,RandyBullock,CIN,K,2016,16,HOU,1.3,1.4,100,0,2,2,5.9,5.9
19,JasonMyers,JAX,K,2016,16,TEN,1.3,1.5,50,0,1.9,1.9,5.8,5.8
20,ConnorBarth,CHI,K,2016,16,WAS,1.2,1.4,100,0,2,2,5.6,5.6
21,DustinHopkins,WAS,K,2016,16,CHI,1,1.2,100,0,2.5,2.5,5.5,5.5
21,JustinTucker,BAL,K,2016,16,PIT,1.2,1.3,100,0,1.9,1.9,5.5,5.5
23,AndrewFranks,MIA,K,2016,16,BUF,1.1,1.3,100,0,2.1,2.1,5.4,5.4
24,DanCarpenter,BUF,K,2016,16,MIA,1,1.2,100,0,2.3,2.3,5.3,5.3
24,StevenHauschka,SEA,K,2016,16,ARI,0.9,1.1,100,0,2.6,2.6,5.3,5.3
26,KaiForbath,MIN,K,2016,16,GB,1.2,1.3,100,0,1.6,1.6,5.2,5.2
26,ChrisBoswell,PIT,K,2016,16,BAL,0.9,1,100,0,2.5,2.5,5.2,5.2
26,CairoSantos,KC,K,2016,16,DEN,1.1,1.2,100,0,1.9,1.9,5.2,5.2
29,NickFolk,NYJ,K,2016,16,NE,1.1,1.3,100,0,1.4,1.4,4.7,4.7
30,ChandlerCatanzaro,ARI,K,2016,16,SEA,0.9,1.2,100,0,1.9,1.9,4.6,4.6
31,BrandonMcManus,DEN,K,2016,16,KC,1,1.3,100,0,1.5,1.5,4.5,4.5
32,RobbieGould,NYG,K,2016,16,PHI,0.8,0.9,100,0,2,2,4.4,4.4
33,JordanGay,BUF,K,2016,16,MIA,0,0,0,0,0,0,0,0
33,PatrickMurray,CLE,K,2016,16,LAC,0,0,0,0,0,0,0,0
33,MikeNugentIR,CIN,K,2016,16,HOU,0,0,0,0,0,0,0,0
