Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,MattForteIR,CHI,RB,2014,12,TB,21,100,4.8,1,7,5,46,0,0,0,20.6,20.6
2,DeMarcoMurray,DAL,RB,2014,12,NYG,21,111,5.3,1,5,4,24,0,0,0,19.5,19.5
3,JamaalCharles,KC,RB,2014,12,OAK,20,107,5.4,1,4,3,23,0,0,0,19,19
4,EddieLacy,GB,RB,2014,12,MIN,17,79,4.6,1,5,4,37,0,0,0,17.6,17.6
5,LeSeanMcCoyQ,PHI,RB,2014,12,TEN,22,97,4.4,1,3,2,9,0,0,0,16.6,16.6
6,MarshawnLynchP,SEA,RB,2014,12,ARI,20,74,3.7,1,4,3,25,0,0,0,15.9,15.9
7,JustinForsett,BAL,RB,2014,12,NO,16,72,4.5,1,4,3,21,0,0,0,15.3,15.3
8,DenardRobinson,JAX,RB,2014,12,IND,17,77,4.5,1,3,2,13,0,0,0,15,15
8,MarkIngramSUS,NO,RB,2014,12,BAL,17,77,4.5,1,3,2,13,0,0,0,15,15
10,TrentRichardson,IND,RB,2014,12,JAX,17,63,3.7,1,6,4,21,0,0,0,14.4,14.4
11,AlfredBlue,HOU,RB,2014,12,CIN,21,82,3.9,1,0,0,1,0,0,0,14.3,14.3
12,StevenJackson,ATL,RB,2014,12,CLE,17,72,4.2,1,3,2,8,0,0,0,14,14
13,IsaiahCrowell,CLE,RB,2014,12,ATL,17,72,4.2,1,1,1,6,0,0,0,13.8,13.8
14,FrankGore,SF,RB,2014,12,WAS,18,63,3.5,1,1,1,7,0,0,0,13,13
15,JeremyHillIR,CIN,RB,2014,12,HOU,15,62,4.1,1,1,1,5,0,0,0,12.7,12.7
16,ChrisIvory,NYJ,RB,2014,12,BUF,13,42,3.2,1,1,1,4,0,0,0,10.6,10.6
17,RashadJennings,NYG,RB,2014,12,DAL,17,71,4.2,0,5,4,29,0,0,0,10,10
18,CJAnderson,DEN,RB,2014,12,MIA,15,50,3.3,0,8,6,49,0,0,0,9.9,9.9
19,DarrenSprolesO,PHI,RB,2014,12,TEN,2,14,7,1,3,2,23,0,0,0,9.7,9.7
20,LamarMiller,MIA,RB,2014,12,DEN,16,65,4.1,0,6,4,21,0,0,0,8.6,8.6
21,TreMason,LAR,RB,2014,12,LAC,19,74,3.9,0,4,3,10,0,0,0,8.4,8.4
22,JoiqueBell,DET,RB,2014,12,NE,15,57,3.8,0,4,3,26,0,0,0,8.3,8.3
23,JerickMcKinnonIR,MIN,RB,2014,12,GB,14,57,4.1,0,6,4,23,0,0,0,8,8
24,AndreEllington,ARI,RB,2014,12,SEA,18,51,2.8,0,7,5,28,0,0,0,7.9,7.9
25,AlfredMorrisQ,WAS,RB,2014,12,SF,17,66,3.9,0,3,2,12,0,0,0,7.8,7.8
26,GiovaniBernardP,CIN,RB,2014,12,HOU,5,26,5.2,0,7,5,50,0,0,0,7.6,7.6
