Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,MikeNugentIR,CIN,K,2016,7,CLE,1.9,2.3,100,0,2.7,2.7,8.4,8.4
2,DanCarpenter,BUF,K,2016,7,MIA,1.8,2.1,100,0,2.8,2.8,8.2,8.2
2,StephenGostkowski,NE,K,2016,7,PIT,1.7,2.1,100,0,3.1,3.1,8.2,8.2
4,MasonCrosby,GB,K,2016,7,CHI,1.8,2.1,100,0,2.6,2.6,8,8
4,MattBryant,ATL,K,2016,7,LAC,1.8,2,100,0,2.6,2.6,8,8
6,RyanSuccopP,TEN,K,2016,7,IND,1.7,2,100,0,2.8,2.8,7.9,7.9
6,AdamVinatieri,IND,K,2016,7,TEN,1.9,2.1,100,0,2.2,2.2,7.9,7.9
8,MattPrater,DET,K,2016,7,WAS,1.7,1.9,100,0,2.7,2.7,7.8,7.8
9,DustinHopkins,WAS,K,2016,7,DET,1.5,1.7,100,0,3.2,3.2,7.7,7.7
10,SebastianJanikowski,OAK,K,2016,7,JAX,1.7,2,100,0,2.5,2.5,7.6,7.6
10,JoshLamboP,LAC,K,2016,7,ATL,1.7,2,100,0,2.5,2.5,7.6,7.6
12,BlairWalsh,MIN,K,2016,7,PHI,1.7,1.9,100,0,2.3,2.3,7.4,7.4
13,PhilDawson,SF,K,2016,7,TB,1.7,2,100,0,2.2,2.2,7.3,7.3
14,CairoSantos,KC,K,2016,7,NO,1.6,2,100,0,2.4,2.4,7.2,7.2
15,ChrisBoswell,PIT,K,2016,7,NE,1.6,1.8,100,0,2.2,2.2,7,7
15,ChandlerCatanzaro,ARI,K,2016,7,SEA,1.7,1.9,100,0,1.9,1.9,7,7
17,JustinTucker,BAL,K,2016,7,NYJ,1.7,1.9,100,0,1.8,1.8,6.9,6.9
17,NickFolk,NYJ,K,2016,7,BAL,1.7,2,100,0,1.8,1.8,6.9,6.9
19,GregZuerlein,LAR,K,2016,7,NYG,1.6,1.9,100,0,2,2,6.8,6.8
20,WilLutz,NO,K,2016,7,KC,1.4,1.8,50,0,2.5,2.5,6.7,6.7
21,RobbieGould,NYG,K,2016,7,LAR,1.4,1.7,50,0,2.2,2.2,6.4,6.4
21,CodyParkey,CLE,K,2016,7,CIN,1.4,1.7,50,0,2.2,2.2,6.4,6.4
21,RobertoAguayo,TB,K,2016,7,SF,1.4,1.9,50,0,2.2,2.2,6.4,6.4
24,CalebSturgis,PHI,K,2016,7,MIN,1.6,1.9,100,0,1.5,1.5,6.3,6.3
24,JasonMyers,JAX,K,2016,7,OAK,1.5,1.9,100,0,1.8,1.8,6.3,6.3
24,StevenHauschka,SEA,K,2016,7,ARI,1.4,1.8,50,0,2.1,2.1,6.3,6.3
27,BrandonMcManus,DEN,K,2016,7,HOU,1.4,1.8,50,0,1.9,1.9,6.1,6.1
28,AndrewFranks,MIA,K,2016,7,BUF,1.4,1.9,50,0,1.7,1.7,5.9,5.9
29,ConnorBarth,CHI,K,2016,7,GB,1.4,1.7,50,0,1.6,1.6,5.8,5.8
30,NickNovak,HOU,K,2016,7,DEN,1.3,1.7,50,0,1.4,1.4,5.3,5.3
31,JoshBrown,NYG,K,2016,7,LAR,0,0,0,0,0,0,0,0
31,PatrickMurray,CLE,K,2016,7,CIN,0,0,0,0,0,0,0,0
