Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,DavidJohnson,ARI,RB,2016,17,LAR,19.5,79.2,4,0.8,7.28,5.6,51.5,0.2,0.2,0.2,18.7,18.67
2,LeSeanMcCoyQ,BUF,RB,2016,17,NYJ,17,80.1,4.7,0.7,4.35,3.2,24.1,0.1,0.1,0.1,15,15.02
3,DevontaFreemanO,ATL,RB,2016,17,NO,14.8,65.5,4.4,0.8,4.18,3.1,26.2,0.2,0.2,0.2,14.8,14.77
4,BilalPowell,NYJ,RB,2016,17,BUF,15.2,69.3,4.6,0.4,5.22,3.6,26.3,0.1,0.1,0.1,12.4,12.36
5,DeMarcoMurray,TEN,RB,2016,17,HOU,17.7,76.5,4.2,0.4,3.51,2.7,20,0.1,0.2,0.2,12.2,12.25
6,JordanHoward,CHI,RB,2016,17,MIN,17.1,78.6,4.6,0.3,3.69,2.7,21,0.1,0.1,0.1,12.2,12.16
7,FrankGore,IND,RB,2016,17,JAX,17.9,70.6,3.9,0.5,2.81,2.1,16.1,0.1,0.1,0.1,12.1,12.07
8,JacquizzRodgers,TB,RB,2016,17,CAR,18.1,72.7,4.1,0.4,3.75,2.7,19.8,0.1,0.1,0.1,12,12.05
9,LeGarretteBlount,NE,RB,2016,17,MIA,16.7,73.4,4.3,0.7,0.83,0.6,4.2,0,0.1,0.1,11.8,11.76
10,TyMontgomery,GB,RB,2016,17,DET,11.9,55.9,4.7,0.4,3.92,2.8,22.4,0.2,0.1,0.1,11.2,11.23
11,ToddGurley,LAR,RB,2016,17,ARI,18.4,64.6,3.6,0.5,3.53,2.6,18.4,0,0.1,0.1,11.1,11.1
12,MarkIngramSUS,NO,RB,2016,17,ATL,13.7,62.1,4.4,0.4,3.94,2.9,21.8,0.1,0.2,0.2,11,10.99
13,JayAjayiP,MIA,RB,2016,17,NE,16.2,68.9,4.3,0.5,2.07,1.5,11.1,0,0.1,0.1,10.8,10.8
14,LataviusMurray,OAK,RB,2016,17,DEN,15.5,64.6,4.1,0.5,2.39,1.8,12.4,0,0.1,0.1,10.5,10.5
15,JonathanStewartIR,CAR,RB,2016,17,TB,16.1,67.8,4.2,0.5,1.52,1.1,8.1,0,0.2,0.2,10.2,10.19
16,RobKelleyIR,WAS,RB,2016,17,NYG,16,62.8,3.9,0.5,2.23,1.5,10.9,0,0.1,0.1,10.2,10.17
17,DarrenSprolesO,PHI,RB,2016,17,DAL,10.9,47.2,4.3,0.3,5.76,4,31.7,0.1,0.1,0.1,10.1,10.09
18,JerickMcKinnonIR,MIN,RB,2016,17,CHI,13.4,53.7,4.2,0.3,4.61,3.1,21.5,0.1,0.1,0.1,9.7,9.72
19,DeAngeloWilliams,PIT,RB,2016,17,CLE,13.1,60.2,4.6,0.4,2.44,1.7,14.2,0,0.1,0.1,9.6,9.64
20,ThomasRawls,SEA,RB,2016,17,SF,12.4,57.8,4.8,0.5,1.7,1.3,10.3,0,0.1,0.1,9.6,9.61
21,AlfredBlue,HOU,RB,2016,17,TEN,17.4,69.9,4.1,0.3,1.89,1.4,10.1,0,0.1,0.1,9.6,9.6
22,TevinColeman,ATL,RB,2016,17,NO,9.5,41.1,4.1,0.4,3.21,2.4,25.2,0.1,0.1,0.1,9.4,9.43
23,DarrenMcFadden,DAL,RB,2016,17,PHI,12.5,54,4.5,0.5,1.84,1.3,8.9,0,0.1,0.1,9.1,9.09
24,IsaiahCrowell,CLE,RB,2016,17,PIT,12.2,50.1,4.2,0.4,3.38,2.3,18.4,0,0.1,0.1,9,9.05
25,FitzgeraldToussaint,PIT,RB,2016,17,CLE,10.6,45.3,4.1,0.4,2.44,1.7,14,0.1,0.1,0.1,8.7,8.73
26,RonnieHillman,LAC,RB,2016,17,KC,13.1,52.3,4,0.2,3.6,2.5,18,0.1,0.1,0.1,8.6,8.63
27,RexBurkheadIR,CIN,RB,2016,17,BAL,9.7,37.7,3.8,0.3,3.31,2.3,19.8,0.1,0.1,0.1,8,7.95
28,AlexCollins,SEA,RB,2016,17,SF,9.7,39.8,4,0.4,1.91,1.4,11.7,0.1,0.2,0.2,7.8,7.75
29,DionLewis,NE,RB,2016,17,MIA,8,35.9,4.5,0.2,4.17,2.9,25.3,0.1,0.1,0.1,7.7,7.72
30,ShaunDraughn,SF,RB,2016,17,SEA,12.8,43.2,3.3,0.2,3.19,2.2,17.2,0.1,0.1,0.1,7.6,7.64
31,KennethDixonIR,BAL,RB,2016,17,CIN,10.5,44.5,4.4,0.2,3.05,2.3,15.5,0.1,0.1,0.1,7.6,7.6
32,TerranceWest,BAL,RB,2016,17,CIN,11,44.4,4,0.3,2.73,1.9,14,0,0.1,0.1,7.4,7.44
33,ZachZenner,DET,RB,2016,17,GB,11.4,45.7,4.2,0.2,2.98,2,16.6,0,0.1,0.1,7.2,7.23
34,EzekielElliott,DAL,RB,2016,17,PHI,8.3,38.3,4.8,0.4,1.46,1.1,8.2,0,0,0,7,7.05
34,DevontaeBooker,DEN,RB,2016,17,OAK,10.3,41.1,4.1,0.2,2.88,2,15.4,0.1,0.2,0.2,7,7.05
36,TimHightower,NO,RB,2016,17,ATL,7.3,31.5,4.6,0.2,2.78,2,16.4,0.1,0.1,0.1,6.4,6.39
37,JustinForsett,DEN,RB,2016,17,OAK,10.6,43.9,4,0.2,1.76,1.3,8.7,0,0.1,0.1,6.3,6.26
38,DerrickHenry,TEN,RB,2016,17,HOU,8.3,36.4,4.5,0.3,1.34,0.9,7.4,0,0.1,0.1,6,5.98
39,JamesWhite,NE,RB,2016,17,MIA,2.3,10.3,5,0.1,5.22,3.6,33.1,0.2,0.1,0.1,5.9,5.94
40,BobbyRainey,NYG,RB,2016,17,WAS,8.3,33.2,4.1,0.2,2.6,1.9,14.9,0,0.1,0.1,5.8,5.81
41,DukeJohnson,CLE,RB,2016,17,PIT,4.6,18.5,3.6,0.1,4.48,3.3,28.7,0.1,0.1,0.1,5.7,5.72
42,MattAsiata,MIN,RB,2016,17,CHI,7.1,27.9,4,0.3,2.08,1.5,10.3,0,0.1,0.1,5.4,5.42
43,MikeGillislee,BUF,RB,2016,17,NYJ,7,32.5,4.6,0.3,0.67,0.5,2.8,0,0,0,5.3,5.33
44,PaulPerkins,NYG,RB,2016,17,WAS,8.9,36.1,4,0.1,1.88,1.3,11.3,0,0.1,0.1,5.1,5.14
45,DwayneWashington,DET,RB,2016,17,GB,7.7,29.9,3.8,0.2,2.17,1.5,11.3,0,0.1,0.1,5.1,5.12
46,ChrisThompson,WAS,RB,2016,17,NYG,4.3,18.6,4.8,0.1,3.69,2.7,19.8,0.1,0.1,0.1,4.8,4.84
47,JalenRichard,OAK,RB,2016,17,DEN,5.3,23.9,4.8,0.1,2.49,1.7,13.3,0.1,0.1,0.1,4.7,4.72
48,RashadJennings,NYG,RB,2016,17,WAS,5.9,24.7,4.2,0.2,1.72,1.3,9.3,0,0.1,0.1,4.4,4.4
49,DuJuanHarris,SF,RB,2016,17,SEA,7.1,26.3,3.7,0.1,1.65,1.2,10.1,0,0.1,0.1,4,4.04
50,DeandreWashingtonQ,OAK,RB,2016,17,DEN,6.3,26.5,4.3,0.1,1.47,1.1,7.8,0,0.1,0.1,3.8,3.83
51,RobertTurbinSUS,IND,RB,2016,17,JAX,3.7,14.1,3.5,0.1,2.24,1.7,13.2,0.1,0.1,0.1,3.7,3.73
52,AndreWilliams,LAC,RB,2016,17,KC,6.8,25.4,3.6,0.1,1.26,0.9,6.4,0,0.1,0.1,3.6,3.58
53,PeytonBarber,TB,RB,2016,17,CAR,5.3,21.4,4.2,0.1,1.75,1.3,9.9,0,0.1,0.1,3.5,3.53
54,ChristineMichael,GB,RB,2016,17,DET,5.7,23.7,4,0.1,1.02,0.7,4.6,0,0.1,0.1,3.2,3.23
55,AkeemHuntIR,HOU,RB,2016,17,TEN,4.8,19.4,3.8,0.1,1.48,1,7.3,0,0.1,0.1,3.1,3.07
55,BrandonWilds,NYJ,RB,2016,17,BUF,5.1,20.8,4.2,0.1,1.15,0.8,5.9,0,0.1,0.1,3.1,3.07
57,DenardRobinson,JAX,RB,2016,17,IND,3.7,16.2,4,0.1,1.4,1,7.7,0,0,0,3,2.99
57,CharcandrickWest,KC,RB,2016,17,LAC,4.8,18.2,3.6,0.1,1.48,1,7.7,0,0.1,0.1,3,2.99
59,FozzyWhittakerIR,CAR,RB,2016,17,TB,3.2,12.7,4.3,0.1,2.07,1.4,10.5,0,0.1,0.1,2.7,2.72
60,TravarisCadet,NO,RB,2016,17,ATL,0.5,2.3,0,0,3.52,2.5,20.5,0.1,0.1,0.1,2.7,2.68
61,KyleJuszczyk,BAL,FB,2016,17,CIN,0.7,2.7,3,0,2.87,2.1,15.9,0.1,0,0,2.5,2.46
62,JeremyLangford,CHI,RB,2016,17,MIN,3.4,13.2,4.3,0.1,1.25,0.9,6.4,0,0.1,0.1,2.4,2.36
63,DamienWilliams,MIA,RB,2016,17,NE,1.6,5.8,3,0,2.01,1.4,12.4,0.1,0.1,0.1,2.2,2.22
64,MackBrownIR,WAS,RB,2016,17,NYG,3.6,15.3,3.8,0.1,0.53,0.4,2.8,0,0.1,0.1,2.2,2.21
