Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,OdellBeckhamJr,NYG,WR,2016,2,NO,10.18,6.1,60,97.4,0.8,0,9.7,16.2,0,0.1,0,0,0,0,14.6,14.55
2,JulioJonesP,ATL,WR,2016,2,OAK,11.23,7.8,72.7,104.4,0.7,0,9.5,13,0,0.1,0,0,0.1,0.1,14.4,14.45
3,AntonioBrown,PIT,WR,2016,2,CIN,13.04,8,61.5,99.3,0.7,0,7.6,12.4,0.2,0.5,0,0,0.1,0.1,14,13.98
4,DeAndreHopkinsQ,HOU,WR,2016,2,KC,10.3,6.1,60,85.8,0.6,0,8.6,14.3,0,0,0,0,0,0,12.2,12.18
5,AJGreenP,CIN,WR,2016,2,PIT,8.72,6.1,66.7,87.5,0.6,0,9.8,14.7,0,0,0,0,0.1,0.1,12.2,12.15
6,BrandinCooks,NO,WR,2016,2,NYG,8.43,5.9,75,72.2,0.7,0,9,12,0.2,0.9,0,0,0,0,11.5,11.51
7,MikeEvans,TB,WR,2016,2,ARI,7.5,5,62.5,78.5,0.6,0,9.8,15.6,0,0,0,0,0.1,0.1,11.2,11.25
8,AllenRobinson,JAX,WR,2016,2,LAC,8.8,5,55.6,80,0.5,0,8.9,16,0,0,0,0,0,0,11,11
9,AmariCooper,OAK,WR,2016,2,ATL,7.22,5.2,71.4,74.2,0.6,0,10.6,14.8,0.1,0.2,0,0,0.1,0.1,10.8,10.84
10,DougBaldwinQ,SEA,WR,2016,2,LAR,8.05,5.1,62.5,66,0.7,0,8.2,13.2,0,0.1,0,0,0,0,10.8,10.81
11,LarryFitzgeraldQ,ARI,WR,2016,2,TB,8.22,6,75,78.2,0.5,0,9.8,13,0,0,0,0,0.1,0.1,10.6,10.62
12,KelvinBenjamin,CAR,WR,2016,2,SF,9.86,5.7,60,75.3,0.5,0,7.5,12.5,0,0,0,0,0,0,10.5,10.53
13,AlshonJefferyQ,CHI,WR,2016,2,PHI,6.36,4.3,66.7,68.3,0.6,0,11.3,17,0,0.6,0,0,0,0,10.5,10.49
14,JordyNelson,GB,WR,2016,2,MIN,10.44,6,60,77.6,0.4,0,7.8,13,0,0,0,0,0,0,10.2,10.16
15,JulianEdelmanSUS,NE,WR,2016,2,MIA,9.54,6,60,71.6,0.5,0,7.2,12,0.2,1.3,0,0,0.1,0.1,10.1,10.09
16,JordanMatthewsP,PHI,WR,2016,2,CHI,10.26,5.8,60,71.4,0.5,0,7.1,11.8,0,0,0,0,0.1,0.1,9.9,9.94
17,DezBryant,DAL,WR,2016,2,WAS,7.29,4.8,71.4,63.1,0.6,0,9,12.6,0,0,0,0,0,0,9.9,9.91
18,RandallCobbQ,GB,WR,2016,2,MIN,8.6,5,55.6,64.8,0.5,0,7.2,13,0.2,0.8,0,0,0,0,9.6,9.56
19,DemaryiusThomas,DEN,WR,2016,2,IND,8.17,5.6,75,67.5,0.5,0,8.5,11.3,0,0,0,0,0.1,0.1,9.6,9.55
