Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,TomBrady,NE,QB,2017,4,CAR,24.1,37.1,64.9,292.7,7.9,2.4,0.6,95.89,2.3,1.1,0.5,0,20,20.02
2,RussellWilson,SEA,QB,2017,4,IND,21.9,34,64.7,267.3,7.9,1.9,0.6,96.08,5.2,23.7,4.8,0.1,19.9,19.86
3,AaronRodgersQ,GB,QB,2017,4,CHI,24.9,37.9,65.8,279.2,7.3,2.2,0.7,94.08,3.8,13,3.2,0,19.7,19.67
4,DrewBrees,NO,QB,2017,4,MIA,25.6,41.2,63.4,294.3,7.2,2.3,0.9,90.9,1.5,1.2,0.5,0,19.1,19.09
5,DakPrescott,DAL,QB,2017,4,LAR,20.9,31.7,65.6,242,7.6,1.8,0.4,109.11,3.6,18.4,4.5,0.1,18.3,18.32
6,MattRyan,ATL,QB,2017,4,BUF,22,33.5,64.7,275.8,8.1,2.2,0.9,97.18,2.2,2.1,1,0,18,18.04
7,PhilipRivers,LAC,QB,2017,4,PHI,23.9,37.3,64.9,280.9,7.6,1.9,0.9,94.54,1.1,0.8,1,0,16.7,16.72
8,CarsonWentz,PHI,QB,2017,4,LAC,23.1,38.9,59,272.8,7,1.5,1,86.81,3.1,14.8,5,0,16.2,16.19
9,MarcusMariotaP,TEN,QB,2017,4,HOU,19.1,33.3,57.6,221,6.7,1.5,0.6,85.54,4,20.9,5.2,0.1,16.1,16.13
10,TyrodTaylorQ,BUF,QB,2017,4,ATL,19,30.3,63.3,229.7,7.7,1.2,0.7,84.03,6.7,27.1,3.9,0.1,15.7,15.7
11,CarsonPalmer,ARI,QB,2017,4,SF,20.3,33.9,58.8,271,8,1.7,0.9,91.67,1.6,1.1,0.5,0,15.6,15.55
12,JameisWinston,TB,QB,2017,4,NYG,21.2,36.4,58.3,254.8,7.1,1.8,1.2,87.15,2.9,6.4,2,0,15.2,15.23
13,MatthewStafford,DET,QB,2017,4,MIN,23.4,38.9,59,260.5,6.7,1.5,0.8,85.42,2.4,5.9,3,0,15.2,15.21
14,AndyDalton,CIN,QB,2017,4,CLE,22.1,34.6,62.9,249,7.1,1.6,0.8,91.25,2.9,6.2,2,0,15.2,15.18
15,AlexSmith,KC,QB,2017,4,WAS,19.3,31.9,59.4,229.4,7.2,1.5,0.7,89.19,2.8,15,5,0,15.1,15.08
16,KirkCousins,WAS,QB,2017,4,KC,20.6,38.1,55.3,261.2,6.9,1.6,1,83.33,2,5.5,3,0,15,15
