Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,RobGronkowskiQ,NE,TE,2017,17,NYJ,9.23,5.4,55.6,79.1,0.7,0,8.8,15.8,0,0,0,0,0,0,12.1,12.11
2,GregOlsenO,CAR,TE,2017,17,ATL,7.52,4.3,50,53.2,0.3,0,6.6,13.2,0,0,0,0,0,0,7.1,7.12
3,JackDoyleO,IND,TE,2017,17,HOU,7.84,4.9,62.5,51.5,0.3,0,6.5,10.4,0,0,0,0,0,0,7,6.95
4,JimmyGrahamP,SEA,TE,2017,17,ARI,5.29,3.6,80,39.1,0.5,0,7.8,9.8,0,0,0,0,0,0,6.9,6.91
5,EricEbronP,DET,TE,2017,17,GB,5.34,3.9,80,47.2,0.3,0,9.4,11.8,0,0.1,0,0,0,0,6.5,6.53
6,AntonioGates,LAC,TE,2017,17,OAK,5.14,3.3,60,37.6,0.4,0,7.6,12.7,0,0,0,0,0,0,6.2,6.16
7,CharlesClayQ,BUF,TE,2017,17,MIA,5.65,4.1,66.7,43.5,0.3,0,7.3,11,0,0,0,0,0,0,6.2,6.15
8,DelanieWalkerIR,TEN,TE,2017,17,JAX,5.84,4.3,66.7,50.3,0.2,0,8.3,12.5,0,0,0,0,0.1,0.1,6,6.03
9,VernonDavis,WAS,TE,2017,17,NYG,5.31,3.2,60,42.1,0.3,0,8.4,14,0,0,0,0,0,0,6,6.01
10,KyleRudolph,MIN,TE,2017,17,CHI,5.98,3.4,50,34.4,0.4,0,5.7,11.3,0,0,0,0,0,0,5.8,5.84
11,CameronBrate,TB,TE,2017,17,NO,4.38,3,75,36.6,0.3,0,9.2,12.3,0,0,0,0,0,0,5.5,5.46
12,JasonWittenIR,DAL,TE,2017,17,PHI,6.12,3.5,66.7,32.1,0.3,0,5.3,8,0,0,0,0,0,0,5,5.01
13,BenjaminWatson,BAL,TE,2017,17,CIN,4.85,3.3,60,31.3,0.3,0,6.2,10.3,0,0,0,0,0,0,4.9,4.93
14,JaredCook,OAK,TE,2017,17,LAC,4.18,3.1,75,35.3,0.2,0,8.8,11.7,0,0,0,0,0,0,4.7,4.73
15,AustinHooper,ATL,TE,2017,17,CAR,4.09,3.1,75,33,0.2,0,8.2,11,0,0,0,0,0,0,4.5,4.5
16,TreyBurton,PHI,TE,2017,17,DAL,3.26,2.3,66.7,25.3,0.3,0,8.3,12.5,0,0,0,0,0,0,4.3,4.33
17,StephenAnderson,HOU,TE,2017,17,IND,3.4,2.4,66.7,29.4,0.2,0,9.7,14.5,0,0.1,0,0,0,0,4.2,4.15
18,DemetriusHarris,KC,TE,2017,17,DEN,4.1,2.7,75,28.9,0.2,0,7.2,9.7,0,0,0,0,0,0,4.1,4.09
19,ZachErtz,PHI,TE,2017,17,DAL,4.49,2.6,75,28.3,0.2,0,7,9.3,0,0,0,0,0,0,4,4.03
20,VanceMcDonald,PIT,TE,2017,17,CLE,3.91,2.2,50,27.4,0.2,0,6.8,13.5,0,0,0,0,0,0,3.9,3.94
21,GeorgeKittle,SF,TE,2017,17,LAR,3.98,2.4,50,26.6,0.2,0,6.8,13.5,0,0,0,0,0,0,3.9,3.86
22,DavidNjoku,CLE,TE,2017,17,PIT,3.01,2.3,66.7,26.1,0.2,0,8.7,13,0,0.1,0,0,0,0,3.8,3.82
23,TylerKroft,CIN,TE,2017,17,BAL,3.87,2.5,50,25.1,0.2,0,6.2,12.5,0,0,0,0,0,0,3.7,3.71
24,AJDerbyO,MIA,TE,2017,17,BUF,3.1,2.3,66.7,24.5,0.2,0,8,12,0,0,0,0,0,0,3.6,3.65
25,GarrettCelek,SF,TE,2017,17,LAR,3.23,1.9,66.7,22.6,0.2,0,7.7,11.5,0,0,0,0,0,0,3.5,3.46
26,LanceKendricks,GB,TE,2017,17,DET,3.85,2.2,50,22.1,0.2,0,5.5,11,0,0,0,0,0,0,3.4,3.41
27,RickySeals-Jones,ARI,TE,2017,17,SEA,2.73,2.1,66.7,25.2,0.1,0,8.3,12.5,0,0.1,0,0,0,0,3.1,3.13
28,JesseJames,PIT,TE,2017,17,CLE,2.62,1.9,66.7,19.1,0.2,0,6.3,9.5,0,0.1,0,0,0,0,3.1,3.12
29,GeraldEverett,LAR,TE,2017,17,SF,2.4,1.4,50,18.1,0.2,0,9,18,0,0,0,0,0,0,3,3.01
30,RhettEllison,NYG,TE,2017,17,WAS,2.87,2.1,66.7,21.7,0.1,0,7.3,11,0,0,0,0,0,0,2.8,2.77
