Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,KaiForbath,WAS,K,2013,16,DAL,2,2,100,39,2,2,8,8
1,StevenHauschka,SEA,K,2013,16,ARI,2,2,100,41,2,2,8,8
1,MasonCrosby,GB,K,2013,16,PIT,2,2,100,47,2,2,8,8
1,NickNovak,LAC,K,2013,16,OAK,2,2,100,41,2,2,8,8
1,StephenGostkowski,NE,K,2013,16,BAL,2,2,100,39,2,2,8,8
6,MikeNugentIR,CIN,K,2013,16,MIN,1,1,100,23,4,4,7,7
6,MattPrater,DEN,K,2013,16,HOU,1,2,50,37,4,4,7,7
6,DavidAkers,DET,K,2013,16,NYG,1,1,100,20,4,4,7,7
6,JustinTucker,BAL,K,2013,16,NE,2,3,66.7,42,1,1,7,7
6,PhilDawson,SF,K,2013,16,ATL,2,2,100,49,1,1,7,7
11,RyanSuccopP,KC,K,2013,16,IND,0,1,0,0,6,6,6,6
11,RobbieGould,CHI,K,2013,16,PHI,1,2,50,28,3,3,6,6
11,AlexHenery,PHI,K,2013,16,CHI,1,1,100,29,3,3,6,6
11,DanBailey,DAL,K,2013,16,WAS,1,2,50,28,3,3,6,6
11,ShayneGraham,NO,K,2013,16,CAR,2,2,100,50,0,0,6,6
11,RobBironas,TEN,K,2013,16,JAX,1,1,100,23,3,3,6,6
17,ShaunSuisham,PIT,K,2013,16,GB,1,2,50,25,3,3,5.8,5.8
18,DanCarpenter,BUF,K,2013,16,MIA,1,2,50,36,2,2,5,5
18,CalebSturgis,MIA,K,2013,16,BUF,1,2,50,37,2,2,5,5
18,BlairWalsh,MIN,K,2013,16,CIN,1,2,50,40,2,2,5,5
18,GregZuerlein,LAR,K,2013,16,TB,1,1,100,38,2,2,5,5
18,RianLindell,TB,K,2013,16,LAR,1,1,100,38,2,2,5,5
18,BillyCundiff,CLE,K,2013,16,NYJ,1,1,100,31,2,2,5,5
18,GrahamGano,CAR,K,2013,16,NO,1,2,50,40,2,2,5,5
18,JoshScobee,JAX,K,2013,16,TEN,1,2,50,38,2,2,5,5
18,JayFeely,ARI,K,2013,16,SEA,1,1,100,25,2,2,5,5
18,JoshBrown,NYG,K,2013,16,DET,1,1,100,25,2,2,5,5
18,SebastianJanikowski,OAK,K,2013,16,LAC,1,2,50,34,2,2,5,5
18,MattBryant,ATL,K,2013,16,SF,1,2,50,37,2,2,5,5
30,AdamVinatieri,IND,K,2013,16,KC,1,2,50,33,1,1,4,4
30,NickFolk,NYJ,K,2013,16,CLE,1,2,50,30,1,1,4,4
30,RandyBullock,HOU,K,2013,16,DEN,1,2,50,45,1,1,4,4
