Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,RobGronkowskiQ,NE,TE,2015,5,DAL,10,6,60,71,1,0,7.1,11.8,0,0,0,0,0,0,13.1,13.1
2,MartellusBennett,CHI,TE,2015,5,KC,10,6,60,60,1,0,6,10,0,0,0,0,0,0,12,12
3,JasonWittenIR,DAL,TE,2015,5,NE,9,5,55.6,58,1,0,6.4,11.6,0,0,0,0,0,0,11.8,11.8
4,TravisKelce,KC,TE,2015,5,CHI,7,5,71.4,54,1,0,7.7,10.8,0,0,0,0,0,0,11.4,11.4
5,JimmyGrahamP,SEA,TE,2015,5,CIN,6,4,66.7,50,1,0,8.3,12.5,0,0,0,0,0,0,11,11
6,CharlesClayQ,BUF,TE,2015,5,TEN,6,4,66.7,48,1,0,8,12,0,0,0,0,0,0,10.8,10.8
7,AntonioGates,LAC,TE,2015,5,PIT,6,4,66.7,44,1,0,7.3,11,0,0,0,0,0,0,10.4,10.4
8,LarryDonnell,NYG,TE,2015,5,SF,6,4,66.7,42,1,0,7,10.5,0,0,0,0,0,0,10.2,10.2
9,RichardRodgersIR,GB,TE,2015,5,LAR,4,3,75,32,1,0,8,10.7,0,0,0,0,0,0,9.2,9.2
10,DelanieWalkerIR,TEN,TE,2015,5,BUF,5,4,80,49,0,0,9.8,12.2,0,0,0,0,0,0,4.9,4.9
11,TylerEifert,CIN,TE,2015,5,SEA,6,4,66.7,48,0,0,8,12,0,0,0,0,0,0,4.8,4.8
12,JaredCook,LAR,TE,2015,5,GB,5,4,80,43,0,0,8.6,10.8,0,0,0,0,0,0,4.3,4.3
13,JuliusThomas,JAX,TE,2015,5,TB,6,4,66.7,41,0,0,6.8,10.2,0,0,0,0,0,0,4.1,4.1
14,ZachErtz,PHI,TE,2015,5,NO,5,3,60,40,0,0,8,13.3,0,0,0,0,0,0,4,4
14,OwenDaniels,DEN,TE,2015,5,OAK,6,4,66.7,40,0,0,6.7,10,0,0,0,0,0,0,4,4
16,GarrettCelek,SF,TE,2015,5,NYG,5,3,60,35,0,0,7,11.7,0,0,0,0,0,0,3.5,3.5
17,DerekCarrier,WAS,TE,2015,5,ATL,5,3,60,33,0,0,6.6,11,0,0,0,0,0,0,3.3,3.3
17,MaxxWilliams,BAL,TE,2015,5,CLE,5,3,60,33,0,0,6.6,11,0,0,0,0,0,0,3.3,3.3
