Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,AntonioBrown,PIT,WR,2015,13,IND,13,8,61.5,102,1,0,7.8,12.8,0,0,0,0,0,0,16.2,16.2
2,JulioJonesP,ATL,WR,2015,13,TB,12,8,66.7,101,1,0,8.4,12.6,0,0,0,0,0,0,16.1,16.1
3,OdellBeckhamJr,NYG,WR,2015,13,NYJ,12,7,58.3,92,1,0,7.7,13.1,0,0,0,0,0,0,15.2,15.2
4,DeAndreHopkinsQ,HOU,WR,2015,13,BUF,10,6,60,90,1,0,9,15,0,0,0,0,0,0,15,15
5,AlshonJefferyQ,CHI,WR,2015,13,SF,9,6,66.7,84,1,0,9.3,14,0,0,0,0,0,0,14.4,14.4
6,CalvinJohnson,DET,WR,2015,13,GB,9,6,66.7,82,1,0,9.1,13.7,0,0,0,0,0,0,14.2,14.2
6,AJGreenP,CIN,WR,2015,13,CLE,9,6,66.7,82,1,0,9.1,13.7,0,0,0,0,0,0,14.2,14.2
6,AllenRobinson,JAX,WR,2015,13,TEN,11,6,54.5,82,1,0,7.5,13.7,0,0,0,0,0,0,14.2,14.2
9,LarryFitzgeraldQ,ARI,WR,2015,13,LAR,8,6,75,80,1,0,10,13.3,0,0,0,0,0,0,14,14
10,BrandonMarshall,NYJ,WR,2015,13,NYG,10,6,60,78,1,0,7.8,13,0,0,0,0,0,0,13.8,13.8
11,T.Y.Hilton,IND,WR,2015,13,PIT,7,5,71.4,76,1,0,10.9,15.2,0,0,0,0,0,0,13.6,13.6
12,JarvisLandry,MIA,WR,2015,13,BAL,11,6,54.5,70,1,0,6.4,11.7,1,5,5,0,0,0,13.5,13.5
13,MikeEvans,TB,WR,2015,13,ATL,8,5,62.5,74,1,0,9.2,14.8,0,0,0,0,0,0,13.4,13.4
13,DemaryiusThomas,DEN,WR,2015,13,LAC,9,6,66.7,74,1,0,8.2,12.3,0,0,0,0,0,0,13.4,13.4
13,AmariCooper,OAK,WR,2015,13,KC,7,5,71.4,73,1,0,10.4,14.6,0,1,0,0,0,0,13.4,13.4
16,RandallCobbQ,GB,WR,2015,13,DET,10,6,60,69,1,0,6.9,11.5,0,1,0,0,0,0,13,13
16,EmmanuelSanders,DEN,WR,2015,13,LAC,7,5,71.4,70,1,0,10,14,0,0,0,0,0,0,13,13
18,BrandonLaFell,NE,WR,2015,13,PHI,7,5,71.4,68,1,0,9.7,13.6,0,0,0,0,0,0,12.8,12.8
18,DannyAmendola,NE,WR,2015,13,PHI,10,6,60,67,1,0,6.7,11.2,0,1,0,0,0,0,12.8,12.8
20,SammyWatkins,BUF,WR,2015,13,HOU,7,5,71.4,67,1,0,9.6,13.4,0,0,0,0,0,0,12.7,12.7
20,MartavisBryant,PIT,WR,2015,13,IND,8,5,62.5,66,1,0,8.2,13.2,0,1,0,0,0,0,12.7,12.7
22,EricDecker,NYJ,WR,2015,13,NYG,8,5,62.5,66,1,0,8.2,13.2,0,0,0,0,0,0,12.6,12.6
22,DezBryant,DAL,WR,2015,13,WAS,8,5,62.5,66,1,0,8.2,13.2,0,0,0,0,0,0,12.6,12.6
24,KamarAiken,BAL,WR,2015,13,MIA,7,5,71.4,65,1,0,9.3,13,0,0,0,0,0,0,12.5,12.5
25,TravisBenjaminQ,CLE,WR,2015,13,CIN,6,4,66.7,62,1,0,10.3,15.5,0,1,0,0,0,0,12.3,12.3
26,JohnBrown,ARI,WR,2015,13,LAR,7,4,57.1,61,1,0,8.7,15.2,0,1,0,0,0,0,12.2,12.2
26,DonteMoncrief,IND,WR,2015,13,PIT,8,5,62.5,62,1,0,7.8,12.4,0,0,0,0,0,0,12.2,12.2
26,DeSeanJackson,WAS,WR,2015,13,DAL,6,4,66.7,62,1,0,10.3,15.5,0,0,0,0,0,0,12.2,12.2
