Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,LosAngelesChargers,LAC,DST,2016,16,CLE,0,2.8,0,1.5,0.8,0,0,0,17.8,10.2,10.2
2,NewEnglandPatriots,NE,DST,2016,16,NYJ,0,2.7,0,1.3,0.8,0,0,0,17,9.1,9.1
2,KansasCityChiefs,KC,DST,2016,16,DEN,0,2.7,0,1.2,0.9,0,0,0,17.7,9.1,9.1
4,SeattleSeahawks,SEA,DST,2016,16,ARI,0,2.7,0,1.2,0.7,0.1,0,0,17.2,8.9,8.9
5,NewYorkGiants,NYG,DST,2016,16,PHI,0,2.4,0,1.3,0.8,0,0,0,18.8,8.8,8.8
6,TennesseeTitans,TEN,DST,2016,16,JAX,0,2.7,0,1.2,0.6,0,0,0,19.6,8.5,8.5
6,DenverBroncos,DEN,DST,2016,16,KC,0,2.7,0,1,0.8,0,0,0,19.2,8.5,8.5
6,PhiladelphiaEagles,PHI,DST,2016,16,NYG,0,2.1,0,1.1,0.7,0,0,0,19.1,8.5,8.5
9,PittsburghSteelers,PIT,DST,2016,16,BAL,0,2.3,0,1.2,0.6,0,0,0,19.4,8.1,8.1
10,SanFrancisco49ers,SF,DST,2016,16,LAR,0,2.2,0,1,0.7,0,0,0,20.2,7.8,7.8
11,HoustonTexans,HOU,DST,2016,16,CIN,0,2.4,0,0.9,0.6,0,0,0,19.1,7.6,7.6
12,WashingtonRedskins,WAS,DST,2016,16,CHI,0,2.3,0,1.2,0.7,0.1,0,0,21.1,7.5,7.5
13,GreenBayPackers,GB,DST,2016,16,MIN,0,2.6,0,1.1,0.6,0.1,0,0,21.2,7.4,7.4
14,LosAngelesRams,LAR,DST,2016,16,SF,0,2.5,0,0.8,0.8,0,0,0,17.6,7.3,7.3
15,TampaBayBuccaneers,TB,DST,2016,16,NO,0,2.1,0,1.1,0.7,0.1,0,0,27.4,7.1,7.1
15,OaklandRaiders,OAK,DST,2016,16,IND,0,2.3,0,1,0.8,0,0,0,25.8,7.1,7.1
17,CincinnatiBengals,CIN,DST,2016,16,HOU,0,2,0,1.2,0.5,0,0,0,18.3,7,7
18,MiamiDolphins,MIA,DST,2016,16,BUF,0,2.4,0,0.9,0.7,0,0,0,24.3,6.8,6.8
19,ArizonaCardinals,ARI,DST,2016,16,SEA,0,2.3,0,0.8,0.8,0,0,0,23.5,6.7,6.7
19,DallasCowboys,DAL,DST,2016,16,DET,0,2.3,0,0.9,0.7,0,0,0,21.9,6.7,6.7
21,AtlantaFalcons,ATL,DST,2016,16,CAR,0,2,0,0.9,0.8,0,0,0,23.9,6.6,6.6
21,NewOrleansSaints,NO,DST,2016,16,TB,0,2,0,0.9,0.8,0,0,0,25.2,6.6,6.6
23,MinnesotaVikings,MIN,DST,2016,16,GB,0,2.5,0,0.7,0.7,0,0,0,23.6,6.5,6.5
24,BaltimoreRavens,BAL,DST,2016,16,PIT,0,1.8,0,1,0.6,0,0,0,23.7,6.2,6.2
25,CarolinaPanthers,CAR,DST,2016,16,ATL,0,2.2,0,0.9,0.7,0,0,0,26.3,6,6
26,ClevelandBrowns,CLE,DST,2016,16,LAC,0,2.1,0,1,0.6,0,0,0,24.7,5.9,5.9
27,BuffaloBills,BUF,DST,2016,16,MIA,0,2.4,0,0.9,0.5,0,0,0,21.3,5.8,5.8
28,ChicagoBears,CHI,DST,2016,16,WAS,0,2.2,0,0.8,0.5,0,0,0,24.7,5.4,5.4
29,JacksonvilleJaguars,JAX,DST,2016,16,TEN,0,1.8,0,0.7,0.6,0,0,0,24.5,5,5
30,IndianapolisColts,IND,DST,2016,16,OAK,0,1.8,0,0.7,0.5,0,0,0,27,4.8,4.8
31,DetroitLions,DET,DST,2016,16,DAL,0,1.7,0,0.6,0.5,0,0,0,26.8,4.5,4.5
32,NewYorkJets,NYJ,DST,2016,16,NE,0,1.6,0,0.5,0.6,0.1,0,0,29.6,3.6,3.6
