Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,DeAngeloWilliams,PIT,RB,2016,3,PHI,20.4,95.5,4.8,0.6,5.9,4.1,36.2,0.2,0.2,0.2,17.6,17.57
2,DavidJohnson,ARI,RB,2016,3,BUF,16.3,71,4.4,0.6,4.81,3.7,35.7,0.2,0.1,0.1,15.3,15.27
3,ToddGurley,LAR,RB,2016,3,TB,18.6,73.2,3.8,0.7,3.26,2.4,19.7,0.1,0.2,0.2,13.7,13.69
4,CJAnderson,DEN,RB,2016,3,CIN,17.4,77.4,4.5,0.5,3.94,2.8,19.4,0.1,0.1,0.1,13.1,13.08
5,EzekielElliott,DAL,RB,2016,3,CHI,18.3,75.7,4.2,0.6,2.52,1.9,14.9,0.1,0.1,0.1,13.1,13.06
6,MattForteIR,NYJ,RB,2016,3,KC,17.7,71.8,4,0.4,5.36,3.7,29.6,0.1,0.2,0.2,12.7,12.74
7,MelvinGordon,LAC,RB,2016,3,IND,16.8,69.1,4.1,0.5,5.18,3.5,25.6,0.1,0.2,0.2,12.7,12.67
8,LeSeanMcCoyQ,BUF,RB,2016,3,ARI,17,70.3,4.1,0.5,4.35,3.2,23.3,0.1,0.2,0.2,12.6,12.56
9,MarkIngramSUS,NO,RB,2016,3,ATL,15.2,67.1,4.5,0.5,4.08,3,21.9,0.1,0.1,0.1,12.3,12.3
10,LamarMiller,HOU,RB,2016,3,NE,18.4,75.7,4.2,0.4,4.03,2.9,21.1,0.1,0.2,0.2,12.3,12.28
11,DeMarcoMurray,TEN,RB,2016,3,OAK,14.7,63.2,4.2,0.5,4.03,3.1,24.5,0.1,0.2,0.2,12,11.97
12,ChristineMichael,SEA,RB,2016,3,SF,17.5,74.6,4.2,0.4,2.92,2,15.4,0.1,0.1,0.1,11.8,11.8
13,SpencerWare,KC,RB,2016,3,NYJ,14.3,58.6,4.2,0.6,3.47,2.5,20.3,0.1,0.2,0.2,11.7,11.69
14,CharlesSims,TB,RB,2016,3,LAR,16.2,62.9,3.9,0.4,4.43,3.1,27.8,0.1,0.2,0.2,11.7,11.67
15,EddieLacy,GB,RB,2016,3,DET,15.6,70,4.4,0.5,2.27,1.7,14.6,0.1,0.2,0.2,11.7,11.66
16,FrankGore,IND,RB,2016,3,LAC,15.1,65.6,4.4,0.4,3.48,2.6,21.7,0.1,0.1,0.1,11.5,11.53
17,DevontaFreemanO,ATL,RB,2016,3,NO,12.8,56.8,4.4,0.5,4.05,3,26.4,0.1,0.2,0.2,11.5,11.52
18,JeremyLangford,CHI,RB,2016,3,DAL,14,56.8,4.1,0.4,3.05,2.2,20.4,0.1,0.1,0.1,10.5,10.52
