Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,AaronRodgersQ,GB,QB,2016,9,IND,26.7,42.5,64.3,295.6,7,2.2,0.8,90.97,3.8,20.4,5,0.4,22.9,22.86
2,MattRyan,ATL,QB,2016,9,TB,25.1,36.7,67.6,323.1,8.7,2.6,0.8,110.53,2.7,9.3,3,0.1,22.6,22.65
3,DrewBrees,NO,QB,2016,9,SF,29.9,42.8,69.8,320.9,7.5,2.3,0.8,97.14,2,6.5,3,0.1,21.3,21.29
4,DakPrescott,DAL,QB,2016,9,CLE,19.5,30.1,66.7,240.9,8,1.9,0.6,99.44,3.7,18.4,4.5,0.4,19.9,19.88
5,PhilipRivers,LAC,QB,2016,9,TEN,24.1,37.7,63.2,292,7.7,1.9,0.8,93.31,2.3,8.6,4.5,0.1,18.7,18.74
6,CamNewton,CAR,QB,2016,9,LAR,20.5,33.7,58.8,248.3,7.3,1.4,1,79.04,5.6,31.5,5.3,0.2,17.1,17.08
7,AndrewLuckP,IND,QB,2016,9,GB,21.2,36.4,58.3,251.8,7,1.5,1.1,86.81,4,22,5.5,0.2,16.9,16.87
8,ColinKaepernick,SF,QB,2016,9,NO,18,29.8,60,181.2,6,1.1,0.8,74.44,12.06,57.9,4.8,0.2,16.4,16.44
9,SamBradfordQ,MIN,QB,2016,9,DET,18.3,30.4,60,243.5,8.1,1.7,0.5,108.19,2.1,5.4,2.5,0.1,16.3,16.28
10,RyanTannehillP,MIA,QB,2016,9,NYJ,20.8,32.8,63.6,234.8,7.1,1.3,0.7,82.26,4,21.8,5.5,0.2,16.2,16.17
11,RussellWilson,SEA,QB,2016,9,BUF,20.4,33.1,60.6,267.8,8.1,1.7,1.1,94,2.9,9.7,3.3,0,15.9,15.88
12,BenRoethlisberger,PIT,QB,2016,9,BAL,22.8,33.7,67.6,272.4,8,1.5,1.1,99.14,2.3,9.6,5,0.1,15.9,15.86
13,MarcusMariotaP,TEN,QB,2016,9,LAC,19.2,30.5,63.3,220.5,7.3,1.3,0.8,82.64,5,26.9,5.4,0.2,15.7,15.71
14,MatthewStafford,DET,QB,2016,9,MIN,22.6,35.4,65.7,251.8,7.2,1.5,1,93.99,2.8,12.2,4,0.1,15.5,15.49
14,DerekCarr,OAK,QB,2016,9,DEN,22.6,38.5,60.5,252.2,6.6,1.6,1.1,86.73,2.9,12,4,0.1,15.5,15.49
16,TyrodTaylorQ,BUF,QB,2016,9,SEA,16.4,27.6,57.1,197.3,7,1.1,0.6,76.04,5.7,32,5.3,0.2,15.1,15.09
17,JameisWinston,TB,QB,2016,9,ATL,22.4,36.3,61.1,236.7,6.6,1.5,0.9,87.38,3,11.1,3.7,0.1,15,14.98
18,CarsonWentz,PHI,QB,2016,9,NYG,22.5,36.6,59.5,246.4,6.6,1.7,0.9,86.09,2.8,4.8,1.7,0,14.9,14.94
19,TrevorSiemian,DEN,QB,2016,9,OAK,21.9,35.3,62.9,241.8,6.9,1.4,0.8,80.89,2.7,10.1,3.3,0.1,14.9,14.88
20,CodyKessler,CLE,QB,2016,9,DAL,23.3,36.8,62.2,254.8,6.9,1.7,1,89.36,1.8,4.4,2,0,14.8,14.83
21,NickFoles,KC,QB,2016,9,JAX,21.3,32.7,63.6,230.5,7,1.3,0.4,94.26,2.6,7.4,2.3,0.1,14.6,14.56
22,JoeFlacco,BAL,QB,2016,9,PIT,26.6,41.9,64.3,241.6,5.8,1.2,0.9,77.68,2.2,6.3,3,0.2,13.9,13.89
23,RyanFitzpatrick,NYJ,QB,2016,9,MIA,20.6,35.3,60,225.7,6.5,1.2,1,76.61,3.2,15.2,5,0.1,13.8,13.75
24,BlakeBortles,JAX,QB,2016,9,KC,21.7,38.2,57.9,235.2,6.2,1.2,1.5,62.94,2.9,14.5,4.7,0,12.3,12.26
25,EliManning,NYG,QB,2016,9,PHI,21.7,36.4,61.1,255.9,7.1,1.3,1.5,68.75,1.3,1.7,2,0,12,12.01
26,CaseKeenum,LAR,QB,2016,9,CAR,18.9,30.2,63.3,210.2,7,0.9,0.9,81.25,2.5,9.6,5,0.1,11.4,11.37
27,BlaineGabbertQ,SF,QB,2016,9,NO,0.9,1.5,50,12.3,6,0.1,0.1,68.75,0.4,2.8,0,0,1,0.97
28,LandryJones,PIT,QB,2016,9,BAL,2.2,3.2,66.7,16.5,5.3,0.1,0.1,79.86,0.2,0.8,0,0,0.9,0.94
29,ShaunHill,MIN,QB,2016,9,DET,0.8,1.4,100,11.2,11,0.1,0,112.5,0.2,0.6,0,0,0.9,0.91
30,JoshMcCown,CLE,QB,2016,9,DAL,0.8,1.3,100,10.3,10,0.1,0,108.33,0.2,0.3,0,0,0.8,0.84
