Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,SeattleSeahawks,SEA,DST,2016,15,LAR,0,2.7,0,1.3,0.7,0,0,0,13.5,11.9,11.9
2,BuffaloBills,BUF,DST,2016,15,CLE,0,2.9,0,1.4,0.7,0,0,0,16.7,9.9,9.9
3,HoustonTexans,HOU,DST,2016,15,JAX,0,2.6,0,1.4,0.8,0,0,0,17.3,9.2,9.2
4,BaltimoreRavens,BAL,DST,2016,15,PHI,0,2.7,0,1.2,0.8,0,0,0,17.6,8.9,8.9
5,MinnesotaVikings,MIN,DST,2016,15,IND,0,2.8,0,1.1,0.8,0,0,0,20.2,8.8,8.8
6,MiamiDolphins,MIA,DST,2016,15,NYJ,0,2.4,0,1.3,0.8,0,0,0,21,8.4,8.4
6,GreenBayPackers,GB,DST,2016,15,CHI,0,2.4,0,1.2,0.6,0.1,0,0,18.7,8.4,8.4
8,NewEnglandPatriots,NE,DST,2016,15,DEN,0,2.5,0,1,0.7,0,0,0,19.4,8.1,8.1
9,NewOrleansSaints,NO,DST,2016,15,ARI,0,2.3,0,0.9,0.8,0.1,0,0,25.3,7.7,7.7
9,KansasCityChiefs,KC,DST,2016,15,TEN,0,2.3,0,0.9,0.7,0,0,0,20.2,7.7,7.7
11,PhiladelphiaEagles,PHI,DST,2016,15,BAL,0,2.2,0,1.2,0.8,0,0,0,21,7.4,7.4
12,OaklandRaiders,OAK,DST,2016,15,LAC,0,2.1,0,1.1,0.9,0,0,0,24.4,7.3,7.3
13,PittsburghSteelers,PIT,DST,2016,15,CIN,0,2.5,0,0.9,0.6,0,0,0,20.8,7.1,7.1
13,AtlantaFalcons,ATL,DST,2016,15,SF,0,2.5,0,0.9,0.8,0,0,0,21.1,7.1,7.1
15,DetroitLions,DET,DST,2016,15,NYG,0,2,0,1,0.6,0,0,0,22.2,7,7
15,WashingtonRedskins,WAS,DST,2016,15,CAR,0,2.4,0,0.9,0.7,0.1,0,0,23.4,7,7
17,NewYorkGiants,NYG,DST,2016,15,DET,0,2.4,0,1,0.6,0,0,0,21,6.8,6.8
18,DallasCowboys,DAL,DST,2016,15,TB,0,2,0,0.9,0.8,0,0,0,21.4,6.6,6.6
19,ArizonaCardinals,ARI,DST,2016,15,NO,0,2.1,0,1,0.8,0.1,0,0,22.7,6.5,6.5
20,LosAngelesRams,LAR,DST,2016,15,SEA,0,2.2,0,0.8,0.7,0,0,0,24.8,6.4,6.4
21,NewYorkJets,NYJ,DST,2016,15,MIA,0,2.3,0,0.8,0.6,0,0,0,21,6.3,6.3
21,DenverBroncos,DEN,DST,2016,15,NE,0,2.5,0,0.8,0.7,0.1,0,0,22.2,6.3,6.3
23,TennesseeTitans,TEN,DST,2016,15,KC,0,2.6,0,0.7,0.5,0,0,0,24.2,6.2,6.2
23,ChicagoBears,CHI,DST,2016,15,GB,0,2.4,0,0.8,0.5,0,0,0,23.6,6.2,6.2
25,CarolinaPanthers,CAR,DST,2016,15,WAS,0,2.3,0,0.9,0.7,0,0,0,26.3,6.1,6.1
26,CincinnatiBengals,CIN,DST,2016,15,PIT,0,1.8,0,1.1,0.4,0,0,0,23.8,6,6
27,TampaBayBuccaneers,TB,DST,2016,15,DAL,0,2,0,0.8,0.8,0,0,0,26.7,5.8,5.8
27,IndianapolisColts,IND,DST,2016,15,MIN,0,2.2,0,0.8,0.6,0.1,0,0,24.8,5.8,5.8
29,JacksonvilleJaguars,JAX,DST,2016,15,HOU,0,2.1,0,0.8,0.6,0,0,0,21.4,5.5,5.5
30,LosAngelesChargers,LAC,DST,2016,15,OAK,0,1.4,0,0.9,0.7,0,0,0,27,5.2,5.2
31,SanFrancisco49ers,SF,DST,2016,15,ATL,0,1.8,0,0.7,0.5,0,0,0,32.8,4.4,4.4
32,ClevelandBrowns,CLE,DST,2016,15,BUF,0,2.1,0,0.7,0.4,0,0,0,28.7,3.9,3.9
