Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,MattBryant,ATL,K,2013,2,LAR,2,2,100,31,4,4,10,10
2,StephenGostkowski,NE,K,2013,2,NYJ,2,2,100,33,3,3,9,9
3,JustinTucker,BAL,K,2013,2,CLE,1,2,50,27,5,5,8.2,8.2
4,BlairWalsh,MIN,K,2013,2,CHI,2,2,100,49,2,2,8,8
4,DanBailey,DAL,K,2013,2,KC,2,2,100,46,2,2,8,8
4,RandyBullock,HOU,K,2013,2,TEN,1,1,100,41,5,5,8,8
4,PhilDawson,SF,K,2013,2,SEA,2,2,100,34,2,2,8,8
8,RobbieGould,CHI,K,2013,2,MIN,1,2,50,30,4,4,7,7
8,CalebSturgis,MIA,K,2013,2,IND,2,2,100,49,1,1,7,7
8,SebastianJanikowski,OAK,K,2013,2,JAX,2,2,100,25,1,1,7,7
8,MikeNugentIR,CIN,K,2013,2,PIT,1,1,100,21,4,4,7,7
12,MasonCrosby,GB,K,2013,2,WAS,1,1,100,30,3,3,6,6
12,NickNovak,LAC,K,2013,2,PHI,1,1,100,26,3,3,6,6
12,DavidAkers,DET,K,2013,2,ARI,1,1,100,31,3,3,6,6
12,GarrettHartley,NO,K,2013,2,TB,1,2,50,41,3,3,6,6
12,ShaunSuisham,PIT,K,2013,2,CIN,1,1,100,32,3,3,6,6
17,GregZuerlein,LAR,K,2013,2,ATL,1,2,50,17,2,2,5,5
17,GrahamGano,CAR,K,2013,2,BUF,1,1,100,33,2,2,5,5
17,AdamVinatieri,IND,K,2013,2,MIA,1,2,50,25,2,2,5,5
17,RyanSuccopP,KC,K,2013,2,DAL,1,1,100,24,2,2,5,5
17,RobBironas,TEN,K,2013,2,HOU,1,1,100,26,2,2,5,5
17,AlexHenery,PHI,K,2013,2,LAC,1,2,50,27,2,2,5,5
17,RianLindell,TB,K,2013,2,NO,1,1,100,32,2,2,5,5
17,JoshBrown,NYG,K,2013,2,DEN,1,2,50,37,2,2,5,5
17,StevenHauschka,SEA,K,2013,2,SF,1,2,50,30,2,2,5,5
26,DanCarpenter,BUF,K,2013,2,CAR,1,2,50,38,1,1,4,4
26,JayFeely,ARI,K,2013,2,DET,1,1,100,42,1,1,4,4
26,JoshScobee,JAX,K,2013,2,OAK,1,2,50,29,1,1,4,4
26,MattPrater,DEN,K,2013,2,NYG,0,1,0,0,4,4,4,4
30,NickFolk,NYJ,K,2013,2,NE,1,1,100,40,0,0,3,3
31,BillyCundiff,CLE,K,2013,2,BAL,0,1,0,0,2,2,2,2
32,JohnPotter,WAS,K,2013,2,GB,0,0,0,0,0,0,0,0
