Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,RianLindell,TB,K,2013,11,ATL,2,2,100,39,2,2,8,8
1,RandyBullock,HOU,K,2013,11,OAK,2,2,100,43,2,2,8,8
1,NickNovak,LAC,K,2013,11,MIA,2,2,100,32,2,2,8,8
1,MattPrater,DEN,K,2013,11,KC,1,1,100,23,5,5,8,8
1,StevenHauschka,SEA,K,2013,11,MIN,2,2,100,34,2,2,8,8
6,AdamVinatieri,IND,K,2013,11,TEN,2,2,100,46,1,1,7,7
6,NickFolk,NYJ,K,2013,11,BUF,2,2,100,44,1,1,7,7
6,JustinTucker,BAL,K,2013,11,CHI,2,2,100,43,1,1,7,7
6,AlexHenery,PHI,K,2013,11,WAS,1,1,100,19,4,4,7,7
6,ShaunSuisham,PIT,K,2013,11,DET,2,2,100,40,1,1,7,7
6,DavidAkers,DET,K,2013,11,PIT,1,1,100,32,4,4,7,7
6,RyanSuccopP,KC,K,2013,11,DEN,2,2,100,37,1,1,7,7
13,RobBironas,TEN,K,2013,11,IND,1,2,50,26,3,3,6,6
13,MikeNugentIR,CIN,K,2013,11,CLE,1,1,100,37,3,3,6,6
13,MattBryant,ATL,K,2013,11,TB,1,2,50,26,3,3,6,6
13,KaiForbath,WAS,K,2013,11,PHI,1,2,50,31,3,3,6,6
13,PhilDawson,SF,K,2013,11,NO,1,2,50,35,3,3,6,6
13,GarrettHartley,NO,K,2013,11,SF,1,2,50,28,3,3,6,6
13,GrahamGano,CAR,K,2013,11,NE,1,1,100,37,3,3,6,6
20,RobbieGould,CHI,K,2013,11,BAL,1,2,50,37,2,2,5,5
20,BillyCundiff,CLE,K,2013,11,CIN,1,2,50,39,2,2,5,5
20,JayFeely,ARI,K,2013,11,JAX,1,2,50,35,2,2,5,5
20,SebastianJanikowski,OAK,K,2013,11,HOU,1,1,100,27,2,2,5,5
20,CalebSturgis,MIA,K,2013,11,LAC,1,2,50,36,2,2,5,5
20,BlairWalsh,MIN,K,2013,11,SEA,1,1,100,24,2,2,5,5
20,JoshBrown,NYG,K,2013,11,GB,1,2,50,21,2,2,5,5
20,MasonCrosby,GB,K,2013,11,NYG,1,2,50,37,2,2,5,5
20,StephenGostkowski,NE,K,2013,11,CAR,1,2,50,44,2,2,5,5
29,DanCarpenter,BUF,K,2013,11,NYJ,1,2,50,35,1,1,4,4
29,JoshScobee,JAX,K,2013,11,ARI,1,2,50,42,1,1,4,4
