Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,Le'VeonBellO,PIT,RB,2015,8,CIN,19,92,4.8,1,6,4,33,0,0,0,18.5,18.5
2,DevontaFreemanO,ATL,RB,2015,8,TB,18,78,4.3,1,5,4,33,0,0,0,17.1,17.1
2,MattForteIR,CHI,RB,2015,8,MIN,19,79,4.2,1,6,4,32,0,0,0,17.1,17.1
4,ToddGurley,LAR,RB,2015,8,SF,20,90,4.5,1,4,3,20,0,0,0,17,17
5,AdrianPetersonQ,MIN,RB,2015,8,CHI,20,91,4.6,1,3,2,14,0,0,0,16.5,16.5
5,JustinForsett,BAL,RB,2015,8,LAC,19,80,4.2,1,5,4,25,0,0,0,16.5,16.5
7,LamarMiller,MIA,RB,2015,8,NE,15,71,4.7,1,4,3,22,0,0,0,15.3,15.3
7,MarshawnLynchP,SEA,RB,2015,8,DAL,19,82,4.3,1,3,2,11,0,0,0,15.3,15.3
9,DougMartin,TB,RB,2015,8,ATL,16,72,4.5,1,3,2,20,0,0,0,15.2,15.2
10,ChrisJohnson,ARI,RB,2015,8,CLE,17,82,4.8,1,1,1,9,0,0,0,15.1,15.1
10,ChrisIvory,NYJ,RB,2015,8,OAK,17,82,4.8,1,1,1,9,0,0,0,15.1,15.1
12,MarkIngramSUS,NO,RB,2015,8,NYG,15,68,4.5,1,4,3,22,0,0,0,15,15
13,JonathanStewartIR,CAR,RB,2015,8,IND,17,77,4.5,1,1,1,8,0,0,0,14.5,14.5
14,CharcandrickWest,KC,RB,2015,8,DET,15,63,4.2,1,3,2,17,0,0,0,14,14
14,FrankGore,IND,RB,2015,8,CAR,14,64,4.6,1,3,2,16,0,0,0,14,14
16,RonnieHillman,DEN,RB,2015,8,GB,12,61,5.1,1,3,2,18,0,0,0,13.9,13.9
17,LataviusMurray,OAK,RB,2015,8,NYJ,15,61,4.1,1,3,2,16,0,0,0,13.7,13.7
18,EddieLacy,GB,RB,2015,8,DEN,13,52,4,1,3,2,14,0,0,0,12.6,12.6
19,LeGarretteBlount,NE,RB,2015,8,MIA,12,57,4.8,1,1,1,4,0,0,0,12.1,12.1
20,AntonioAndrews,TEN,RB,2015,8,HOU,10,42,4.2,1,3,2,16,0,0,0,11.8,11.8
21,JeremyHillIR,CIN,RB,2015,8,PIT,12,47,3.9,1,1,1,10,0,0,0,11.7,11.7
22,DarrenMcFadden,DAL,RB,2015,8,SEA,15,54,3.6,0,6,4,28,0,0,0,8.2,8.2
23,GiovaniBernardP,CIN,RB,2015,8,PIT,12,54,4.5,0,4,3,22,0,0,0,7.6,7.6
24,DannyWoodheadIR,LAC,RB,2015,8,BAL,6,34,5.7,0,7,5,40,0,0,0,7.4,7.4
25,DionLewis,NE,RB,2015,8,MIA,8,35,4.4,0,6,4,35,0,0,0,7,7
25,AlfredBlue,HOU,RB,2015,8,TEN,12,60,5,0,1,1,10,0,0,0,7,7
27,ReggieBush,SF,RB,2015,8,LAR,10,40,4,0,4,3,21,0,0,0,6.1,6.1
28,DukeJohnson,CLE,RB,2015,8,ARI,6,22,3.7,0,7,5,37,0,0,0,5.9,5.9
29,JamesStarks,GB,RB,2015,8,DEN,9,41,4.6,0,3,2,14,0,0,0,5.5,5.5
30,ShaneVereenIR,NYG,RB,2015,8,NO,5,27,5.4,0,4,3,27,0,0,0,5.4,5.4
31,AmeerAbdullah,DET,RB,2015,8,KC,10,39,3.9,0,3,2,14,0,0,0,5.3,5.3
31,RashadJennings,NYG,RB,2015,8,NO,9,38,4.2,0,3,2,15,0,0,0,5.3,5.3
33,CJAnderson,DEN,RB,2015,8,GB,9,38,4.2,0,3,2,14,0,0,0,5.2,5.2
34,CharlesSims,TB,RB,2015,8,ATL,7,25,3.6,0,4,3,26,0,0,0,5.1,5.1
35,CJSpiller,NO,RB,2015,8,NYG,4,21,5.2,0,4,3,27,0,0,0,4.8,4.8
36,TheoRiddick,DET,RB,2015,8,KC,3,8,2.7,0,6,4,37,0,0,0,4.5,4.5
37,MelvinGordon,LAC,RB,2015,8,BAL,10,34,3.4,0,3,2,10,0,0,0,4.4,4.4
37,DexterMcCluster,TEN,RB,2015,8,HOU,6,22,3.7,0,4,3,22,0,0,0,4.4,4.4
37,ChrisPolk,HOU,RB,2015,8,TEN,9,30,3.3,0,3,2,14,0,0,0,4.4,4.4
40,IsaiahCrowell,CLE,RB,2015,8,ARI,8,33,4.1,0,1,1,9,0,0,0,4.2,4.2
41,AndreEllington,ARI,RB,2015,8,CLE,5,24,4.8,0,3,2,17,0,0,0,4.1,4.1
42,KhiryRobinson,NO,RB,2015,8,NYG,6,27,4.5,0,1,1,8,0,0,0,3.5,3.5
43,ChristineMichael,DAL,RB,2015,8,SEA,7,26,3.7,0,1,1,6,0,0,0,3.2,3.2
44,BrandenOliver,LAC,RB,2015,8,BAL,5,16,3.2,0,3,2,15,0,0,0,3.1,3.1
45,JoiqueBell,DET,RB,2015,8,KC,6,17,2.8,0,3,2,12,0,0,0,2.9,2.9
45,ThomasRawls,SEA,RB,2015,8,DAL,5,24,4.8,0,1,1,5,0,0,0,2.9,2.9
47,DavidJohnson,ARI,RB,2015,8,CLE,3,18,6,0,1,1,10,0,0,0,2.8,2.8
47,BenjaminCunningham,LAR,RB,2015,8,SF,4,11,2.8,0,3,2,17,0,0,0,2.8,2.8
49,MikeDavis,SF,RB,2015,8,LAR,7,23,3.3,0,1,1,4,0,0,0,2.7,2.7
50,OrleansDarkwa,NYG,RB,2015,8,NO,4,19,4.8,0,1,1,6,0,0,0,2.5,2.5
50,JonathanGrimes,HOU,RB,2015,8,TEN,4,14,3.5,0,1,1,11,0,0,0,2.5,2.5
50,BishopSankey,TEN,RB,2015,8,HOU,4,18,4.5,0,1,1,7,0,0,0,2.5,2.5
53,JavoriusAllen,BAL,RB,2015,8,LAC,6,18,3,0,1,1,6,0,0,0,2.4,2.4
53,ZacStacy,NYJ,RB,2015,8,OAK,5,16,3.2,0,1,1,8,0,0,0,2.4,2.4
55,KnileDavis,KC,RB,2015,8,DET,5,16,3.2,0,1,1,7,0,0,0,2.3,2.3
55,RobertTurbinSUS,CLE,RB,2015,8,ARI,6,16,2.7,0,1,1,7,0,0,0,2.3,2.3
57,TevinColeman,ATL,RB,2015,8,TB,6,19,3.2,0,0,0,3,0,0,0,2.2,2.2
57,JeremyLangford,CHI,RB,2015,8,MIN,4,15,3.8,0,1,1,7,0,0,0,2.2,2.2
57,DeAngeloWilliams,PIT,RB,2015,8,CIN,4,16,4,0,1,1,6,0,0,0,2.2,2.2
57,MarcelReece,OAK,FB,2015,8,NYJ,1,4,4,0,3,2,18,0,0,0,2.2,2.2
57,FredJackson,SEA,RB,2015,8,DAL,2,6,3,0,3,2,16,0,0,0,2.2,2.2
