Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,RobGronkowskiQ,NE,TE,2017,7,ATL,8.37,4.9,62.5,69.7,0.6,0,8.8,14,0,0,0,0,0,0,10.6,10.57
2,ZachErtz,PHI,TE,2017,7,WAS,10.38,6,60,69.9,0.5,0,7,11.7,0,0,0,0,0.1,0.1,9.8,9.79
3,TravisKelce,KC,TE,2017,7,OAK,7.22,5.2,71.4,67,0.4,0,9.6,13.4,0.2,1,0,0,0.1,0.1,9,9
4,JimmyGrahamP,SEA,TE,2017,7,NYG,6.32,4.3,66.7,50.1,0.4,0,8.3,12.5,0,0,0,0,0.1,0.1,7.2,7.21
5,EvanEngramO,NYG,TE,2017,7,SEA,7.69,4.5,50,51.4,0.3,0,6.4,12.8,0,0,0,0,0,0,6.9,6.94
5,JordanReed,WAS,TE,2017,7,PHI,7.2,4.9,71.4,53.4,0.3,0,7.6,10.6,0,0,0,0,0.1,0.1,6.9,6.94
7,DelanieWalkerIR,TEN,TE,2017,7,CLE,5.71,4.2,66.7,49.7,0.3,0,8.3,12.5,0,0.1,0,0,0,0,6.8,6.78
8,KyleRudolph,MIN,TE,2017,7,BAL,7.39,4.2,57.1,43.6,0.4,0,6.3,11,0,0,0,0,0,0,6.8,6.76
9,CameronBrate,TB,TE,2017,7,BUF,5.4,3.7,80,40.9,0.4,0,8.2,10.2,0,0,0,0,0,0,6.5,6.49
10,AustinSeferian-JenkinsP,NYJ,TE,2017,7,MIA,5.79,4.2,66.7,45.1,0.3,0,7.5,11.2,0,0,0,0,0.1,0.1,6.1,6.11
11,HunterHenryPUP,LAC,TE,2017,7,DEN,4.96,3.4,60,40.4,0.3,0,8,13.3,0,0,0,0,0,0,5.8,5.84
12,AustinHooper,ATL,TE,2017,7,NE,4.22,3.2,75,39.7,0.3,0,10,13.3,0,0,0,0,0,0,5.8,5.77
13,JasonWittenIR,DAL,TE,2017,7,SF,6.82,3.9,57.1,39.6,0.3,0,5.7,10,0,0,0,0,0.1,0.1,5.6,5.56
14,JaredCook,OAK,TE,2017,7,KC,4.45,3.3,75,38.8,0.3,0,9.8,13,0,0,0,0,0.1,0.1,5.5,5.48
15,GeorgeKittle,SF,TE,2017,7,DAL,6.14,3.7,66.7,37.8,0.2,0,6.3,9.5,0,0,0,0,0,0,5,4.98
16,ZachMillerIR,CHI,TE,2017,7,CAR,5.31,3.3,60,36,0.2,0,7.2,12,0,0,0,0,0,0,4.8,4.8
17,EdDickson,CAR,TE,2017,7,CHI,4.87,2.9,60,35.2,0.2,0,7,11.7,0,0,0,0,0,0,4.7,4.72
18,MartellusBennett,GB,TE,2017,7,NO,5.11,3.1,60,32.7,0.2,0,6.6,11,0,0,0,0,0,0,4.5,4.47
18,JackDoyleO,IND,TE,2017,7,JAX,5.92,3.7,66.7,34.7,0.2,0,5.8,8.8,0,0,0,0,0.1,0.1,4.5,4.47
20,CobyFleener,NO,TE,2017,7,GB,3.1,2.3,66.7,26.4,0.3,0,8.7,13,0,0,0,0,0,0,4.4,4.44
20,BenjaminWatson,BAL,TE,2017,7,MIN,4.99,3.4,60,32.4,0.2,0,6.4,10.7,0,0,0,0,0,0,4.4,4.44
22,JuliusThomas,MIA,TE,2017,7,NYJ,4.14,2.8,75,26.3,0.3,0,6.5,8.7,0,0,0,0,0,0,4.4,4.43
23,TylerKroft,CIN,TE,2017,7,PIT,5.11,3.3,60,31.3,0.2,0,6.2,10.3,0,0,0,0,0,0,4.3,4.33
24,NickO'Leary,BUF,TE,2017,7,TB,4.04,2.3,50,29.3,0.2,0,7.2,14.5,0,0,0,0,0,0,4.1,4.13
25,TylerHigbeeQ,LAR,TE,2017,7,ARI,3.21,2.4,66.7,28.8,0.2,0,9.7,14.5,0,0,0,0,0,0,4.1,4.08
26,MarcedesLewis,JAX,TE,2017,7,IND,3.11,1.8,66.7,22.5,0.3,0,7.3,11,0,0,0,0,0,0,4,4.05
27,JermaineGreshamQ,ARI,TE,2017,7,LAR,5.01,2.8,60,27.8,0.2,0,5.6,9.3,0,0,0,0,0,0,4,3.98
28,AntonioGates,LAC,TE,2017,7,DEN,3.74,2.4,50,25.1,0.2,0,6.2,12.5,0,0,0,0,0,0,3.7,3.71
29,AJDerbyO,DEN,TE,2017,7,LAC,3.24,2.4,66.7,26.4,0.2,0,8.7,13,0,0,0,0,0.1,0.1,3.6,3.64
30,JesseJames,PIT,TE,2017,7,CIN,3.58,2.6,75,24.2,0.2,0,6,8,0,0,0,0,0,0,3.6,3.62
31,DavidNjoku,CLE,TE,2017,7,TEN,2.88,2.2,66.7,22.7,0.2,0,7.7,11.5,0,0,0,0,0,0,3.5,3.47
32,SethDeValveQ,CLE,TE,2017,7,TEN,2.89,2.1,66.7,22.2,0.2,0,7.3,11,0,0,0,0,0,0,3.4,3.42
33,VernonDavis,WAS,TE,2017,7,PHI,3.32,2,66.7,27.3,0.1,0,9,13.5,0,0,0,0,0.1,0.1,3.1,3.13
34,DionSims,CHI,TE,2017,7,CAR,2.62,1.8,66.7,18.7,0.1,0,6.3,9.5,0,0,0,0,0,0,2.5,2.47
35,JonnuSmith,TEN,TE,2017,7,CLE,2.54,1.6,66.7,16.7,0.1,0,5.7,8.5,0,0,0,0,0,0,2.3,2.27
36,VirgilGreen,DEN,TE,2017,7,LAC,2.56,1.6,66.7,16.6,0.1,0,5.7,8.5,0,0,0,0,0,0,2.3,2.26
37,NickBoyle,BAL,TE,2017,7,MIN,3.15,1.8,66.7,15.2,0.1,0,5,7.5,0,0,0,0,0,0,2.1,2.12
38,OJHoward,TB,TE,2017,7,BUF,1.87,1.4,50,15,0.1,0,7.5,15,0,0,0,0,0,0,2.1,2.1
39,LukeWillson,SEA,TE,2017,7,NYG,2.01,1.3,50,14.2,0.1,0,7,14,0,0,0,0,0,0,2,2.02
40,GeraldEverett,LAR,TE,2017,7,ARI,2.06,1.2,50,13.7,0.1,0,7,14,0,0,0,0,0,0,2,1.97
