Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,MikeEvans,TB,WR,2017,9,NO,7.5,5,62.5,73.3,0.6,0,9.1,14.6,0,0,0,0,0,0,10.9,10.93
2,MichaelThomas,NO,WR,2017,9,TB,9.08,5.9,66.7,74.9,0.5,0,8.3,12.5,0,0,0,0,0,0,10.5,10.49
3,DezBryant,DAL,WR,2017,9,KC,7.75,5.1,62.5,68,0.6,0,8.5,13.6,0,0,0,0,0,0,10.4,10.4
4,DeAndreHopkinsQ,HOU,WR,2017,9,IND,8.61,5.1,55.6,73.5,0.5,0,8.2,14.8,0,0,0,0,0,0,10.4,10.35
5,JulioJonesP,ATL,WR,2017,9,CAR,7.77,5.4,62.5,78,0.4,0,9.8,15.6,0,0,0,0,0,0,10.2,10.2
6,TyreekHill,KC,WR,2017,9,DAL,7.05,5,71.4,68.3,0.4,0,9.7,13.6,0.9,5.3,5,0,0,0,9.8,9.76
7,DougBaldwinQ,SEA,WR,2017,9,WAS,9,5.7,66.7,71.3,0.4,0,7.9,11.8,0.1,0.1,0,0,0,0,9.5,9.54
8,MichaelCrabtree,OAK,WR,2017,9,MIA,7.49,4.9,71.4,63.3,0.5,0,9,12.6,0,0,0,0,0,0,9.3,9.33
9,AmariCooper,OAK,WR,2017,9,MIA,6.39,4.6,83.3,63.6,0.4,0,10.7,12.8,0,0.3,0,0,0,0,8.8,8.79
10,AJGreenP,CIN,WR,2017,9,JAX,6.43,4.5,66.7,62.4,0.4,0,10.3,15.5,0,0,0,0,0,0,8.6,8.64
11,GoldenTateQ,DET,WR,2017,9,GB,9.44,5.9,66.7,65,0.3,0,7.2,10.8,0.2,0.6,0,0,0,0,8.4,8.36
12,JarvisLandry,MIA,WR,2017,9,OAK,10.5,5.9,60,62.6,0.3,0,6.3,10.5,0.2,0.2,0,0,0,0,8.1,8.08
13,T.Y.Hilton,IND,WR,2017,9,HOU,5.76,4,66.7,62.5,0.3,0,10.3,15.5,0,0,0,0,0,0,8,8.05
14,DemaryiusThomas,DEN,WR,2017,9,PHI,7,4.8,71.4,59.2,0.3,0,8.4,11.8,0,0,0,0,0,0,7.7,7.72
15,JordyNelson,GB,WR,2017,9,DET,7.13,4.1,57.1,53.1,0.4,0,7.6,13.2,0,0,0,0,0,0,7.7,7.71
16,DeSeanJackson,TB,WR,2017,9,NO,6.31,3.9,66.7,58.6,0.3,0,9.8,14.8,0,0,0,0,0,0,7.7,7.66
17,MarvinJones,DET,WR,2017,9,GB,6.38,3.8,66.7,58.2,0.3,0,9.7,14.5,0,0,0,0,0,0,7.6,7.62
18,LarryFitzgeraldQ,ARI,WR,2017,9,SF,6.98,5.1,71.4,57.3,0.3,0,8.1,11.4,0,0,0,0,0,0,7.5,7.53
18,DevanteParkerQ,MIA,WR,2017,9,OAK,5.7,3.8,66.7,51.3,0.4,0,8.5,12.8,0,0,0,0,0,0,7.5,7.53
20,PaulRichardson,SEA,WR,2017,9,WAS,4.15,3.1,75,51.2,0.4,0,12.8,17,0,0,0,0,0,0,7.5,7.52
21,DavanteAdams,GB,WR,2017,9,DET,5.32,4,80,50.9,0.4,0,10.2,12.8,0,0.1,0,0,0,0,7.5,7.5
22,DevinFunchess,CAR,WR,2017,9,ATL,6.2,4,66.7,49.5,0.4,0,8.3,12.5,0,0,0,0,0,0,7.4,7.35
23,RobbyAnderson,NYJ,WR,2017,9,BUF,5.18,3.9,80,52.8,0.3,0,10.6,13.2,0.1,0.4,0,0,0,0,7.1,7.12
24,TedGinnP,NO,WR,2017,9,TB,5.71,3.4,50,51.5,0.3,0,8.7,17.3,0.6,1,1,0,0,0,7,7.05
25,RishardMatthews,TEN,WR,2017,9,BAL,7.04,4,57.1,51.7,0.3,0,7.4,13,0,0.1,0,0,0,0,7,6.98
26,SterlingShepard,NYG,WR,2017,9,LAR,5.85,4.5,66.7,49.6,0.3,0,8.3,12.5,0.2,1,0,0,0,0,6.9,6.86
27,WillFullerP,HOU,WR,2017,9,IND,4.77,3.1,60,43.7,0.4,0,8.8,14.7,0.4,0.6,0,0,0,0,6.8,6.83
28,TylerLockett,SEA,WR,2017,9,WAS,5.34,3.9,80,49.6,0.3,0,10,12.5,0.8,1.8,2,0,0.1,0.1,6.7,6.74
29,RobertWoods,LAR,WR,2017,9,NYG,6.43,3.9,66.7,48.5,0.3,0,8,12,0.1,0.7,0,0,0,0,6.7,6.72
30,MohamedSanu,ATL,WR,2017,9,CAR,7.25,4.1,57.1,47.4,0.3,0,6.7,11.8,0.1,0.2,0,0,0,0,6.6,6.56
30,KennyStills,MIA,WR,2017,9,OAK,4.8,3.1,60,47.6,0.3,0,9.6,16,0,0,0,0,0,0,6.6,6.56
32,EmmanuelSanders,DEN,WR,2017,9,PHI,5.8,4,66.7,46,0.3,0,7.7,11.5,0,0,0,0,0,0,6.4,6.4
33,CooperKupp,LAR,WR,2017,9,NYG,5.24,3.8,80,44.1,0.3,0,8.8,11,0,0.2,0,0,0,0,6.2,6.23
34,JeremyMaclin,BAL,WR,2017,9,TEN,6.11,3.8,66.7,44.1,0.3,0,7.3,11,0,0,0,0,0,0,6.2,6.21
35,SammyWatkins,LAR,WR,2017,9,NYG,4.02,3,75,42.6,0.3,0,10.8,14.3,0,0,0,0,0,0,6.1,6.06
36,AlshonJefferyQ,PHI,WR,2017,9,DEN,5.18,3.5,80,48.1,0.2,0,9.6,12,0,0,0,0,0,0,6,6.01
37,JermaineKearse,NYJ,WR,2017,9,BUF,5.51,3.1,50,40.3,0.3,0,6.7,13.3,0,0,0,0,0,0,5.8,5.83
38,NelsonAgholor,PHI,WR,2017,9,DEN,5.02,3.2,60,39.6,0.3,0,8,13.3,0,0.1,0,0,0,0,5.8,5.77
39,CoreyDavis,TEN,WR,2017,9,BAL,5.88,3.7,66.7,43.5,0.2,0,7.3,11,0,0.2,0,0,0,0,5.6,5.57
40,JordanMatthewsP,BUF,WR,2017,9,NYJ,5.84,3.3,50,37.3,0.3,0,6.2,12.3,0,0,0,0,0,0,5.5,5.53
41,EricDecker,TEN,WR,2017,9,BAL,4.62,3,60,36.6,0.3,0,7.4,12.3,0,0,0,0,0,0,5.5,5.46
42,JoshDoctson,WAS,WR,2017,9,SEA,4.49,2.9,75,35.7,0.3,0,9,12,0,0.1,0,0,0,0,5.4,5.38
43,MarqiseLeeIR,JAX,WR,2017,9,CIN,4.78,3.3,60,41,0.2,0,8.2,13.7,0.2,0.3,0,0,0,0,5.3,5.33
44,RandallCobbQ,GB,WR,2017,9,DET,6.88,4,57.1,41,0.2,0,5.9,10.2,0.2,0.2,0,0,0,0,5.3,5.32
45,TerrellePryorP,WAS,WR,2017,9,SEA,3.74,2.6,75,34.5,0.3,0,8.5,11.3,0,0,0,0,0,0,5.2,5.25
46,MarquiseGoodwinP,SF,WR,2017,9,ARI,4.74,3,60,40.1,0.2,0,8,13.3,0.1,0.2,0,0,0,0,5.2,5.23
47,AdamHumphries,TB,WR,2017,9,NO,5.77,3.8,66.7,39.8,0.2,0,6.7,10,0,0.1,0,0,0,0,5.2,5.19
48,AllenHurns,JAX,WR,2017,9,CIN,5.44,3.3,60,39.4,0.2,0,7.8,13,0,0,0,0,0,0,5.1,5.14
49,JohnBrown,ARI,WR,2017,9,SF,4.87,2.8,60,39.1,0.2,0,7.8,13,0.1,0.2,0,0,0,0,5.1,5.13
50,DemarcusRobinson,KC,WR,2017,9,DAL,5.45,3.1,60,38.8,0.2,0,7.8,13,0,0,0,0,0,0,5.1,5.08
51,TJJones,DET,WR,2017,9,GB,5.01,3,60,38.3,0.2,0,7.6,12.7,0,0,0,0,0,0,5,5.03
52,MikeWallaceIR,BAL,WR,2017,9,TEN,4.46,2.9,75,37.3,0.2,0,9.2,12.3,0.1,0.1,0,0,0,0,4.9,4.94
53,ZayJones,BUF,WR,2017,9,NYJ,3.69,2.7,75,34.2,0.2,0,8.5,11.3,0,0.1,0,0,0,0,4.6,4.63
54,BrandonColeman,NO,WR,2017,9,TB,3.34,2,66.7,26.6,0.3,0,9,13.5,0,0,0,0,0,0,4.5,4.46
54,RyanGrant,WAS,WR,2017,9,SEA,4.54,3.2,60,32.6,0.2,0,6.6,11,0,0,0,0,0,0,4.5,4.46
56,BruceEllingtonIR,HOU,WR,2017,9,IND,3.47,2.3,66.7,30.2,0.2,0,10,15,0.1,0.9,0,0,0,0,4.3,4.31
57,TerranceWilliams,DAL,WR,2017,9,KC,3.19,2.4,66.7,30.3,0.2,0,10,15,0,0,0,0,0,0,4.2,4.23
58,JeremyKerley,NYJ,WR,2017,9,BUF,4.18,2.6,75,30,0.2,0,7.5,10,0,0,0,0,0,0,4.2,4.2
59,DonteMoncrief,IND,WR,2017,9,HOU,3.98,2.4,50,29.3,0.2,0,7.2,14.5,0,0,0,0,0,0,4.1,4.13
60,TravisRudolph,NYG,WR,2017,9,LAR,3.57,2.4,50,28.7,0.2,0,7.2,14.5,0,0.3,0,0,0,0,4.1,4.1
