Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,MattForteIR,CHI,RB,2014,4,GB,18,77,4.3,1,7,5,42,0,0,0,17.9,17.9
2,DonaldBrown,LAC,RB,2014,4,JAX,21,83,4,1,4,3,24,0,0,0,16.7,16.7
3,LamarMiller,MIA,RB,2014,4,OAK,19,84,4.4,1,4,3,19,0,0,0,16.3,16.3
4,JamaalCharles,KC,RB,2014,4,NE,17,69,4.1,1,6,4,31,0,0,0,16,16
5,LeSeanMcCoyQ,PHI,RB,2014,4,SF,17,67,3.9,1,4,3,32,0,0,0,15.9,15.9
6,RashadJennings,NYG,RB,2014,4,WAS,20,72,3.6,1,4,3,26,0,0,0,15.8,15.8
7,AlfredMorrisQ,WAS,RB,2014,4,NYG,22,89,4,1,0,0,1,0,0,0,15,15
8,DougMartin,TB,RB,2014,4,PIT,17,66,3.9,1,4,3,22,0,0,0,14.8,14.8
9,EddieLacy,GB,RB,2014,4,CHI,16,69,4.3,1,3,2,14,0,0,0,14.3,14.3
10,StevanRidley,NE,RB,2014,4,KC,17,71,4.2,1,1,1,4,0,0,0,13.5,13.5
11,AhmadBradshaw,IND,RB,2014,4,TEN,11,49,4.5,0,4,3,25,1,0,0,13.4,13.4
12,Le'VeonBellO,PIT,RB,2014,4,TB,19,94,4.9,0,6,4,36,0,0,0,13,13
13,DeMarcoMurray,DAL,RB,2014,4,NO,22,102,4.6,0,4,3,25,0,0,0,12.7,12.7
14,KhiryRobinson,NO,RB,2014,4,DAL,15,62,4.1,1,1,1,4,0,0,0,12.6,12.6
15,ShonnGreene,TEN,RB,2014,4,IND,13,48,3.7,1,0,0,1,0,0,0,10.9,10.9
16,LeGarretteBlount,PIT,RB,2014,4,TB,9,38,4.2,1,0,0,0,0,0,0,9.8,9.8
17,MattAsiata,MIN,RB,2014,4,ATL,17,62,3.6,0,6,4,28,0,0,0,9,9
18,CJSpiller,BUF,RB,2014,4,HOU,16,73,4.6,0,3,2,13,0,0,0,8.6,8.6
19,ArianFoster,HOU,RB,2014,4,BUF,15,70,4.7,0,3,2,15,0,0,0,8.5,8.5
20,TrentRichardson,IND,RB,2014,4,TEN,17,62,3.6,0,3,2,18,0,0,0,8,8
20,DeAngeloWilliams,CAR,RB,2014,4,BAL,16,62,3.9,0,3,2,18,0,0,0,8,8
22,DarrenSprolesO,PHI,RB,2014,4,SF,5,29,5.8,0,6,4,50,0,0,0,7.9,7.9
23,FredJackson,BUF,RB,2014,4,HOU,9,42,4.7,0,5,4,35,0,0,0,7.7,7.7
24,ReggieBush,DET,RB,2014,4,NYJ,10,35,3.5,0,7,5,40,0,0,0,7.5,7.5
24,TobyGerhart,JAX,RB,2014,4,LAC,15,49,3.3,0,4,3,26,0,0,0,7.5,7.5
24,PierreThomas,NO,RB,2014,4,DAL,8,35,4.4,0,6,4,40,0,0,0,7.5,7.5
27,JoiqueBell,DET,RB,2014,4,NYJ,13,44,3.4,0,4,3,27,0,0,0,7.1,7.1
28,DarrenMcFadden,OAK,RB,2014,4,MIA,12,48,4,0,3,2,20,0,0,0,6.8,6.8
28,ShaneVereenIR,NE,RB,2014,4,KC,7,34,4.9,0,5,4,34,0,0,0,6.8,6.8
30,StevenJackson,ATL,RB,2014,4,MIN,15,55,3.7,0,1,1,9,0,0,0,6.4,6.4
31,FrankGore,SF,RB,2014,4,PHI,15,55,3.7,0,1,1,7,0,0,0,6.2,6.2
32,ChrisIvory,NYJ,RB,2014,4,DET,12,51,4.2,0,1,1,10,0,0,0,6.1,6.1
32,ChrisJohnson,NYJ,RB,2014,4,DET,12,41,3.4,0,3,2,20,0,0,0,6.1,6.1
34,BishopSankey,TEN,RB,2014,4,IND,12,48,4,0,1,1,11,0,0,0,5.9,5.9
35,BernardPierce,BAL,RB,2014,4,CAR,11,48,4.4,0,1,1,10,0,0,0,5.8,5.8
36,JustinForsett,BAL,RB,2014,4,CAR,7,31,4.4,0,5,4,26,0,0,0,5.7,5.7
37,KnileDavis,KC,RB,2014,4,NE,9,37,4.1,0,3,2,19,0,0,0,5.6,5.6
38,BobbyRainey,TB,RB,2014,4,PIT,9,39,4.3,0,3,2,16,0,0,0,5.5,5.5
38,MauriceJones-Drew,OAK,RB,2014,4,MIA,12,45,3.8,0,1,1,10,0,0,0,5.5,5.5
40,AlfredBlue,HOU,RB,2014,4,BUF,11,48,4.4,0,1,1,5,0,0,0,5.3,5.3
41,LorenzoTaliaferro,BAL,RB,2014,4,CAR,7,39,5.6,0,1,1,7,0,0,0,4.6,4.6
