Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,RobGronkowskiQ,NE,TE,2017,13,BUF,8.55,5,55.6,72.6,0.7,0,8.1,14.6,0,0,0,0,0,0,11.5,11.46
2,TravisKelce,KC,TE,2017,13,NYJ,7.78,5.6,75,69.5,0.4,0,8.8,11.7,0.1,0.5,0,0,0.1,0.1,9.2,9.2
3,ZachErtz,PHI,TE,2017,13,SEA,9.51,5.5,60,61.3,0.5,0,6.1,10.2,0,0,0,0,0.1,0.1,8.9,8.93
4,JimmyGrahamP,SEA,TE,2017,13,PHI,6.9,4.7,71.4,51.2,0.6,0,7.3,10.2,0,0,0,0,0.1,0.1,8.5,8.52
5,DelanieWalkerIR,TEN,TE,2017,13,HOU,6.25,4.6,83.3,56.4,0.3,0,9.3,11.2,0,0,0,0,0.1,0.1,7.2,7.24
6,JaredCook,OAK,TE,2017,13,NYG,5.67,4.2,66.7,56.1,0.3,0,9.3,14,0,0,0,0,0.1,0.1,7.2,7.21
7,EvanEngramO,NYG,TE,2017,13,OAK,7.69,4.5,50,52,0.3,0,6.5,13,0,0,0,0,0,0,7,7
8,VernonDavis,WAS,TE,2017,13,DAL,6.64,4,57.1,53.8,0.3,0,7.7,13.5,0,0,0,0,0.1,0.1,7,6.98
9,HunterHenryPUP,LAC,TE,2017,13,CLE,4.81,3.3,60,42.5,0.4,0,8.4,14,0,0,0,0,0,0,6.6,6.65
10,KyleRudolph,MIN,TE,2017,13,ATL,7.56,4.3,50,41.2,0.4,0,5.1,10.2,0,0,0,0,0,0,6.5,6.52
11,JackDoyleO,IND,TE,2017,13,JAX,8.64,5.4,55.6,49,0.3,0,5.4,9.8,0,0,0,0,0.1,0.1,6.5,6.5
12,JasonWittenIR,DAL,TE,2017,13,WAS,7.17,4.1,57.1,40.9,0.3,0,5.9,10.2,0,0,0,0,0.1,0.1,5.7,5.69
