Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,LosAngelesChargers,LAC,DST,2014,4,JAX,0,4,0,1,0,0,0,0,14,0,0
1,BaltimoreRavens,BAL,DST,2014,4,CAR,0,4,0,0,0,0,0,0,18,0,0
1,DetroitLions,DET,DST,2014,4,NYJ,0,3,0,1,0,0,0,0,16,0,0
1,PittsburghSteelers,PIT,DST,2014,4,TB,0,2,0,1,0,0,0,0,17,0,0
1,MiamiDolphins,MIA,DST,2014,4,OAK,0,4,0,1,0,0,0,0,15,0,0
1,NewEnglandPatriots,NE,DST,2014,4,KC,0,3,0,1,0,0,0,0,19,0,0
1,CarolinaPanthers,CAR,DST,2014,4,BAL,0,4,0,1,0,0,0,0,17,0,0
1,BuffaloBills,BUF,DST,2014,4,HOU,0,3,0,1,0,0,0,0,21,0,0
1,IndianapolisColts,IND,DST,2014,4,TEN,0,3,0,1,1,0,0,0,17,0,0
1,NewYorkJets,NYJ,DST,2014,4,DET,0,2,0,1,0,0,0,0,20,0,0
1,HoustonTexans,HOU,DST,2014,4,BUF,0,3,0,1,1,0,0,0,18,0,0
1,AtlantaFalcons,ATL,DST,2014,4,MIN,0,3,0,1,0,0,0,0,21,0,0
1,OaklandRaiders,OAK,DST,2014,4,MIA,0,3,0,1,0,0,0,0,22,0,0
1,SanFrancisco49ers,SF,DST,2014,4,PHI,0,3,0,1,1,0,0,0,24,0,0
1,NewOrleansSaints,NO,DST,2014,4,DAL,0,3,0,1,0,0,0,0,24,0,0
1,NewYorkGiants,NYG,DST,2014,4,WAS,0,3,0,1,0,0,0,0,24,0,0
1,MinnesotaVikings,MIN,DST,2014,4,ATL,0,3,0,0,0,0,0,0,24,0,0
1,PhiladelphiaEagles,PHI,DST,2014,4,SF,0,2,0,1,0,0,0,0,26,0,0
1,WashingtonRedskins,WAS,DST,2014,4,NYG,0,3,0,1,0,0,0,0,25,0,0
1,JacksonvilleJaguars,JAX,DST,2014,4,LAC,0,3,0,0,0,0,0,0,28,0,0
1,TennesseeTitans,TEN,DST,2014,4,IND,0,2,0,1,0,0,0,0,25,0,0
1,KansasCityChiefs,KC,DST,2014,4,NE,0,3,0,0,0,0,0,0,28,0,0
1,GreenBayPackers,GB,DST,2014,4,CHI,0,3,0,1,1,0,0,0,28,0,0
1,TampaBayBuccaneers,TB,DST,2014,4,PIT,0,3,0,1,0,0,0,0,30,0,0
1,ChicagoBears,CHI,DST,2014,4,GB,0,3,0,0,0,0,0,0,29,0,0
1,DallasCowboys,DAL,DST,2014,4,NO,0,3,0,0,0,0,0,0,29,0,0
