Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,AntonioBrown,PIT,WR,2014,15,ATL,15,9,60,115,1,0,7.7,12.8,0,0,0,0,0,0,17.5,17.5
2,T.Y.Hilton,IND,WR,2014,15,HOU,10,7,70,106,1,0,10.6,15.1,0,0,0,0,0,0,16.6,16.6
3,OdellBeckhamJr,NYG,WR,2014,15,WAS,13,8,61.5,100,1,0,7.7,12.5,1,4,4,0,0,0,16.4,16.4
4,AlshonJefferyQ,CHI,WR,2014,15,NO,10,7,70,94,1,0,9.4,13.4,1,5,5,0,0,0,15.9,15.9
5,CalvinJohnson,DET,WR,2014,15,MIN,9,6,66.7,98,1,0,10.9,16.3,0,0,0,0,0,0,15.8,15.8
6,DezBryant,DAL,WR,2014,15,PHI,9,6,66.7,95,1,0,10.6,15.8,0,0,0,0,0,0,15.5,15.5
7,AJGreenP,CIN,WR,2014,15,CLE,9,6,66.7,93,1,0,10.3,15.5,0,0,0,0,0,0,15.3,15.3
8,DemaryiusThomas,DEN,WR,2014,15,LAC,10,7,70,92,1,0,9.2,13.1,0,0,0,0,0,0,15.2,15.2
9,JordyNelson,GB,WR,2014,15,BUF,10,6,60,91,1,0,9.1,15.2,0,0,0,0,0,0,15.1,15.1
10,HarryDouglas,ATL,WR,2014,15,PIT,9,6,66.7,87,1,0,9.7,14.5,0,0,0,0,0,0,14.7,14.7
11,RoddyWhite,ATL,WR,2014,15,PIT,10,7,70,86,1,0,8.6,12.3,0,0,0,0,0,0,14.6,14.6
11,EmmanuelSanders,DEN,WR,2014,15,LAC,9,6,66.7,84,1,0,9.3,14,1,2,2,0,0,0,14.6,14.6
13,JulianEdelmanSUS,NE,WR,2014,15,MIA,13,8,61.5,78,1,0,6,9.8,1,4,4,0,0,0,14.2,14.2
14,JoshGordonQ,CLE,WR,2014,15,CIN,9,6,66.7,79,1,0,8.8,13.2,0,0,0,0,0,0,13.9,13.9
14,MikeEvans,TB,WR,2014,15,CAR,9,6,66.7,79,1,0,8.8,13.2,0,0,0,0,0,0,13.9,13.9
14,JeremyMaclin,PHI,WR,2014,15,DAL,10,6,60,79,1,0,7.9,13.2,0,0,0,0,0,0,13.9,13.9
17,SammyWatkins,BUF,WR,2014,15,GB,8,6,75,75,1,0,9.4,12.5,0,0,0,0,0,0,13.5,13.5
18,RandallCobbQ,GB,WR,2014,15,BUF,10,6,60,73,1,0,7.3,12.2,0,0,0,0,0,0,13.3,13.3
18,VincentJackson,TB,WR,2014,15,CAR,8,6,75,73,1,0,9.1,12.2,0,0,0,0,0,0,13.3,13.3
20,SteveSmith,BAL,WR,2014,15,JAX,9,6,66.7,71,1,0,7.9,11.8,0,0,0,0,0,0,13.1,13.1
21,MarquesColston,NO,WR,2014,15,CHI,9,5,55.6,70,1,0,7.8,14,0,0,0,0,0,0,13,13
22,LarryFitzgeraldQ,ARI,WR,2014,15,LAR,8,6,75,69,1,0,8.6,11.5,0,0,0,0,0,0,12.9,12.9
23,KelvinBenjamin,CAR,WR,2014,15,TB,9,5,55.6,66,1,0,7.3,13.2,0,0,0,0,0,0,12.6,12.6
23,EricDecker,NYJ,WR,2014,15,TEN,9,6,66.7,66,1,0,7.3,11,0,0,0,0,0,0,12.6,12.6
25,KennyStills,NO,WR,2014,15,CHI,6,4,66.7,64,1,0,10.7,16,0,0,0,0,0,0,12.4,12.4
26,AnquanBoldin,SF,WR,2014,15,SEA,9,6,66.7,62,1,0,6.9,10.3,0,0,0,0,0,0,12.2,12.2
27,JordanMatthewsP,PHI,WR,2014,15,DAL,9,5,55.6,60,1,0,6.7,12,0,0,0,0,0,0,12,12
28,MikeWallaceIR,MIA,WR,2014,15,NE,6,4,66.7,59,1,0,9.8,14.8,0,0,0,0,0,0,11.9,11.9
29,MartavisBryant,PIT,WR,2014,15,ATL,5,3,60,58,1,0,11.6,19.3,0,0,0,0,0,0,11.8,11.8
30,CharlesJohnson,MIN,WR,2014,15,DET,7,4,57.1,56,1,0,8,14,0,0,0,0,0,0,11.6,11.6
30,AllenHurns,JAX,WR,2014,15,BAL,7,4,57.1,56,1,0,8,14,0,0,0,0,0,0,11.6,11.6
32,DonteMoncrief,IND,WR,2014,15,HOU,7,4,57.1,54,1,0,7.7,13.5,0,0,0,0,0,0,11.4,11.4
32,DerekHagan,TEN,WR,2014,15,NYJ,9,5,55.6,54,1,0,6,10.8,0,0,0,0,0,0,11.4,11.4
34,KeenanAllenQ,LAC,WR,2014,15,DEN,10,6,60,53,1,0,5.3,8.8,0,0,0,0,0,0,11.3,11.3
35,DougBaldwinQ,SEA,WR,2014,15,SF,6,4,66.7,51,1,0,8.5,12.8,0,0,0,0,0,0,11.1,11.1
36,JarvisLandry,MIA,WR,2014,15,NE,9,5,55.6,50,1,0,5.6,10,0,0,0,0,0,0,11,11
37,KamarAiken,BAL,WR,2014,15,JAX,5,4,80,46,1,0,9.2,11.5,0,0,0,0,0,0,10.6,10.6
38,JamesJones,OAK,WR,2014,15,KC,5,4,80,39,1,0,7.8,9.8,0,0,0,0,0,0,9.9,9.9
39,DeAndreHopkinsQ,HOU,WR,2014,15,IND,8,5,62.5,83,0,0,10.4,16.6,0,0,0,0,0,0,8.3,8.3
40,DeSeanJackson,WAS,WR,2014,15,NYG,6,4,66.7,71,0,0,11.8,17.8,0,0,0,0,0,0,7.1,7.1
41,GoldenTateQ,DET,WR,2014,15,MIN,10,6,60,64,0,0,6.4,10.7,0,0,0,0,0,0,6.4,6.4
42,MalcomFloyd,LAC,WR,2014,15,DEN,5,4,80,63,0,0,12.6,15.8,0,0,0,0,0,0,6.3,6.3
43,AndrewHawkins,CLE,WR,2014,15,CIN,7,5,71.4,57,0,0,8.1,11.4,0,0,0,0,0,0,5.7,5.7
44,MarqiseLeeIR,JAX,WR,2014,15,BAL,7,5,71.4,55,0,0,7.9,11,0,0,0,0,0,0,5.5,5.5
45,MichaelFloyd,ARI,WR,2014,15,LAR,6,4,66.7,54,0,0,9,13.5,0,0,0,0,0,0,5.4,5.4
