Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,StevenHauschka,SEA,K,2016,1,MIA,2,2,100,0,2.9,2.9,8.9,8.9
2,NickNovak,HOU,K,2016,1,CHI,2,2.1,100,0,2.8,2.8,8.8,8.8
2,ChandlerCatanzaro,ARI,K,2016,1,NE,2,2,100,0,2.8,2.8,8.8,8.8
2,ChrisBoswell,PIT,K,2016,1,WAS,2,2,100,0,2.8,2.8,8.8,8.8
5,JustinTucker,BAL,K,2016,1,BUF,2,2.1,100,0,2.7,2.7,8.7,8.7
5,RandyBullock,NYG,K,2016,1,DAL,2,2.1,100,0,2.7,2.7,8.7,8.7
7,MasonCrosby,GB,K,2016,1,JAX,1.9,2,100,0,2.9,2.9,8.6,8.6
7,CairoSantos,KC,K,2016,1,LAC,1.9,2.1,100,0,2.9,2.9,8.6,8.6
9,DanBailey,DAL,K,2016,1,NYG,1.9,2,100,0,2.8,2.8,8.5,8.5
10,MattBryant,ATL,K,2016,1,TB,2,2.1,100,0,2.3,2.3,8.3,8.3
11,StephenGostkowski,NE,K,2016,1,ARI,1.8,1.9,100,0,2.7,2.7,8.1,8.1
12,GrahamGano,CAR,K,2016,1,DEN,1.8,1.9,100,0,2.6,2.6,8,8
13,MattPrater,DET,K,2016,1,IND,1.7,1.8,100,0,2.7,2.7,7.8,7.8
13,DustinHopkins,WAS,K,2016,1,PIT,1.9,1.9,100,0,2.1,2.1,7.8,7.8
15,BlairWalsh,MIN,K,2016,1,TEN,1.9,2,100,0,2,2,7.7,7.7
16,PatrickMurray,CLE,K,2016,1,PHI,1.7,1.7,100,0,2.4,2.4,7.5,7.5
16,RobertoAguayo,TB,K,2016,1,ATL,1.8,2,100,0,2.1,2.1,7.5,7.5
16,MikeNugentIR,CIN,K,2016,1,NYJ,1.8,1.9,100,0,2.1,2.1,7.5,7.5
19,BrandonMcManus,DEN,K,2016,1,CAR,1.8,1.9,100,0,2,2,7.4,7.4
19,JasonMyers,JAX,K,2016,1,GB,1.8,1.9,100,0,2,2,7.4,7.4
19,DanCarpenter,BUF,K,2016,1,BAL,1.8,1.9,100,0,2,2,7.4,7.4
19,GregZuerlein,LAR,K,2016,1,SF,1.8,2,100,0,2,2,7.4,7.4
23,NickFolk,NYJ,K,2016,1,CIN,1.7,1.8,100,0,2,2,7.1,7.1
24,ConnorBarth,CHI,K,2016,1,HOU,1.7,1.8,100,0,1.9,1.9,7,7
24,JoshLamboP,LAC,K,2016,1,KC,1.7,1.8,100,0,1.9,1.9,7,7
24,AndrewFranks,MIA,K,2016,1,SEA,1.7,1.8,100,0,1.9,1.9,7,7
24,PhilDawson,SF,K,2016,1,LAR,1.7,1.8,100,0,1.9,1.9,7,7
28,AdamVinatieri,IND,K,2016,1,DET,1.3,1.4,100,0,2.8,2.8,6.7,6.7
29,SebastianJanikowski,OAK,K,2016,1,NO,1.2,1.4,100,0,2.9,2.9,6.5,6.5
30,CalebSturgis,PHI,K,2016,1,CLE,1.2,1.3,100,0,2.7,2.7,6.3,6.3
31,RyanSuccopP,TEN,K,2016,1,MIN,1,1.1,100,0,1.9,1.9,4.9,4.9
32,KaiForbath,NO,K,2016,1,OAK,0.6,0.6,100,0,1.9,1.9,3.7,3.7
33,JordanGay,BUF,K,2016,1,BAL,0,0,0,0,0,0,0,0
33,RobbieGould,CHI,K,2016,1,HOU,0,0,0,0,0,0,0,0
33,CodyParkey,PHI,K,2016,1,CLE,0,0,0,0,0,0,0,0
33,TravisCoons,CLE,K,2016,1,PHI,0,0,0,0,0,0,0,0
33,ShayneGraham,ATL,K,2016,1,TB,0,0,0,0,0,0,0,0
33,AldrickRosas,TEN,K,2016,1,MIN,0,0,0,0,0,0,0,0
33,ZachHocker,CIN,K,2016,1,NYJ,0,0,0,0,0,0,0,0
33,JoshBrown,NYG,K,2016,1,DAL,0,0,0,0,0,0,0,0
33,JohnLunsford,SF,K,2016,1,LAR,0,0,0,0,0,0,0,0
