Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,DevontaFreemanO,ATL,RB,2015,9,SF,20,91,4.6,1,5,4,33,0,0,0,18.4,18.4
2,ToddGurley,LAR,RB,2015,9,MIN,20,95,4.8,1,4,3,20,0,0,0,17.5,17.5
3,AdrianPetersonQ,MIN,RB,2015,9,LAR,20,85,4.2,1,3,2,14,0,0,0,15.9,15.9
4,DougMartin,TB,RB,2015,9,NYG,19,76,4,1,3,2,19,0,0,0,15.5,15.5
5,MarkIngramSUS,NO,RB,2015,9,TEN,17,75,4.4,1,3,2,18,0,0,0,15.3,15.3
5,LeSeanMcCoyQ,BUF,RB,2015,9,MIA,17,77,4.5,1,3,2,16,0,0,0,15.3,15.3
5,LamarMiller,MIA,RB,2015,9,BUF,15,71,4.7,1,4,3,22,0,0,0,15.3,15.3
5,DeMarcoMurray,PHI,RB,2015,9,DAL,16,73,4.6,1,4,3,20,0,0,0,15.3,15.3
9,ChrisIvory,NYJ,RB,2015,9,JAX,18,76,4.2,1,3,2,14,0,0,0,15,15
10,JonathanStewartIR,CAR,RB,2015,9,GB,18,74,4.1,1,3,2,11,0,0,0,14.5,14.5
11,LataviusMurray,OAK,RB,2015,9,PIT,16,73,4.6,1,3,2,11,0,0,0,14.4,14.4
12,JeremyHillIR,CIN,RB,2015,9,CLE,15,75,5,1,1,1,8,0,0,0,14.3,14.3
13,DeAngeloWilliams,PIT,RB,2015,9,OAK,15,66,4.4,1,3,2,16,0,0,0,14.2,14.2
14,EddieLacy,GB,RB,2015,9,CAR,14,69,4.9,1,3,2,11,0,0,0,14,14
14,RonnieHillman,DEN,RB,2015,9,IND,15,62,4.1,1,4,3,18,0,0,0,14,14
16,AntonioAndrews,TEN,RB,2015,9,NO,13,57,4.4,1,3,2,16,0,0,0,13.3,13.3
17,LeGarretteBlount,NE,RB,2015,9,WAS,13,63,4.8,1,0,0,4,0,0,0,12.7,12.7
18,DarrenMcFadden,DAL,RB,2015,9,PHI,16,61,3.8,0,6,4,27,0,0,0,8.8,8.8
19,DionLewis,NE,RB,2015,9,WAS,7,35,5,0,7,5,48,0,0,0,8.3,8.3
