Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,JamaalCharles,KC,RB,2013,8,CLE,23,95,4.1,1,9,6,59,0,0,0,21.4,21.4
2,KnowshonMoreno,DEN,RB,2013,8,WAS,17,68,4,1,5,4,34,0,0,0,16.2,16.2
3,LeSeanMcCoyQ,PHI,RB,2013,8,NYG,24,108,4.5,0,5,4,35,0,0,0,14.3,14.3
4,AdrianPetersonQ,MIN,RB,2013,8,GB,27,115,4.3,0,4,3,22,0,0,0,13.7,13.7
5,MarshawnLynchP,SEA,RB,2013,8,LAR,23,105,4.6,0,2,2,31,0,0,0,13.6,13.6
6,EddieLacy,GB,RB,2013,8,MIN,26,110,4.2,0,3,3,18,0,0,0,12.8,12.8
7,ReggieBush,DET,RB,2013,8,DAL,18,77,4.3,0,5,4,46,0,0,0,12.3,12.3
8,FrankGore,SF,RB,2013,8,JAX,22,110,5,0,2,1,12,0,0,0,12.2,12.2
9,DeAngeloWilliams,CAR,RB,2013,8,TB,21,80,3.8,0,2,2,23,0,0,0,10.3,10.3
10,DarrenSprolesO,NO,RB,2013,8,BUF,6,25,4.2,0,9,7,73,0,0,0,9.8,9.8
10,AndreEllington,ARI,RB,2013,8,ATL,8,53,6.6,0,7,6,45,0,0,0,9.8,9.8
12,MikeJames,TB,RB,2013,8,CAR,23,81,3.5,0,6,6,14,0,0,0,9.5,9.5
12,FredJackson,BUF,RB,2013,8,NO,14,64,4.6,0,5,4,31,0,0,0,9.5,9.5
14,GiovaniBernardP,CIN,RB,2013,8,NYJ,13,48,3.7,0,5,5,46,0,0,0,9.4,9.4
15,StevenJackson,ATL,RB,2013,8,ARI,12,59,4.9,0,6,5,34,0,0,0,9.3,9.3
16,AlfredMorrisQ,WAS,RB,2013,8,DEN,17,90,5.3,0,0,0,2,0,0,0,9.2,9.2
17,ChrisIvory,NYJ,RB,2013,8,CIN,25,88,3.5,0,0,0,0,0,0,0,8.8,8.8
18,ZacStacy,LAR,RB,2013,8,SEA,17,71,4.2,0,2,2,14,0,0,0,8.5,8.5
19,PierreThomas,NO,RB,2013,8,BUF,11,37,3.4,0,6,6,46,0,0,0,8.3,8.3
19,Le'VeonBellO,PIT,RB,2013,8,OAK,18,64,3.6,0,3,3,19,0,0,0,8.3,8.3
21,DarrenMcFadden,OAK,RB,2013,8,PIT,16,63,3.9,0,2,2,18,0,0,0,8.2,8.22
22,MonteeBall,DEN,RB,2013,8,WAS,19,66,3.5,0,1,1,15,0,0,0,8.1,8.1
23,PeytonHillis,NYG,RB,2013,8,PHI,15,54,3.6,0,2,2,18,0,0,0,7.2,7.2
24,StevanRidley,NE,RB,2013,8,MIA,15,59,3.9,0,1,1,11,0,0,0,7,7
25,JoiqueBell,DET,RB,2013,8,DAL,9,32,3.6,0,3,3,36,0,0,0,6.8,6.8
26,MauriceJones-Drew,JAX,RB,2013,8,SF,16,54,3.4,0,2,2,13,0,0,0,6.7,6.7
27,LamarMiller,MIA,RB,2013,8,NE,12,60,5,0,2,1,4,0,0,0,6.4,6.4
27,BilalPowell,NYJ,RB,2013,8,CIN,11,50,4.5,0,3,2,14,0,0,0,6.4,6.4
29,BrandonBolden,NE,RB,2013,8,MIA,7,36,5.1,0,5,4,24,0,0,0,6,6
30,TashardChoice,BUF,RB,2013,8,NO,12,47,3.9,0,2,2,6,0,0,0,5.3,5.3
