Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,StephenGostkowski,NE,K,2015,8,MIA,2,2,100,0,3,3,9,9
1,CairoSantos,KC,K,2015,8,DET,2,2,100,0,3,3,9,9
1,ChandlerCatanzaro,ARI,K,2015,8,CLE,2,2,100,0,3,3,9,9
1,KaiForbath,NO,K,2015,8,NYG,2,2,100,0,3,3,9,9
1,JoshBrown,NYG,K,2015,8,NO,2,2,100,0,3,3,9,9
1,JustinTucker,BAL,K,2015,8,LAC,2,2,100,0,3,3,9,9
1,NickNovak,HOU,K,2015,8,TEN,2,2,100,0,3,3,9,9
8,AndrewFranks,MIA,K,2015,8,NE,2,2,100,0,2,2,8,8
8,ConnorBarth,TB,K,2015,8,ATL,2,2,100,0,2,2,8,8
8,ZachHocker,NO,K,2015,8,NYG,2,2,100,0,2,2,8,8
8,BlairWalsh,MIN,K,2015,8,CHI,2,2,100,0,2,2,8,8
8,RobbieGould,CHI,K,2015,8,MIN,2,2,100,0,2,2,8,8
8,JoshLamboP,LAC,K,2015,8,BAL,2,2,100,0,2,2,8,8
8,MikeNugentIR,CIN,K,2015,8,PIT,2,2,100,0,2,2,8,8
8,ChrisBoswell,PIT,K,2015,8,CIN,2,2,100,0,2,2,8,8
8,SebastianJanikowski,OAK,K,2015,8,NYJ,2,2,100,0,2,2,8,8
8,NickFolk,NYJ,K,2015,8,OAK,2,2,100,0,2,2,8,8
8,StevenHauschka,SEA,K,2015,8,DAL,2,2,100,0,2,2,8,8
8,BrandonMcManus,DEN,K,2015,8,GB,2,2,100,0,2,2,8,8
8,MasonCrosby,GB,K,2015,8,DEN,2,2,100,0,2,2,8,8
8,AdamVinatieri,IND,K,2015,8,CAR,2,2,100,0,2,2,8,8
8,GrahamGano,CAR,K,2015,8,IND,2,2,100,0,2,2,8,8
23,PhilDawson,SF,K,2015,8,LAR,2,2,100,0,1,1,7,7
24,MattPrater,DET,K,2015,8,KC,1,1,100,0,3,3,6,6
24,MattBryant,ATL,K,2015,8,TB,1,2,50,0,3,3,6,6
26,TravisCoons,CLE,K,2015,8,ARI,1,1,100,0,2,2,5,5
26,GregZuerlein,LAR,K,2015,8,SF,1,2,50,0,2,2,5,5
26,RyanSuccopP,TEN,K,2015,8,HOU,1,1,100,0,2,2,5,5
26,DanBailey,DAL,K,2015,8,SEA,1,1,100,0,2,2,5,5
30,PatrickMurray,TB,K,2015,8,ATL,0,0,0,0,0,0,0,0
30,JayFeely,CHI,K,2015,8,MIN,0,0,0,0,0,0,0,0
30,JoshScobee,PIT,K,2015,8,CIN,0,0,0,0,0,0,0,0
30,ShaunSuisham,PIT,K,2015,8,CIN,0,0,0,0,0,0,0,0
30,GarrettHartley,PIT,K,2015,8,CIN,0,0,0,0,0,0,0,0
