Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,Le'VeonBellO,PIT,RB,2016,6,MIA,21.2,91.8,4.4,0.7,7.93,5.4,50.9,0.3,0.2,0.2,19.9,19.87
2,DeMarcoMurray,TEN,RB,2016,6,CLE,20.6,96.9,4.6,0.8,4.55,3.5,27.5,0.1,0.2,0.2,17.4,17.44
3,DavidJohnson,ARI,RB,2016,6,NYJ,18.6,71.1,3.7,0.7,5.2,4,41.3,0.2,0.2,0.2,16.2,16.24
4,LeSeanMcCoyQ,BUF,RB,2016,6,SF,19.6,88.9,4.4,0.7,4.21,3.1,22.5,0.1,0.1,0.1,15.7,15.74
5,ToddGurley,LAR,RB,2016,6,DET,20.3,88.3,4.4,0.7,3.8,2.8,23.2,0.1,0.2,0.2,15.6,15.55
6,LamarMiller,HOU,RB,2016,6,IND,21.2,91.2,4.3,0.5,3.75,2.7,21.8,0.1,0.2,0.2,14.5,14.5
7,JordanHoward,CHI,RB,2016,6,JAX,18.1,76.8,4.3,0.6,4.11,3,21.4,0.1,0.1,0.1,13.8,13.82
8,CJAnderson,DEN,RB,2016,6,LAC,16.7,71.2,4.2,0.6,3.94,2.8,22.8,0.1,0.1,0.1,13.4,13.4
9,EzekielElliott,DAL,RB,2016,6,GB,19.3,76.2,4,0.5,4.12,3.1,25.7,0.1,0.2,0.2,13.4,13.39
10,ChristineMichael,SEA,RB,2016,6,ATL,17.4,78.5,4.6,0.4,3.5,2.4,18.2,0.1,0.1,0.1,12.5,12.47
11,CarlosHyde,SF,RB,2016,6,BUF,17.7,68.5,3.8,0.6,2.94,2.1,15,0.1,0.1,0.1,12.4,12.35
12,EddieLacy,GB,RB,2016,6,DAL,16.8,76.5,4.5,0.4,2.81,2.1,17,0.1,0.1,0.1,12.2,12.15
13,MelvinGordon,LAC,RB,2016,6,DEN,18.6,65.8,3.5,0.5,4.88,3.3,21,0.1,0.3,0.3,11.7,11.68
14,MarkIngramSUS,NO,RB,2016,6,CAR,14.3,58.5,4.1,0.5,4.62,3.4,25.8,0.1,0.2,0.2,11.6,11.63
15,LeGarretteBlount,NE,RB,2016,6,CIN,18.2,77.9,4.3,0.6,0.69,0.5,3.3,0,0.1,0.1,11.5,11.52
16,IsaiahCrowell,CLE,RB,2016,6,TEN,16.6,71.8,4.2,0.5,1.76,1.2,9.9,0,0.1,0.1,11,10.97
17,FrankGore,IND,RB,2016,6,HOU,14.8,62.2,4.1,0.4,3.21,2.4,18.4,0.1,0.1,0.1,10.9,10.86
18,MattForteIR,NYJ,RB,2016,6,ARI,16.7,66,3.9,0.3,4.2,2.9,22,0.1,0.2,0.2,10.8,10.8
19,JonathanStewartIR,CAR,RB,2016,6,NO,14.4,68,4.9,0.5,1.94,1.4,10.6,0,0.1,0.1,10.7,10.66
20,RyanMathews,PHI,RB,2016,6,WAS,13.6,65.1,4.6,0.5,2.24,1.7,12.8,0,0.3,0.3,10.2,10.19
21,DevontaFreemanO,ATL,RB,2016,6,SEA,13.1,48.7,3.8,0.4,4.32,3.2,23.4,0.1,0.1,0.1,10,10.01
22,JamaalCharles,KC,RB,2016,6,OAK,9.7,51.3,5.1,0.4,3.84,2.6,22.4,0.1,0.2,0.2,10,9.97
23,MattJones,WAS,RB,2016,6,PHI,13.8,55.2,3.9,0.4,2.59,1.8,15,0.1,0.2,0.2,9.6,9.62
24,TJYeldonP,JAX,RB,2016,6,CHI,12.2,48.3,4,0.3,4.58,3.1,23.7,0.1,0.1,0.1,9.4,9.4
25,TerranceWest,BAL,RB,2016,6,NYG,14.7,56.8,3.8,0.4,2.01,1.4,9.1,0,0.1,0.1,8.8,8.79
26,ArianFoster,MIA,RB,2016,6,PIT,9.8,40.8,4.1,0.3,3.99,3,25,0.1,0.1,0.1,8.8,8.78
27,SpencerWare,KC,RB,2016,6,OAK,8.6,42.1,4.7,0.4,2.36,1.7,17.3,0.1,0.3,0.3,8.3,8.34
28,DeandreWashingtonQ,OAK,RB,2016,6,KC,9.7,43.2,4.3,0.3,3.08,2.3,16.8,0.1,0.1,0.1,8.2,8.2
29,JeremyHillIR,CIN,RB,2016,6,NE,12.2,48.9,4.1,0.4,1.43,1.1,8,0,0.1,0.1,7.9,7.89
30,RashadJennings,NYG,RB,2016,6,BAL,12.4,48.6,4.1,0.3,2.39,1.8,13.6,0,0.1,0.1,7.8,7.82
31,JalenRichard,OAK,RB,2016,6,KC,8.4,38.4,4.8,0.3,3.38,2.3,17,0.1,0.1,0.1,7.7,7.74
32,TevinColeman,ATL,RB,2016,6,SEA,8.1,29.1,3.6,0.2,4.28,3.2,30.3,0.1,0.1,0.1,7.5,7.54
33,GiovaniBernardP,CIN,RB,2016,6,NE,6.9,29.2,4.1,0.1,5.62,4.2,34,0.1,0.1,0.1,7.3,7.32
34,DarrenSprolesO,PHI,RB,2016,6,WAS,5.7,27.4,4.5,0.2,4.89,3.4,28.9,0.1,0.1,0.1,7.2,7.23
35,DukeJohnson,CLE,RB,2016,6,TEN,6.9,28.4,4,0.2,4.48,3.3,25.6,0.1,0.1,0.1,7,7
36,JamesWhite,NE,RB,2016,6,CIN,4.4,18.3,4.5,0.1,5.65,3.9,34.7,0.2,0.1,0.1,6.9,6.9
37,JustinForsett,DET,RB,2016,6,LAR,8.6,34.8,3.9,0.2,3.4,2.5,14.8,0.1,0.1,0.1,6.6,6.56
38,DevontaeBooker,DEN,RB,2016,6,LAC,7,28.3,4,0.2,2.16,1.5,13.7,0.1,0.1,0.1,5.8,5.8
39,ChrisIvory,JAX,RB,2016,6,CHI,8.2,34.2,4.2,0.3,1.57,1.1,7.7,0,0.1,0.1,5.8,5.79
40,BilalPowell,NYJ,RB,2016,6,ARI,5.1,21.3,4.2,0.1,5.22,3.6,26,0.1,0.1,0.1,5.7,5.73
41,FozzyWhittakerIR,CAR,RB,2016,6,NO,4.1,19,4.8,0.1,2.96,2,16.6,0.1,0,0,4.8,4.76
42,BobbyRainey,NYG,RB,2016,6,BAL,3.7,14.5,3.5,0.1,3.69,2.7,20.6,0.1,0.1,0.1,4.5,4.51
43,ChrisThompson,WAS,RB,2016,6,PHI,3,13.4,4.3,0.1,3.69,2.7,21,0.1,0.1,0.1,4.4,4.44
44,JamizeOlawale,OAK,FB,2016,6,KC,4.3,18.8,4.8,0.2,1.32,0.9,7.5,0.1,0,0,4.4,4.43
45,JayAjayiP,MIA,RB,2016,6,PIT,6.6,26.5,3.7,0.2,1.24,0.9,7,0,0.1,0.1,4.4,4.35
46,DerrickHenry,TEN,RB,2016,6,CLE,6.7,29.8,4.3,0.2,0.59,0.4,3.6,0,0.1,0.1,4.3,4.34
47,MikeGillislee,BUF,RB,2016,6,SF,4.8,20.8,4.2,0.2,0.93,0.7,5.3,0,0,0,3.8,3.81
48,OrleansDarkwa,NYG,RB,2016,6,BAL,5.9,22.7,3.8,0.2,0.86,0.6,4.5,0,0.1,0.1,3.7,3.72
49,CJSpiller,SEA,RB,2016,6,ATL,3.2,14.1,4.7,0,2.75,1.9,13.7,0.1,0,0,3.4,3.38
50,ZachZenner,DET,RB,2016,6,LAR,4.8,18,3.6,0.1,1.78,1.2,8.6,0,0,0,3.3,3.26
50,JoshFergusonIR,IND,RB,2016,6,HOU,1.8,6.6,3.5,0,4.32,3,20,0.1,0,0,3.3,3.26
52,MikeTolbert,CAR,FB,2016,6,NO,2.7,11.6,4,0.1,1.49,1,8.4,0.1,0,0,3.2,3.2
53,KennethDixonIR,BAL,RB,2016,6,NYG,5.1,18.4,3.6,0.1,1.46,1.1,8.5,0,0.1,0.1,3.1,3.09
54,ShaunDraughn,SF,RB,2016,6,BUF,5.1,17.8,3.6,0.1,1.59,1.1,8.1,0,0.1,0.1,3,2.99
55,Ka'DeemCareyIR,CHI,RB,2016,6,JAX,3.6,14,3.5,0.1,1.84,1.3,9.6,0,0,0,3,2.96
56,DeAngeloWilliams,PIT,RB,2016,6,MIA,4.4,19.2,4.8,0.1,1,0.7,5.9,0,0.1,0.1,2.9,2.91
57,TimHightower,NO,RB,2016,6,CAR,3.8,14.4,3.5,0.2,0.55,0.4,3.2,0,0.1,0.1,2.8,2.76
58,AndreEllington,ARI,RB,2016,6,NYJ,4.5,16.1,4,0.1,1.18,0.9,7.1,0,0.1,0.1,2.7,2.72
59,AlfredMorrisQ,DAL,RB,2016,6,GB,5.3,19.3,3.8,0.1,0.67,0.5,3.5,0,0.1,0.1,2.7,2.68
60,AlfredBlue,HOU,RB,2016,6,IND,4.5,18.7,4.8,0.1,0.54,0.4,3,0,0.1,0.1,2.6,2.57
61,JavoriusAllen,BAL,RB,2016,6,NYG,2.6,9.8,3.3,0.1,1.65,1.2,8.2,0,0,0,2.4,2.4
62,DexterMcCluster,LAC,RB,2016,6,DEN,1.9,7.1,3.5,0,2.04,1.5,10.8,0.1,0,0,2.4,2.39
63,JohnKuhn,NO,FB,2016,6,CAR,1.6,5.1,2.5,0.1,1.17,0.8,6.3,0.1,0,0,2.3,2.34
64,RobertTurbinSUS,IND,RB,2016,6,HOU,2.4,9.9,5,0,1.58,1.2,8.7,0.1,0.1,0.1,2.3,2.26
65,TravarisCadet,NO,RB,2016,6,CAR,0.8,2.5,2,0,2.25,1.6,13.9,0.1,0,0,2.2,2.24
66,KyleJuszczyk,BAL,FB,2016,6,NYG,0.2,0.5,0,0,2.74,2,15.8,0.1,0,0,2.2,2.23
67,CharcandrickWest,KC,RB,2016,6,OAK,1.9,8.7,4.5,0.1,1.18,0.8,5.8,0,0,0,2,2.05
68,DanielLascoPUP,NO,RB,2016,6,CAR,0.8,2.8,3,0,1.76,1.3,10.1,0.1,0,0,1.9,1.89
69,AlexCollins,SEA,RB,2016,6,ATL,2.3,8.9,4.5,0.1,0.54,0.4,3.2,0,0,0,1.8,1.81
70,WendellSmallwood,PHI,RB,2016,6,WAS,2.8,12.8,4.3,0.1,0.29,0.2,1,0,0.1,0.1,1.8,1.78
70,BenjaminCunningham,LAR,RB,2016,6,DET,2,9,4.5,0,1.47,1.1,8.8,0,0,0,1.8,1.78
72,JoiqueBell,CHI,RB,2016,6,JAX,1.6,6.3,3,0.1,0.56,0.4,4.1,0,0,0,1.6,1.64
73,RobKelleyIR,WAS,RB,2016,6,PHI,2.1,8.4,4,0.1,0.14,0.1,0.7,0,0,0,1.5,1.51
74,AaronRipkowski,GB,FB,2016,6,DAL,1.5,5.5,3,0.1,0.66,0.5,3.4,0,0,0,1.5,1.49
75,StepfanTaylor,ARI,RB,2016,6,NYJ,1.7,5.3,2.5,0.1,0,0,0.2,0,0,0,1.2,1.15
76,KennethFarrow,LAC,RB,2016,6,DEN,2.3,8.8,4.5,0,0.42,0.3,1.3,0,0,0,1,1.01
76,PaulPerkins,NYG,RB,2016,6,BAL,1.4,5.5,6,0,0.87,0.6,4.6,0,0,0,1,1.01
78,DenardRobinson,JAX,RB,2016,6,CHI,1.5,6,3,0,0.42,0.3,2.4,0,0,0,0.8,0.84
78,KenyanDrake,MIA,RB,2016,6,PIT,0.9,3.8,4,0,0.88,0.6,4.6,0,0,0,0.8,0.84
80,DamienWilliams,MIA,RB,2016,6,PIT,0.7,2.9,3,0,0.86,0.6,5,0,0,0,0.8,0.79
