Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,AaronRodgersQ,GB,QB,2016,10,TEN,23.3,36.5,63.9,280.2,7.8,2.2,0.5,106.25,3.9,19.6,5,0.3,22.4,22.37
2,DakPrescott,DAL,QB,2016,10,PIT,22.2,32.3,68.8,272,8.5,1.8,0.5,115.62,3.9,18.9,4.8,0.3,20.2,20.17
3,TomBrady,NE,QB,2016,10,SEA,23.4,35.4,65.7,268.4,7.7,2.1,0.7,95.89,3.2,11,3.7,0.1,19,19.04
4,CarsonPalmer,ARI,QB,2016,10,SF,23.3,37.9,60.5,283.4,7.4,2.2,1,90.13,1.7,2.8,1.5,0.1,18.6,18.62
5,MattRyan,ATL,QB,2016,10,PHI,23.3,36.6,62.2,294.6,8,1.8,1,93.86,2.2,6.6,3.5,0.1,17.6,17.64
6,DrewBrees,NO,QB,2016,10,DEN,26.8,41.5,64.3,284.9,6.8,1.9,1.1,89.88,2,6,3,0.1,17.6,17.6
7,BenRoethlisberger,PIT,QB,2016,10,DAL,25.6,37.7,68.4,278.9,7.3,1.6,1,96.27,2.6,11.6,4,0.2,17.5,17.52
8,MarcusMariotaP,TEN,QB,2016,10,GB,18.6,30.6,61.3,244.9,7.9,1.5,1,94.15,3.9,17.2,4.2,0.3,16.9,16.92
9,PhilipRivers,LAC,QB,2016,10,MIA,25.1,38.2,65.8,278.7,7.3,1.6,1,94.08,2,6.8,3.5,0.1,16.2,16.23
10,JoeFlacco,BAL,QB,2016,10,CLE,24.6,39.3,64.1,260.6,6.7,1.6,1,89.8,2.1,6,3,0.2,16.2,16.22
11,AndyDalton,CIN,QB,2016,10,NYG,22.3,34.5,64.7,264.7,7.8,1.5,1,95.83,3.3,11.6,4,0.1,16.2,16.15
12,KirkCousins,WAS,QB,2016,10,MIN,23.7,36.6,64.9,268.5,7.2,1.8,1.1,93.07,1.4,2.7,3,0.1,16,16.01
13,JameisWinston,TB,QB,2016,10,CHI,21.9,35.7,61.1,252.6,7,1.5,0.9,89.24,2.8,13.7,4.7,0.1,15.9,15.87
14,RussellWilson,SEA,QB,2016,10,NE,23.3,35.8,63.9,267.2,7.4,1.5,1,93.17,2.7,9,3,0.1,15.8,15.79
15,TrevorSiemian,DEN,QB,2016,10,NO,22.6,35.5,63.9,255.5,7.1,1.5,0.9,91.9,2.8,11.8,4,0.1,15.6,15.6
16,BlakeBortles,JAX,QB,2016,10,HOU,21.2,37.6,55.3,246.1,6.5,1.4,1.4,72.92,3.7,21.6,5.5,0.2,15.4,15.4
17,CamNewton,CAR,QB,2016,10,KC,19.3,33.5,55.9,214.3,6.3,1.2,1.1,72.43,5.2,27.7,5.6,0.3,15.1,15.14
18,CarsonWentz,PHI,QB,2016,10,ATL,24.5,37.2,64.9,237.7,6.4,1.6,0.8,89.7,2.3,3.8,2,0.1,14.9,14.89
19,AlexSmith,KC,QB,2016,10,CAR,21.1,32.4,65.6,262.1,8.2,1.5,0.9,98.7,2.5,6.5,3,0,14.7,14.73
20,JayCutler,CHI,QB,2016,10,TB,22.9,34.2,67.6,249.9,7.4,1.5,0.9,96.45,1.8,4.8,2.5,0.1,14.7,14.68
21,ColinKaepernick,SF,QB,2016,10,ARI,16.7,30.2,56.7,173.5,5.8,1,1.2,70.69,10.58,50.8,4.6,0.2,14.2,14.22
22,SamBradfordQ,MIN,QB,2016,10,WAS,20.7,31.2,67.7,249,8,1.4,0.8,89.31,2.1,5.9,3,0,14,13.95
23,EliManning,NYG,QB,2016,10,CIN,24,37.7,63.2,265.7,7,1.4,1.1,81.69,1.4,1.6,2,0,13.8,13.79
24,CodyKessler,CLE,QB,2016,10,BAL,22.5,35.4,62.9,246.5,7,1.2,1.1,81.37,1.9,5.1,2.5,0.1,13.2,13.17
25,RyanTannehillP,MIA,QB,2016,10,LAC,20,31.5,62.5,202.2,6.3,1.3,1,77.86,3.6,16.6,4.2,0.1,13.2,13.15
26,BrockOsweiler,HOU,QB,2016,10,JAX,22.4,36.3,61.1,212,5.9,1.1,1,75.23,3.1,14.3,4.7,0.1,12.7,12.71
27,CaseKeenum,LAR,QB,2016,10,NYJ,18.9,31.5,59.4,221.5,6.9,1.2,1.1,77.86,2.3,8.3,4,0.1,12.5,12.49
28,BrycePetty,NYJ,QB,2016,10,LAR,16.2,28.7,55.2,196.7,6.8,1.1,1,73.49,2.5,9.6,5,0.1,11.4,11.43
29,RyanFitzpatrick,NYJ,QB,2016,10,LAR,13,21.6,59.1,173,7.9,0.9,0.7,80.3,2.3,8.6,4.5,0.1,10.4,10.38
30,BlaineGabbertQ,SF,QB,2016,10,ARI,0.9,1.5,50,12,6,0.1,0.1,68.75,0.4,2.7,0,0,1,0.95
31,JoshMcCown,CLE,QB,2016,10,BAL,0.8,1.3,100,10.6,11,0.1,0,112.5,0.1,0.3,0,0,0.8,0.85
31,ShaunHill,MIN,QB,2016,10,WAS,0.7,1.2,100,9.9,10,0.1,0,108.33,0.2,0.5,0,0,0.8,0.85
33,JaredGoff,LAR,QB,2016,10,NYJ,1,1.8,50,14,7,0.1,0.1,72.92,0.2,0.5,0,0,0.8,0.81
34,PaxtonLynch,DEN,QB,2016,10,NO,1,1.6,50,12.9,6.5,0.1,0.1,70.83,0.2,0.5,0,0,0.8,0.77
35,NickFoles,KC,QB,2016,10,CAR,0.9,1.5,100,11.8,12,0.1,0.1,116.67,0.1,0.5,0,0,0.7,0.72
35,TomSavage,HOU,QB,2016,10,JAX,0.9,1.5,100,11.9,12,0.1,0.1,116.67,0.1,0.4,0,0,0.7,0.72
37,ChadHenne,JAX,QB,2016,10,HOU,0.9,1.4,100,11.6,12,0.1,0.1,116.67,0.1,0.5,0,0,0.7,0.71
38,ColtMcCoy,WAS,QB,2016,10,MIN,0.8,1.4,100,11.1,11,0.1,0.1,112.5,0.2,0.5,0,0,0.7,0.69
38,LandryJones,PIT,QB,2016,10,DAL,0.8,1.3,100,10.4,10,0.1,0.1,108.33,0.2,0.7,0,0,0.7,0.69
40,RyanNassib,NYG,QB,2016,10,CIN,0.8,1.3,100,10.7,11,0.1,0.1,112.5,0.1,0.4,0,0,0.7,0.67
41,ChaseDaniel,PHI,QB,2016,10,ATL,0.8,1.3,100,10.6,11,0.1,0.1,112.5,0.1,0.4,0,0,0.7,0.66
41,MattMoore,MIA,QB,2016,10,LAC,0.8,1.3,100,10.5,10,0.1,0.1,108.33,0.1,0.4,0,0,0.7,0.66
