Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,RussellWilson,SEA,QB,2015,1,LAR,18,28,64.3,223,8,2,0,112.65,6,39,6.5,0,20.8,20.82
2,DrewBrees,NO,QB,2015,1,ARI,26,39,66.7,314,8.1,2,1,97.6,2,3,1.5,0,18.9,18.86
3,RyanTannehillP,MIA,QB,2015,1,WAS,25,37,67.6,281,7.6,2,1,96.79,3,16,5.3,0,18.8,18.84
4,MattRyan,ATL,QB,2015,1,PHI,26,40,65,308,7.7,2,1,94.58,2,5,2.5,0,18.8,18.82
5,AaronRodgersQ,GB,QB,2015,1,CHI,24,36,66.7,280,7.8,2,1,96.99,3,16,5.3,0,18.8,18.8
6,AndrewLuckP,IND,QB,2015,1,BUF,24,41,58.5,273,6.7,2,1,84.71,3,16,5.3,0,18.5,18.52
7,BenRoethlisberger,PIT,QB,2015,1,NE,25,38,65.8,297,7.8,2,1,96.05,2,5,2.5,0,18.4,18.38
8,PeytonManning,DEN,QB,2015,1,BAL,24,37,64.9,298,8.1,2,1,96.45,1,0,0,0,17.9,17.92
9,PhilipRivers,LAC,QB,2015,1,DET,23,36,63.9,286,7.9,2,1,95.37,2,4,2,0,17.8,17.84
10,JayCutler,CHI,QB,2015,1,GB,22,37,59.5,262,7.1,2,1,87.89,3,13,4.3,0,17.8,17.78
10,MatthewStafford,DET,QB,2015,1,LAC,24,40,60,277,6.9,2,1,87.19,2,7,3.5,0,17.8,17.78
10,EliManning,NYG,QB,2015,1,DAL,24,36,66.7,287,8,2,1,97.8,1,3,3,0,17.8,17.78
13,TomBrady,NE,QB,2015,1,PIT,24,38,63.2,283,7.4,2,1,92.32,2,3,1.5,0,17.6,17.62
14,SamBradfordQ,PHI,QB,2015,1,ATL,22,36,61.1,263,7.3,2,1,90.39,3,8,2.7,0,17.3,17.32
15,CarsonPalmer,ARI,QB,2015,1,NO,22,36,61.1,270,7.5,2,1,91.2,2,4,2,0,17.2,17.2
16,TonyRomo,DAL,QB,2015,1,NYG,22,33,66.7,267,8.1,2,1,98.93,2,5,2.5,0,17.2,17.18
17,JoeFlacco,BAL,QB,2015,1,DEN,24,38,63.2,259,6.8,2,1,89.69,2,6,3,0,17,16.96
18,AndyDalton,CIN,QB,2015,1,OAK,20,32,62.5,229,7.2,2,1,91.8,3,11,3.7,0,16.3,16.26
19,ColinKaepernick,SF,QB,2015,1,MIN,18,30,60,231,7.7,1,1,81.39,6,38,6.3,0,15,15.04
20,CamNewton,CAR,QB,2015,1,JAX,19,31,61.3,225,7.3,1,1,80.71,7,36,5.1,0,14.6,14.6
21,MarcusMariotaP,TEN,QB,2015,1,TB,20,32,62.5,231,7.2,1,1,81.64,5,28,5.6,0,14,14.04
22,BlakeBortles,JAX,QB,2015,1,CAR,20,34,58.8,235,6.9,1,1,77.45,4,22,5.5,0,13.6,13.6
23,TeddyBridgewater,MIN,QB,2015,1,SF,20,33,60.6,236,7.2,1,1,79.86,3,17,5.7,0,13.1,13.14
24,JameisWinston,TB,QB,2015,1,TEN,19,32,59.4,241,7.5,1,1,80.34,3,11,3.7,0,12.7,12.74
25,KirkCousins,WAS,QB,2015,1,MIA,20,33,60.6,252,7.6,1,1,81.88,2,6,3,0,12.7,12.68
26,DerekCarr,OAK,QB,2015,1,CIN,21,37,56.8,249,6.7,1,1,75.17,2,7,3.5,0,12.7,12.66
27,AlexSmith,KC,QB,2015,1,HOU,20,32,62.5,220,6.9,1,1,80.21,4,18,4.5,0,12.6,12.6
28,RyanFitzpatrick,NYJ,QB,2015,1,CLE,18,31,58.1,224,7.2,1,1,77.89,4,16,4,0,12.6,12.56
29,TyrodTaylorQ,BUF,QB,2015,1,IND,18,30,60,196,6.5,1,1,76.53,5,26,5.2,0,12.4,12.44
30,BrianHoyer,HOU,QB,2015,1,KC,18,31,58.1,228,7.4,1,1,78.43,2,4,2,0,11.5,11.52
31,NickFoles,LAR,QB,2015,1,SEA,19,31,61.3,213,6.9,1,1,79.1,2,9,4.5,0,11.4,11.42
32,JoshMcCown,CLE,QB,2015,1,NYJ,17,29,58.6,196,6.8,1,1,76.22,3,13,4.3,0,11.1,11.14
33,JohnnyManziel,CLE,QB,2015,1,NYJ,3,6,50,41,6.8,0,0,72.22,1,2,2,0,1.8,1.84
34,RyanMallett,HOU,QB,2015,1,KC,1,2,50,17,8.5,0,0,79.17,0,1,0,0,0.8,0.78
35,MikeGlennon,TB,QB,2015,1,TEN,1,1,100,7,7,0,0,95.83,0,1,0,0,0.4,0.38
36,MarkSanchez,PHI,QB,2015,1,ATL,1,1,100,9,9,0,0,104.17,0,0,0,0,0.4,0.36
37,DrewStanton,ARI,QB,2015,1,NO,1,1,100,8,8,0,0,100,0,0,0,0,0.3,0.32
38,JimmyGaroppoloIR,NE,QB,2015,1,PIT,1,1,100,7,7,0,0,95.83,0,0,0,0,0.3,0.28
38,ZachMettenberger,TEN,QB,2015,1,TB,1,1,100,7,7,0,0,95.83,0,0,0,0,0.3,0.28
38,ShaunHill,MIN,QB,2015,1,SF,1,1,100,7,7,0,0,95.83,0,0,0,0,0.3,0.28
41,MichaelVick,PIT,QB,2015,1,NE,0,1,0,4,4,0,0,43.75,0,1,0,0,0.3,0.26
41,ChaseDaniel,KC,QB,2015,1,HOU,0,1,0,4,4,0,0,43.75,0,1,0,0,0.3,0.26
41,BlaineGabbertQ,SF,QB,2015,1,MIN,0,1,0,4,4,0,0,43.75,0,1,0,0,0.3,0.26
44,ScottTolzien,GB,QB,2015,1,CHI,0,1,0,6,6,0,0,52.08,0,0,0,0,0.2,0.24
44,ChadHenne,JAX,QB,2015,1,CAR,1,1,100,6,6,0,0,91.67,0,0,0,0,0.2,0.24
44,DanOrlovsky,DET,QB,2015,1,LAC,0,1,0,6,6,0,0,52.08,0,0,0,0,0.2,0.24
44,KellenClemens,LAC,QB,2015,1,DET,0,1,0,6,6,0,0,52.08,0,0,0,0,0.2,0.24
44,SeanRenfree,ATL,QB,2015,1,PHI,0,1,0,6,6,0,0,52.08,0,0,0,0,0.2,0.24
49,DerekAnderson,CAR,QB,2015,1,JAX,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
49,CaseKeenum,LAR,QB,2015,1,SEA,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
49,BrandonWeeden,DAL,QB,2015,1,NYG,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
52,JimmyClausen,CHI,QB,2015,1,GB,0,1,0,4,4,0,0,43.75,0,0,0,0,0.2,0.16
52,MattHasselbeck,IND,QB,2015,1,BUF,0,0,0,4,0,0,0,0,0,0,0,0,0.2,0.16
52,LukeMcCown,NO,QB,2015,1,ARI,0,0,0,4,0,0,0,0,0,0,0,0,0.2,0.16
52,MattSchaub,BAL,QB,2015,1,DEN,0,1,0,4,4,0,0,43.75,0,0,0,0,0.2,0.16
56,ColtMcCoy,WAS,QB,2015,1,MIA,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.12
56,BrockOsweiler,DEN,QB,2015,1,BAL,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.12
58,AustinDavisP,CLE,QB,2015,1,NYJ,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.08
