Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,GregOlsenO,CAR,TE,2016,9,LAR,8.57,4.9,55.6,70.3,0.3,0,7.8,14,0,0,0,0,0.1,0.1,8.6,8.63
2,KyleRudolph,MIN,TE,2016,9,DET,8.62,4.9,55.6,51.3,0.4,0,5.7,10.2,0,0,0,0,0,0,7.5,7.53
3,AntonioGates,LAC,TE,2016,9,TEN,6.7,4.3,57.1,44.9,0.5,0,6.4,11.2,0,0,0,0,0,0,7.5,7.49
4,CameronBrate,TB,TE,2016,9,ATL,6.27,4.3,66.7,43.7,0.5,0,7.3,11,0,0,0,0,0,0,7.4,7.37
5,JackDoyleO,IND,TE,2016,9,GB,5.76,3.6,66.7,42.8,0.5,0,7.2,10.8,0,0,0,0,0,0,7.3,7.28
6,EricEbronP,DET,TE,2016,9,MIN,6.71,4.9,71.4,51.1,0.3,0,7.3,10.2,0,0,0,0,0,0,6.9,6.91
7,DelanieWalkerIR,TEN,TE,2016,9,LAC,5.16,3.8,80,49.6,0.3,0,10,12.5,0.1,0.9,0,0,0,0,6.8,6.85
8,TravisKelce,KC,TE,2016,9,JAX,5.97,4.3,66.7,49.4,0.3,0,8.2,12.2,0,0,0,0,0,0,6.7,6.74
9,CobyFleener,NO,TE,2016,9,SF,4.32,3.2,75,42.4,0.3,0,10.5,14,0.1,0,0,0.1,0,0,6.6,6.64
10,GaryBarnidge,CLE,TE,2016,9,DAL,6.92,4,57.1,49,0.2,0,7,12.2,0,0,0,0,0,0,6.1,6.1
11,AustinHooper,ATL,TE,2016,9,TB,3.3,2.5,66.7,33.8,0.3,0,11.3,17,0,0,0,0,0,0,5.2,5.18
12,LanceKendricks,LAR,TE,2016,9,CAR,6.82,3.9,57.1,39.3,0.2,0,5.6,9.8,0,0,0,0,0,0,5.1,5.13
13,JasonWittenIR,DAL,TE,2016,9,CLE,8.05,4.6,62.5,45,0.1,0,5.6,9,0,0,0,0,0,0,5.1,5.1
14,VanceMcDonald,SF,TE,2016,9,NO,3.73,2.1,50,30.7,0.3,0,7.8,15.5,0,0,0,0,0,0,4.9,4.87
15,JimmyGrahamP,SEA,TE,2016,9,BUF,4.7,3.2,60,43.1,0.1,0,8.6,14.3,0,0,0,0,0.1,0.1,4.7,4.71
