Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,StephenGostkowski,NE,K,2017,5,TB,2,2.1,100,0,3.2,3.2,9.2,9.2
2,JakeElliott,PHI,K,2017,5,ARI,2.2,2.4,100,0,2.1,2.1,8.7,8.7
3,ChrisBoswell,PIT,K,2017,5,JAX,2,2.1,100,0,2.6,2.6,8.6,8.6
4,AdamVinatieri,IND,K,2017,5,SF,1.9,2,100,0,2.3,2.3,8,8
5,KaiForbath,MIN,K,2017,5,CHI,1.8,1.9,100,0,2.4,2.4,7.8,7.8
6,JustinTucker,BAL,K,2017,5,OAK,1.9,2,100,0,2,2,7.7,7.7
7,GrahamGano,CAR,K,2017,5,DET,1.9,2,100,0,1.8,1.8,7.5,7.5
7,RyanSuccopP,TEN,K,2017,5,MIA,1.6,1.7,100,0,2.7,2.7,7.5,7.5
9,BlairWalsh,SEA,K,2017,5,LAR,1.6,1.8,100,0,2.6,2.6,7.4,7.4
10,RobbieGould,SF,K,2017,5,IND,1.7,1.8,100,0,2.1,2.1,7.2,7.2
11,GregZuerlein,LAR,K,2017,5,SEA,1.7,1.8,100,0,2,2,7.1,7.1
11,DanBailey,DAL,K,2017,5,GB,1.4,1.5,50,0,2.9,2.9,7.1,7.1
11,HarrisonButker,KC,K,2017,5,HOU,1.5,1.7,100,0,2.6,2.6,7.1,7.1
14,ChandlerCatanzaro,NYJ,K,2017,5,CLE,1.6,1.8,100,0,2.1,2.1,6.9,6.9
14,AldrickRosas,NYG,K,2017,5,LAC,1.5,1.6,100,0,2.4,2.4,6.9,6.9
16,ZaneGonzalez,CLE,K,2017,5,NYJ,1.7,1.8,100,0,1.7,1.7,6.8,6.8
17,RandyBullock,CIN,K,2017,5,BUF,1.6,1.7,100,0,1.9,1.9,6.7,6.7
18,NickFolk,TB,K,2017,5,NE,1.4,1.6,50,0,2.4,2.4,6.6,6.6
18,CodyParkey,MIA,K,2017,5,TEN,1.5,1.6,100,0,2.1,2.1,6.6,6.6
20,MasonCrosby,GB,K,2017,5,DAL,1.1,1.2,100,0,3.1,3.1,6.4,6.4
21,GiorgioTavecchio,OAK,K,2017,5,BAL,1.4,1.5,50,0,2.1,2.1,6.3,6.3
22,MattPrater,DET,K,2017,5,CAR,1.4,1.5,50,0,2,2,6.2,6.2
22,JasonMyers,JAX,K,2017,5,PIT,1.4,1.5,50,0,2,2,6.2,6.2
24,StevenHauschka,BUF,K,2017,5,CIN,1.4,1.5,50,0,1.9,1.9,6.1,6.1
25,PhilDawson,ARI,K,2017,5,PHI,1.3,1.5,50,0,1.6,1.6,5.5,5.5
26,ConnorBarth,CHI,K,2017,5,MIN,1.2,1.3,100,0,1.6,1.6,5.2,5.2
27,NickNovak,LAC,K,2017,5,NYG,1,1.1,100,0,2,2,5,5
27,Ka'imiFairbairn,HOU,K,2017,5,KC,1.1,1.2,100,0,1.7,1.7,5,5
29,CalebSturgis,PHI,K,2017,5,ARI,0,0,0,0,0,0,0,0
29,SebastianJanikowski,OAK,K,2017,5,BAL,0,0,0,0,0,0,0,0
