Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,CamNewton,CAR,QB,2015,7,PHI,20,33,60.6,238,7.2,2,1,90.21,7,37,5.3,1,25.2,25.22
2,AndrewLuckP,IND,QB,2015,7,NO,24,40,60,289,7.2,3,1,96.77,4,16,4,0,23.2,23.16
3,CarsonPalmer,ARI,QB,2015,7,BAL,23,37,62.2,300,8.1,3,1,103.43,2,3,1.5,0,22.3,22.3
4,TomBrady,NE,QB,2015,7,NYJ,25,38,65.8,280,7.4,3,1,102.96,2,2,1,0,21.4,21.4
5,RussellWilson,SEA,QB,2015,7,SF,19,30,63.3,230,7.7,2,1,95.14,7,39,5.6,0,19.1,19.1
6,DrewBrees,NO,QB,2015,7,IND,27,41,65.9,307,7.5,2,1,94.26,1,2,2,0,18.5,18.48
7,PhilipRivers,LAC,QB,2015,7,OAK,26,39,66.7,306,7.8,2,1,96.74,1,2,2,0,18.4,18.44
8,MatthewStafford,DET,QB,2015,7,MIN,25,40,62.5,276,6.9,2,1,89.17,2,7,3.5,0,17.7,17.74
9,MattRyan,ATL,QB,2015,7,TEN,24,37,64.9,277,7.5,2,1,94.09,2,4,2,0,17.5,17.48
9,RyanTannehillP,MIA,QB,2015,7,HOU,23,38,60.5,257,6.8,2,1,87.28,3,12,4,0,17.5,17.48
9,EliManning,NYG,QB,2015,7,DAL,25,39,64.1,277,7.1,2,1,91.51,2,4,2,0,17.5,17.48
12,AlexSmith,KC,QB,2015,7,PIT,21,34,61.8,237,7,2,1,89.95,4,18,4.5,0,17.3,17.28
12,RyanFitzpatrick,NYJ,QB,2015,7,NE,21,34,61.8,237,7,2,1,89.95,4,18,4.5,0,17.3,17.28
14,JoshMcCown,CLE,QB,2015,7,LAR,21,35,60,254,7.3,2,1,89.46,2,8,4,0,17,16.96
15,JameisWinston,TB,QB,2015,7,WAS,19,32,59.4,237,7.4,2,1,90.23,3,13,4.3,0,16.8,16.78
16,TeddyBridgewater,MIN,QB,2015,7,DET,20,31,64.5,228,7.4,2,1,94.56,3,16,5.3,0,16.7,16.72
17,SamBradfordQ,PHI,QB,2015,7,CAR,22,37,59.5,256,6.9,2,1,87.22,2,4,2,0,16.6,16.64
18,DerekCarr,OAK,QB,2015,7,LAC,22,36,61.1,243,6.8,2,1,88.08,2,7,3.5,0,16.4,16.42
19,JoeFlacco,BAL,QB,2015,7,ARI,24,39,61.5,252,6.5,2,1,86.7,2,3,1.5,0,16.4,16.38
20,BlakeBortles,JAX,QB,2015,7,BUF,23,40,57.5,258,6.4,2,2,72.71,3,20,6.7,0,16.3,16.32
21,BrianHoyer,HOU,QB,2015,7,MIA,22,37,59.5,250,6.8,2,1,86.54,2,3,1.5,0,16.3,16.3
22,EJManuel,BUF,QB,2015,7,JAX,19,31,61.3,208,6.7,2,1,89.18,4,17,4.2,0,16,16.02
23,ZachMettenberger,TEN,QB,2015,7,ATL,20,33,60.6,239,7.2,2,1,90.34,2,4,2,0,16,15.96
24,KirkCousins,WAS,QB,2015,7,TB,21,32,65.6,229,7.2,2,1,94.4,1,6,6,0,15.8,15.76
25,MattCassel,DAL,QB,2015,7,NYG,19,32,59.4,220,6.9,2,1,88.02,2,6,3,0,15.4,15.4
26,NickFoles,LAR,QB,2015,7,CLE,18,30,60,214,7.1,2,1,90.14,2,5,2.5,0,15.1,15.06
27,LandryJones,PIT,QB,2015,7,KC,16,29,55.2,196,6.8,2,1,84.84,2,7,3.5,0,14.5,14.54
28,ColinKaepernick,SF,QB,2015,7,SEA,18,30,60,203,6.8,1,1,77.5,6,33,5.5,0,13.4,13.42
29,JohnnyManziel,CLE,QB,2015,7,LAR,1,1,100,12,12,0,0,116.67,0,2,0,0,0.7,0.68
30,GenoSmith,NYJ,QB,2015,7,NE,1,1,100,10,10,0,0,108.33,0,1,0,0,0.5,0.5
31,MikeGlennon,TB,QB,2015,7,WAS,1,1,100,9,9,0,0,104.17,0,0,0,0,0.4,0.36
31,MarkSanchez,PHI,QB,2015,7,CAR,1,1,100,9,9,0,0,104.17,0,0,0,0,0.4,0.36
33,ChadHenne,JAX,QB,2015,7,BUF,1,1,100,8,8,0,0,100,0,0,0,0,0.3,0.32
33,MattHasselbeck,IND,QB,2015,7,NO,1,1,100,8,8,0,0,100,0,0,0,0,0.3,0.32
33,ShaunHill,MIN,QB,2015,7,DET,1,1,100,8,8,0,0,100,0,0,0,0,0.3,0.32
33,CaseKeenum,LAR,QB,2015,7,CLE,1,1,100,8,8,0,0,100,0,0,0,0,0.3,0.32
33,RyanMallett,HOU,QB,2015,7,MIA,1,1,100,8,8,0,0,100,0,0,0,0,0.3,0.32
38,ColtMcCoy,WAS,QB,2015,7,TB,1,1,100,7,7,0,0,95.83,0,0,0,0,0.3,0.28
38,MattMcGloin,OAK,QB,2015,7,LAC,1,1,100,7,7,0,0,95.83,0,0,0,0,0.3,0.28
40,MattSchaub,BAL,QB,2015,7,ARI,1,1,100,6,6,0,0,91.67,0,0,0,0,0.2,0.24
41,BlaineGabbertQ,SF,QB,2015,7,SEA,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
41,DanOrlovsky,DET,QB,2015,7,MIN,1,1,100,5,5,0,0,87.5,0,0,0,0,0.2,0.2
41,ChaseDaniel,KC,QB,2015,7,PIT,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
41,RyanNassib,NYG,QB,2015,7,DAL,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
41,DerekAnderson,CAR,QB,2015,7,PHI,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
41,DrewStanton,ARI,QB,2015,7,BAL,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
47,TarvarisJackson,SEA,QB,2015,7,SF,0,1,0,4,4,0,0,43.75,0,0,0,0,0.2,0.16
47,LukeMcCown,NO,QB,2015,7,IND,0,0,0,4,0,0,0,0,0,0,0,0,0.2,0.16
47,MattMoore,MIA,QB,2015,7,HOU,0,1,0,4,4,0,0,43.75,0,0,0,0,0.2,0.16
47,JimmyGaroppoloIR,NE,QB,2015,7,NYJ,0,1,0,4,4,0,0,43.75,0,0,0,0,0.2,0.16
47,KellenClemens,LAC,QB,2015,7,OAK,0,0,0,4,0,0,0,0,0,0,0,0,0.2,0.16
52,CharlieWhitehurst,TEN,QB,2015,7,ATL,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.12
52,SeanRenfree,ATL,QB,2015,7,TEN,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.12
52,BrandonWeeden,DAL,QB,2015,7,NYG,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.12
55,AustinDavisP,CLE,QB,2015,7,LAR,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.08
56,BJDaniels,SEA,QB,2015,7,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,JoshJohnson,BUF,QB,2015,7,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,TyrodTaylorQ,BUF,QB,2015,7,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,RobertGriffinIII,WAS,QB,2015,7,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,RyanGriffin,TB,QB,2015,7,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,MarcusMariotaP,TEN,QB,2015,7,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,GarrettGrayson,NO,QB,2015,7,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,TaylorHeinicke,MIN,QB,2015,7,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,BenRoethlisberger,PIT,QB,2015,7,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,MichaelVick,PIT,QB,2015,7,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,AaronMurray,KC,QB,2015,7,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,BruceGradkowski,PIT,QB,2015,7,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,SeanMannion,LAR,QB,2015,7,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,BrycePetty,NYJ,QB,2015,7,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,BradSorensen,LAC,QB,2015,7,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,TonyRomo,DAL,QB,2015,7,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,KellenMoore,DAL,QB,2015,7,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,JoeWebb,CAR,QB,2015,7,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,StephenMorris,PHI,QB,2015,7,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,MattBarkley,ARI,QB,2015,7,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
