Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,CamNewton,CAR,QB,2015,8,IND,19,31,61.3,224,7.2,2,1,91.33,7,37,5.3,1,24.7,24.66
2,PhilipRivers,LAC,QB,2015,8,BAL,26,40,65,313,7.8,3,1,103.44,2,2,1,0,22.7,22.72
3,TomBrady,NE,QB,2015,8,MIA,26,41,63.4,299,7.3,3,1,99.54,2,2,1,0,22.2,22.16
4,RussellWilson,SEA,QB,2015,8,DAL,19,30,63.3,235,7.8,2,1,95.83,7,36,5.1,0,19,19
5,DrewBrees,NO,QB,2015,8,NYG,27,41,65.9,304,7.4,2,1,93.95,2,4,2,0,18.6,18.56
6,AaronRodgersQ,GB,QB,2015,8,DEN,21,33,63.6,258,7.8,2,1,95.27,4,18,4.5,0,18.1,18.12
7,AndyDalton,CIN,QB,2015,8,PIT,23,36,63.9,273,7.6,2,1,93.87,4,10,2.5,0,17.9,17.92
8,MatthewStafford,DET,QB,2015,8,KC,24,40,60,276,6.9,2,1,87.08,2,7,3.5,0,17.7,17.74
9,MattRyan,ATL,QB,2015,8,TB,25,36,69.4,280,7.8,2,1,99.31,2,5,2.5,0,17.7,17.7
10,RyanTannehillP,MIA,QB,2015,8,NE,23,38,60.5,262,6.9,2,1,87.83,2,12,6,0,17.7,17.68
11,BenRoethlisberger,PIT,QB,2015,8,CIN,23,36,63.9,284,7.9,2,1,95.14,2,3,1.5,0,17.7,17.66
12,RyanFitzpatrick,NYJ,QB,2015,8,OAK,22,34,64.7,247,7.3,2,1,93.63,4,17,4.2,0,17.6,17.58
13,EliManning,NYG,QB,2015,8,NO,24,37,64.9,279,7.5,2,1,94.31,2,4,2,0,17.6,17.56
14,AlexSmith,KC,QB,2015,8,DET,22,34,64.7,246,7.2,2,1,93.5,4,16,4,0,17.4,17.44
15,JayCutler,CHI,QB,2015,8,MIN,22,35,62.9,249,7.1,2,1,91.25,3,13,4.3,0,17.3,17.26
16,BrianHoyer,HOU,QB,2015,8,TEN,22,37,59.5,257,6.9,2,1,87.33,2,7,3.5,0,17,16.98
17,JameisWinston,TB,QB,2015,8,ATL,20,34,58.8,245,7.2,2,1,88.48,3,11,3.7,0,16.9,16.9
18,CarsonPalmer,ARI,QB,2015,8,CLE,22,35,62.9,265,7.6,2,1,93.15,2,2,1,0,16.8,16.8
19,AndrewLuckP,IND,QB,2015,8,CAR,24,40,60,266,6.6,2,2,75.62,4,20,5,0,16.6,16.64
20,TeddyBridgewater,MIN,QB,2015,8,CHI,20,32,62.5,230,7.2,2,1,91.93,3,14,4.7,0,16.6,16.6
21,JoeFlacco,BAL,QB,2015,8,LAC,22,37,59.5,257,6.9,2,1,87.33,2,3,1.5,0,16.6,16.58
21,PeytonManning,DEN,QB,2015,8,GB,23,37,62.2,262,7.1,2,1,90.15,1,1,1,0,16.6,16.58
23,DerekCarr,OAK,QB,2015,8,NYJ,22,37,59.5,247,6.7,2,1,86.2,2,5,2.5,0,16.4,16.38
24,ZachMettenberger,TEN,QB,2015,8,HOU,20,32,62.5,232,7.2,2,1,92.19,2,6,3,0,15.9,15.88
25,NickFoles,LAR,QB,2015,8,SF,18,30,60,203,6.8,2,1,88.61,2,4,2,0,14.5,14.52
26,JoshMcCown,CLE,QB,2015,8,ARI,20,34,58.8,233,6.9,2,2,74.75,2,10,5,0,14.3,14.32
27,ColinKaepernick,SF,QB,2015,8,LAR,19,30,63.3,213,7.1,1,1,81.67,6,28,4.7,0,13.3,13.32
28,MattCassel,DAL,QB,2015,8,SEA,18,30,60,212,7.1,1,2,64.86,3,8,2.7,0,9.3,9.28
29,JohnnyManziel,CLE,QB,2015,8,ARI,2,3,66.7,23,7.7,0,0,89.58,0,2,0,0,1.1,1.12
30,GenoSmith,NYJ,QB,2015,8,OAK,1,1,100,11,11,0,0,112.5,0,1,0,0,0.5,0.54
31,BlaineGabbertQ,SF,QB,2015,8,LAR,1,1,100,7,7,0,0,95.83,0,1,0,0,0.4,0.38
32,MikeGlennon,TB,QB,2015,8,ATL,1,1,100,9,9,0,0,104.17,0,0,0,0,0.4,0.36
32,LandryJones,PIT,QB,2015,8,CIN,1,1,100,9,9,0,0,104.17,0,0,0,0,0.4,0.36
34,CaseKeenum,LAR,QB,2015,8,SF,1,1,100,8,8,0,0,100,0,0,0,0,0.3,0.32
34,ShaunHill,MIN,QB,2015,8,CHI,1,1,100,8,8,0,0,100,0,0,0,0,0.3,0.32
34,MattHasselbeck,IND,QB,2015,8,CAR,1,1,100,8,8,0,0,100,0,0,0,0,0.3,0.32
37,DanOrlovsky,DET,QB,2015,8,KC,0,1,0,6,6,0,0,52.08,0,0,0,0,0.2,0.24
37,MattSchaub,BAL,QB,2015,8,LAC,1,1,100,6,6,0,0,91.67,0,0,0,0,0.2,0.24
37,MattMcGloin,OAK,QB,2015,8,NYJ,1,1,100,6,6,0,0,91.67,0,0,0,0,0.2,0.24
40,JimmyGaroppoloIR,NE,QB,2015,8,MIA,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
40,ChaseDaniel,KC,QB,2015,8,DET,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
40,TJYates,ATL,QB,2015,8,TB,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
40,TarvarisJackson,SEA,QB,2015,8,DAL,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
40,BrockOsweiler,DEN,QB,2015,8,GB,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
40,ScottTolzien,GB,QB,2015,8,DEN,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
40,DerekAnderson,CAR,QB,2015,8,IND,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
47,DrewStanton,ARI,QB,2015,8,CLE,0,0,0,4,0,0,0,0,0,0,0,0,0.2,0.16
47,RyanNassib,NYG,QB,2015,8,NO,0,1,0,4,4,0,0,43.75,0,0,0,0,0.2,0.16
47,JimmyClausen,CHI,QB,2015,8,MIN,0,1,0,4,4,0,0,43.75,0,0,0,0,0.2,0.16
47,KellenClemens,LAC,QB,2015,8,BAL,0,0,0,4,0,0,0,0,0,0,0,0,0.2,0.16
51,SeanRenfree,ATL,QB,2015,8,TB,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.12
51,LukeMcCown,NO,QB,2015,8,NYG,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.12
51,CharlieWhitehurst,TEN,QB,2015,8,HOU,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.12
51,BrandonWeeden,DAL,QB,2015,8,SEA,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.12
55,MattMoore,MIA,QB,2015,8,NE,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.08
55,AustinDavisP,CLE,QB,2015,8,ARI,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.08
57,AJMcCarron,CIN,QB,2015,8,PIT,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04
58,AaronMurray,KC,QB,2015,8,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,RyanGriffin,TB,QB,2015,8,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,MattBarkley,ARI,QB,2015,8,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,SeanMannion,LAR,QB,2015,8,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,GarrettGrayson,NO,QB,2015,8,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,DavidFales,CHI,QB,2015,8,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,TaylorHeinicke,MIN,QB,2015,8,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,BradSorensen,LAC,QB,2015,8,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,MichaelVick,PIT,QB,2015,8,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
