Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,HarrisonButker,KC,K,2017,9,DAL,2.2,2.3,100,0,2.7,2.7,9.3,9.3
2,WilLutz,NO,K,2017,9,TB,2,2.2,100,0,3.1,3.1,9.1,9.1
3,BlairWalsh,SEA,K,2017,9,WAS,2,2.1,100,0,2.8,2.8,8.8,8.8
4,JakeElliott,PHI,K,2017,9,DEN,2,2.2,100,0,2.4,2.4,8.4,8.4
4,RyanSuccopP,TEN,K,2017,9,BAL,2,2,100,0,2.4,2.4,8.4,8.4
6,MattBryant,ATL,K,2017,9,CAR,2,2.1,100,0,2.3,2.3,8.3,8.3
6,GregZuerlein,LAR,K,2017,9,NYG,2,2,100,0,2.3,2.3,8.3,8.3
8,JoshLamboP,JAX,K,2017,9,CIN,2,2.1,100,0,2.2,2.2,8.2,8.2
9,GrahamGano,CAR,K,2017,9,ATL,2,2.1,100,0,2.1,2.1,8.1,8.1
10,JustinTucker,BAL,K,2017,9,TEN,1.9,2,100,0,2.3,2.3,8,8
11,Ka'imiFairbairn,HOU,K,2017,9,IND,1.8,1.8,100,0,2.4,2.4,7.8,7.8
12,StevenHauschka,BUF,K,2017,9,NYJ,1.9,1.9,100,0,2,2,7.7,7.7
12,MattPrater,DET,K,2017,9,GB,1.9,2,100,0,2,2,7.7,7.7
14,AdamVinatieri,IND,K,2017,9,HOU,1.6,1.7,100,0,2.4,2.4,7.2,7.2
15,PhilDawson,ARI,K,2017,9,SF,1.6,1.8,100,0,2.3,2.3,7.1,7.1
15,GiorgioTavecchio,OAK,K,2017,9,MIA,1.5,1.6,100,0,2.6,2.6,7.1,7.1
17,MikeNugentIR,DAL,K,2017,9,KC,1.5,1.6,100,0,2.4,2.4,6.9,6.9
18,ChandlerCatanzaro,NYJ,K,2017,9,BUF,1.6,1.7,100,0,1.9,1.9,6.7,6.7
18,NickRose,WAS,K,2017,9,SEA,1.6,1.7,100,0,1.9,1.9,6.7,6.7
20,PatrickMurray,TB,K,2017,9,NO,1.5,1.6,100,0,2.1,2.1,6.6,6.6
21,CodyParkey,MIA,K,2017,9,OAK,1.4,1.4,100,0,2.3,2.3,6.5,6.5
21,MasonCrosby,GB,K,2017,9,DET,1.4,1.4,100,0,2.3,2.3,6.5,6.5
23,RobbieGould,SF,K,2017,9,ARI,1.5,1.6,100,0,1.8,1.8,6.3,6.3
24,BrandonMcManus,DEN,K,2017,9,PHI,1.2,1.5,50,0,1.9,1.9,5.5,5.5
25,AldrickRosas,NYG,K,2017,9,LAR,1,1.2,100,0,2.2,2.2,5.2,5.2
26,MarshallKoehn,CIN,K,2017,9,JAX,1.1,1.1,100,0,1.1,1.1,4.4,4.4
27,RandyBullock,CIN,K,2017,9,JAX,0,0,0,0,0,0,0,0
27,NickFolk,TB,K,2017,9,NO,0,0,0,0,0,0,0,0
27,CalebSturgis,PHI,K,2017,9,DEN,0,0,0,0,0,0,0,0
27,DustinHopkins,WAS,K,2017,9,SEA,0,0,0,0,0,0,0,0
27,DanBailey,DAL,K,2017,9,KC,0,0,0,0,0,0,0,0
27,SebastianJanikowski,OAK,K,2017,9,MIA,0,0,0,0,0,0,0,0
