Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
13,DerekCarr,OAK,QB,2016,3,TEN,22.9,36.4,63.9,261,7.2,1.7,0.9,92.48,2.7,13.5,4.7,0.1,17.2,17.19
14,MarcusMariotaP,TEN,QB,2016,3,OAK,20.8,32.4,65.6,242.9,7.6,1.6,0.9,96.22,3.5,20.4,5,0.2,17,16.96
15,KirkCousins,WAS,QB,2016,3,NYG,24.5,36,66.7,252.4,7,1.6,0.8,93.75,1.9,7.9,4,0.2,16.5,16.49
16,JoeFlacco,BAL,QB,2016,3,JAX,24.7,38.7,64.1,259.9,6.7,1.7,0.9,89.69,2,2.7,1.5,0.1,15.9,15.87
16,BlakeBortles,JAX,QB,2016,3,BAL,21.4,36.8,56.8,260.3,7,1.6,1.4,85.42,3,16.6,5.7,0.1,15.9,15.87
18,BrockOsweiler,HOU,QB,2016,3,NE,21.3,35.5,58.3,257.2,7.1,1.3,0.9,78.13,2.9,10.6,3.7,0.2,15.6,15.55
19,DakPrescott,DAL,QB,2016,3,CHI,21.3,33.1,63.6,237.9,7.2,1.4,0.9,82.64,3.2,17,5.7,0.1,15.2,15.22
20,AndyDalton,CIN,QB,2016,3,DEN,19.9,32.6,60.6,235.7,7.2,1.6,1.1,89.96,3,9.2,3,0.1,14.8,14.75
21,JameisWinston,TB,QB,2016,3,LAR,21.8,34.8,62.9,240.3,6.9,1.3,1.1,80.65,3.8,14.5,3.5,0.2,14.7,14.66
22,TyrodTaylorQ,BUF,QB,2016,3,ARI,17.4,28.3,60.7,200.7,7.2,1,0.6,79.61,5.7,28.7,4.8,0.2,14.5,14.5
23,AlexSmith,KC,QB,2016,3,NYJ,19.1,30.6,61.3,224.3,7.2,1.2,0.9,80.58,4.5,22.9,5.8,0.1,14.3,14.26
24,BrianHoyer,CHI,QB,2016,3,DAL,19.1,31.2,61.3,230.1,7.4,1.3,1,81.38,2.7,13.7,4.7,0.1,14.2,14.17
25,CarsonWentz,PHI,QB,2016,3,PIT,23.1,38.4,60.5,258.4,6.8,1.5,1.4,87.39,2.8,10.6,3.7,0,14,14
26,RyanFitzpatrick,NYJ,QB,2016,3,KC,19.9,35.2,57.1,225.2,6.4,1.2,1.2,74.11,4.3,21.6,5.5,0.1,14,13.97
27,JacobyBrissett,NE,QB,2016,3,HOU,18.5,30.8,58.1,214.4,6.9,1.1,0.8,76.55,3.6,16,4,0,12.6,12.58
28,TrevorSiemian,DEN,QB,2016,3,CIN,17.4,29.1,58.6,213.6,7.4,1.1,1,78.81,2.5,10.4,5,0.1,12.4,12.38
29,CaseKeenum,LAR,QB,2016,3,TB,17.7,28,64.3,207.6,7.4,1.3,0.7,83.63,2.3,4.3,2,0,12.1,12.13
30,SamBradfordQ,MIN,QB,2016,3,CAR,18.9,30.1,63.3,230.4,7.7,1.3,1.2,84.03,2,3.1,1.5,0,11.9,11.93
31,CodyKessler,CLE,QB,2016,3,MIA,14.9,26.5,57.7,202.2,7.8,0.9,0.8,79.33,2.8,11.5,4,0.1,11.4,11.44
32,BlaineGabbertQ,SF,QB,2016,3,SEA,17.4,30.3,56.7,182.1,6.1,0.7,1.2,71.81,3.7,16.8,4.2,0.1,9.8,9.76
33,PaxtonLynch,DEN,QB,2016,3,CIN,1.6,2.8,66.7,16.2,5.3,0.1,0.1,79.86,0.2,1,0,0,1,0.95
34,JaredGoff,LAR,QB,2016,3,TB,1.6,2.7,66.7,16.1,5.3,0.1,0.1,79.86,0.2,0.9,0,0,0.9,0.93
35,GenoSmith,NYJ,QB,2016,3,KC,0.9,0.6,100,12.9,13,0.1,0.1,118.75,0.2,0.8,0,0,0.8,0.8
36,MikeGlennon,TB,QB,2016,3,LAR,0.4,0.5,0,12.7,0,0.1,0.1,0,0.2,0.7,0,0,0.8,0.78
37,ColinKaepernick,SF,QB,2016,3,SEA,0.6,0.7,100,11.4,11,0.1,0.1,112.5,0.2,1.1,0,0,0.8,0.77
38,TomSavage,HOU,QB,2016,3,NE,0.3,0.2,0,11.4,0,0.1,0.1,0,0.2,0.8,0,0,0.7,0.74
38,MattCassel,TEN,QB,2016,3,OAK,0.3,0.4,0,11.4,0,0.1,0.1,0,0.1,0.8,0,0,0.7,0.74
40,ChadHenne,JAX,QB,2016,3,BAL,0.1,0.3,0,12,0,0.1,0.1,0,0.1,0.5,0,0,0.7,0.73
40,ChaseDaniel,PHI,QB,2016,3,PIT,0,0.1,0,8,0,0.1,0,0,0.1,0.1,0,0,0.7,0.73
42,RyanMallett,BAL,QB,2016,3,JAX,0.5,0.6,0,11.6,12,0.1,0.1,77.08,0.1,0.5,0,0,0.7,0.71
42,MattSchaub,ATL,QB,2016,3,NO,0.2,0.4,0,12.1,0,0.1,0.1,0,0.1,0.3,0,0,0.7,0.71
44,EJManuel,BUF,QB,2016,3,ARI,0.2,0.4,0,11,0,0.1,0.1,0,0.2,0.6,0,0,0.7,0.7
45,DanOrlovsky,DET,QB,2016,3,GB,0.3,0.2,0,11.1,0,0.1,0.1,0,0.1,0.4,0,0,0.7,0.68
45,DerekAnderson,CAR,QB,2016,3,MIN,0.1,0.1,0,6.7,0,0.1,0,0,0.1,0.1,0,0,0.7,0.68
47,AJMcCarron,CIN,QB,2016,3,DEN,0.5,0.5,0,10.5,0,0.1,0.1,0,0.2,0.4,0,0,0.7,0.66
48,ShaunHill,MIN,QB,2016,3,CAR,0.4,0.5,0,8.8,0,0.1,0.1,0,0.1,0.2,0,0,0.6,0.57
49,LandryJones,PIT,QB,2016,3,PHI,0.2,0.2,0,8.6,0,0.1,0.1,0,0.1,0.2,0,0,0.6,0.56
50,ScottTolzien,IND,QB,2016,3,LAC,0.2,0.1,0,7.3,0,0.1,0.1,0,0.1,0.3,0,0,0.5,0.52
51,ColtMcCoy,WAS,QB,2016,3,NYG,0.5,0.4,0,7.4,0,0,0,0,0.2,0.1,0,0,0.3,0.31
52,NickFoles,KC,QB,2016,3,NYJ,0.6,0.6,100,9.9,10,0,0.1,108.33,0.2,0.7,0,0,0.3,0.27
53,KellenClemens,LAC,QB,2016,3,IND,0,0.1,0,5.2,0,0,0,0,0.1,0,0,0,0.2,0.21
54,DrewStanton,ARI,QB,2016,3,BUF,0.2,0.2,0,4.3,0,0,0,0,0.2,0.3,0,0,0.2,0.2
55,RyanNassib,NYG,QB,2016,3,WAS,0.1,0.1,0,4.6,0,0,0,0,0.1,0,0,0,0.2,0.18
55,LukeMcCown,NO,QB,2016,3,ATL,0.1,0.1,0,4.6,0,0,0,0,0.1,0,0,0,0.2,0.18
57,MattMoore,MIA,QB,2016,3,CLE,0,0,0,3.5,0,0,0,0,0.1,0,0,0,0.1,0.14
58,MattMcGloin,OAK,QB,2016,3,TEN,0.3,0.2,0,2.5,0,0,0,0,0,0,0,0,0.1,0.1
59,CharlieWhitehurst,CLE,QB,2016,3,MIA,0.1,0.3,0,1.7,0,0,0,0,0,0.2,0,0,0.1,0.09
59,MarkSanchez,DAL,QB,2016,3,CHI,0.6,0.6,100,2,2,0,0,79.17,0,0.1,0,0,0.1,0.09
61,BrettHundley,GB,QB,2016,3,DET,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.02
62,TomBrady,NE,QB,2016,3,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,BrandonWeeden,HOU,QB,2016,3,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,JimmyGaroppoloIR,NE,QB,2016,3,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,AlexTanney,TEN,QB,2016,3,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,RobertGriffinIII,CLE,QB,2016,3,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,JoshMcCown,CLE,QB,2016,3,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,DavidFales,BAL,QB,2016,3,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,AustinDavisP,DEN,QB,2016,3,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,TeddyBridgewater,MIN,QB,2016,3,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,JoeWebb,CAR,QB,2016,3,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,JoshJohnson,NYG,QB,2016,3,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,SeanMannion,LAR,QB,2016,3,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,ChristianPonder,SF,QB,2016,3,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,ThaddeusLewis,SF,QB,2016,3,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,TrevoneBoykin,SEA,QB,2016,3,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,ChristianHackenberg,NYJ,QB,2016,3,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,BrycePetty,NYJ,QB,2016,3,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,StephenMorris,IND,QB,2016,3,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,ZachMettenberger,PIT,QB,2016,3,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,McLeodBethel-Thompson,PHI,QB,2016,3,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,BruceGradkowski,PIT,QB,2016,3,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,TonyRomo,DAL,QB,2016,3,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,JayCutler,CHI,QB,2016,3,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,MattBarkley,CHI,QB,2016,3,DAL,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
62,KellenMoore,DAL,QB,2016,3,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,JerrodJohnson,DAL,QB,2016,3,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,GarrettGrayson,NO,QB,2016,3,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,MattSimms,ATL,QB,2016,3,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
