Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,TravisKelce,KC,TE,2017,9,DAL,7.36,5.3,71.4,66.9,0.4,0,9.6,13.4,0.2,1,0,0,0.1,0.1,9,8.99
2,JimmyGrahamP,SEA,TE,2017,9,WAS,6.17,4.2,66.7,50.7,0.5,0,8.5,12.8,0,0,0,0,0.1,0.1,7.9,7.87
3,EvanEngramO,NYG,TE,2017,9,LAR,8.03,4.7,62.5,54.2,0.4,0,6.8,10.8,0,0,0,0,0,0,7.8,7.82
4,CameronBrate,TB,TE,2017,9,NO,5.84,4,66.7,46.1,0.4,0,7.7,11.5,0,0,0,0,0,0,7,7.01
5,VernonDavis,WAS,TE,2017,9,SEA,6.64,4,57.1,50.7,0.3,0,7.3,12.8,0,0,0,0,0.1,0.1,6.7,6.67
6,JackDoyleO,IND,TE,2017,9,HOU,8,5,62.5,49.4,0.2,0,6.1,9.8,0,0,0,0,0.1,0.1,5.9,5.94
7,JasonWittenIR,DAL,TE,2017,9,KC,7.35,4.2,57.1,43.1,0.3,0,6.1,10.8,0,0,0,0,0.1,0.1,5.9,5.91
8,DelanieWalkerIR,TEN,TE,2017,9,BAL,5.03,3.7,80,42.7,0.3,0,8.6,10.8,0,0,0,0,0.1,0.1,5.9,5.87
9,AustinSeferian-JenkinsP,NYJ,TE,2017,9,BUF,5.65,4.1,66.7,42.2,0.3,0,7,10.5,0,0,0,0,0.1,0.1,5.8,5.82
10,JaredCook,OAK,TE,2017,9,MIA,4.99,3.7,80,42.1,0.3,0,8.4,10.5,0,0,0,0,0.1,0.1,5.8,5.81
11,EdDickson,CAR,TE,2017,9,ATL,5.54,3.3,50,38.2,0.2,0,6.3,12.7,0,0,0,0,0,0,5,5.02
12,TylerKroft,CIN,TE,2017,9,JAX,5.58,3.6,66.7,34,0.2,0,5.7,8.5,0,0,0,0,0,0,4.6,4.6
13,CobyFleener,NO,TE,2017,9,TB,2.97,2.2,66.7,26,0.3,0,8.7,13,0,0,0,0,0,0,4.4,4.4
14,JuliusThomas,MIA,TE,2017,9,OAK,3.55,2.4,50,25.3,0.3,0,6.2,12.5,0,0,0,0,0,0,4.3,4.33
15,RyanGriffin,HOU,TE,2017,9,IND,4,2.8,75,29.9,0.2,0,7.5,10,0,0,0,0,0,0,4.2,4.19
15,GeorgeKittle,SF,TE,2017,9,ARI,4.64,2.8,60,29.9,0.2,0,6,10,0,0,0,0,0,0,4.2,4.19
17,AustinHooper,ATL,TE,2017,9,CAR,3.43,2.6,100,29.7,0.2,0,10,10,0,0,0,0,0,0,4.2,4.17
18,BenjaminWatson,BAL,TE,2017,9,TEN,4.85,3.3,60,29.4,0.2,0,5.8,9.7,0,0,0,0,0,0,4.1,4.14
19,EricEbronP,DET,TE,2017,9,GB,3.56,2.6,75,27.1,0.2,0,6.8,9,0,0,0,0,0,0,3.9,3.91
