Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,JoshBrown,NYG,K,2015,3,WAS,2,2,100,0,3,3,9,9
1,AdamVinatieri,IND,K,2015,3,TEN,2,2,100,0,3,3,9,9
1,StephenGostkowski,NE,K,2015,3,JAX,2,2,100,0,3,3,9,9
1,ChandlerCatanzaro,ARI,K,2015,3,SF,2,2,100,0,3,3,9,9
1,StevenHauschka,SEA,K,2015,3,CHI,2,2,100,0,3,3,9,9
1,BrandonMcManus,DEN,K,2015,3,DET,2,2,100,0,3,3,9,9
1,MasonCrosby,GB,K,2015,3,KC,2,2,100,0,3,3,9,9
8,DustinHopkins,WAS,K,2015,3,NYG,2,2,100,0,2,2,8,8
8,MattBryant,ATL,K,2015,3,DAL,2,2,100,0,2,2,8,8
8,RyanSuccopP,TEN,K,2015,3,IND,2,2,100,0,2,2,8,8
8,SebastianJanikowski,OAK,K,2015,3,CLE,2,2,100,0,2,2,8,8
8,MikeNugentIR,CIN,K,2015,3,BAL,2,2,100,0,2,2,8,8
8,JustinTucker,BAL,K,2015,3,CIN,2,2,100,0,2,2,8,8
8,JasonMyers,JAX,K,2015,3,NE,2,2,100,0,2,2,8,8
8,GrahamGano,CAR,K,2015,3,NO,2,2,100,0,2,2,8,8
8,NickFolk,NYJ,K,2015,3,PHI,2,2,100,0,2,2,8,8
8,CodyParkey,PHI,K,2015,3,NYJ,2,2,100,0,2,2,8,8
8,RandyBullock,HOU,K,2015,3,TB,2,2,100,0,2,2,8,8
8,JoshLamboP,LAC,K,2015,3,MIN,2,2,100,0,2,2,8,8
8,BlairWalsh,MIN,K,2015,3,LAC,2,2,100,0,2,2,8,8
8,GregZuerlein,LAR,K,2015,3,PIT,2,2,100,0,2,2,8,8
8,JoshScobee,PIT,K,2015,3,LAR,2,2,100,0,2,2,8,8
8,PhilDawson,SF,K,2015,3,ARI,2,2,100,0,2,2,8,8
8,AndrewFranks,MIA,K,2015,3,BUF,2,2,100,0,2,2,8,8
8,DanCarpenter,BUF,K,2015,3,MIA,2,2,100,0,2,2,8,8
8,MattPrater,DET,K,2015,3,DEN,2,2,100,0,2,2,8,8
8,CairoSantos,KC,K,2015,3,GB,2,2,100,0,2,2,8,8
28,ZachHocker,NO,K,2015,3,CAR,2,2,100,0,1,1,7,7
28,RobbieGould,CHI,K,2015,3,SEA,2,2,100,0,1,1,7,7
30,DanBailey,DAL,K,2015,3,ATL,1,1,100,0,3,3,6,6
31,TravisCoons,CLE,K,2015,3,OAK,1,1,100,0,2,2,5,5
32,KyleBrindza,TB,K,2015,3,HOU,1,1,100,0,1,1,4,4
33,KaiForbath,WAS,K,2015,3,NYG,0,0,0,0,0,0,0,0
33,ChrisBoswell,NYG,K,2015,3,WAS,0,0,0,0,0,0,0,0
33,BillyCundiff,CLE,K,2015,3,OAK,0,0,0,0,0,0,0,0
33,PatrickMurray,TB,K,2015,3,HOU,0,0,0,0,0,0,0,0
33,NickNovak,LAC,K,2015,3,MIN,0,0,0,0,0,0,0,0
33,GarrettHartley,PIT,K,2015,3,LAR,0,0,0,0,0,0,0,0
33,ShaunSuisham,PIT,K,2015,3,LAR,0,0,0,0,0,0,0,0
33,JordanGay,BUF,K,2015,3,MIA,0,0,0,0,0,0,0,0
33,CalebSturgis,MIA,K,2015,3,BUF,0,0,0,0,0,0,0,0
33,JayFeely,CHI,K,2015,3,SEA,0,0,0,0,0,0,0,0
