Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,RobGronkowskiQ,NE,TE,2017,15,PIT,8.55,5,55.6,71.4,0.6,0,7.9,14.2,0,0,0,0,0,0,10.7,10.74
2,TravisKelce,KC,TE,2017,15,LAC,7.64,5.5,75,68.4,0.5,0,8.5,11.3,0.1,0.4,0,0,0,0,9.9,9.88
3,ZachErtz,PHI,TE,2017,15,NYG,8.99,5.2,55.6,57.2,0.5,0,6.3,11.4,0,0,0,0,0,0,8.7,8.72
4,JimmyGrahamP,SEA,TE,2017,15,LAR,6.02,4.1,66.7,49.3,0.5,0,8.2,12.2,0,0,0,0,0,0,7.9,7.93
5,DelanieWalkerIR,TEN,TE,2017,15,SF,6.39,4.7,83.3,55.1,0.3,0,9.2,11,0,0,0,0,0,0,7.3,7.31
6,HunterHenryPUP,LAC,TE,2017,15,KC,5.69,3.9,66.7,46.9,0.4,0,7.8,11.8,0,0,0,0,0,0,7.1,7.09
7,EvanEngramO,NYG,TE,2017,15,PHI,8.37,4.9,62.5,52.6,0.3,0,6.6,10.6,0,0,0,0,0,0,7.1,7.06
8,JaredCook,OAK,TE,2017,15,DAL,4.99,3.7,80,45.7,0.3,0,9.2,11.5,0,0,0,0,0,0,6.4,6.37
9,JackDoyleO,IND,TE,2017,15,DEN,7.68,4.8,62.5,47.1,0.3,0,5.9,9.4,0,0,0,0,0.1,0.1,6.3,6.31
10,VernonDavis,WAS,TE,2017,15,ARI,5.31,3.2,60,41.7,0.3,0,8.4,14,0,0,0,0,0,0,6,5.97
11,JasonWittenIR,DAL,TE,2017,15,OAK,6.82,3.9,57.1,38.7,0.3,0,5.6,9.8,0,0,0,0,0,0,5.7,5.67
12,AustinHooper,ATL,TE,2017,15,TB,4.22,3.2,75,35.8,0.3,0,9,12,0,0,0,0,0,0,5.4,5.38
13,JuliusThomas,MIA,TE,2017,15,BUF,5.18,3.5,80,33.7,0.3,0,6.8,8.5,0,0,0,0,0,0,5.2,5.17
14,EricEbronP,DET,TE,2017,15,CHI,4.79,3.5,80,39.3,0.2,0,7.8,9.8,0,0,0,0,0,0,5.1,5.13
14,GregOlsenO,CAR,TE,2017,15,GB,5.07,2.9,60,39.3,0.2,0,7.8,13,0,0,0,0,0,0,5.1,5.13
16,KyleRudolph,MIN,TE,2017,15,CIN,5.63,3.2,50,33.1,0.3,0,5.5,11,0,0,0,0,0,0,5.1,5.11
17,RickySeals-Jones,ARI,TE,2017,15,WAS,3.64,2.8,75,38.1,0.2,0,9.5,12.7,0,0,0,0,0,0,5,5.01
18,OJHoward,TB,TE,2017,15,ATL,3.61,2.7,75,33,0.3,0,8.2,11,0,0,0,0,0.1,0.1,4.9,4.9
19,CameronBrate,TB,TE,2017,15,ATL,3.79,2.6,75,30.3,0.3,0,7.5,10,0,0,0,0,0,0,4.8,4.83
20,JesseJames,PIT,TE,2017,15,NE,4,2.9,75,29.6,0.3,0,7.5,10,0,0,0,0,0,0,4.8,4.76
21,CharlesClayQ,BUF,TE,2017,15,MIA,4.27,3.1,75,35.2,0.2,0,8.8,11.7,0,0,0,0,0,0,4.7,4.72
22,TylerKroft,CIN,TE,2017,15,MIN,4.49,2.9,75,27.2,0.3,0,6.8,9,0,0,0,0,0,0,4.5,4.52
23,AustinSeferian-JenkinsP,NYJ,TE,2017,15,NO,4,2.9,75,30,0.2,0,7.5,10,0,0,0,0,0,0,4.2,4.2
24,StephenAnderson,HOU,TE,2017,15,JAX,4.11,2.9,75,29.7,0.2,0,7.5,10,0,0,0,0,0,0,4.2,4.17
25,DavidNjoku,CLE,TE,2017,15,BAL,3.27,2.5,66.7,28.9,0.2,0,9.7,14.5,0,0.1,0,0,0,0,4.1,4.1
26,GarrettCelek,SF,TE,2017,15,TEN,4.08,2.4,50,28.1,0.2,0,7,14,0,0,0,0,0,0,4,4.01
27,BenjaminWatson,BAL,TE,2017,15,CLE,4.41,3,75,27.3,0.2,0,6.8,9,0,0,0,0,0,0,3.9,3.93
28,MarcedesLewis,JAX,TE,2017,15,HOU,3.46,2,66.7,24.8,0.2,0,8.3,12.5,0,0,0,0,0,0,3.7,3.68
29,DionSims,CHI,TE,2017,15,DET,2.92,2,66.7,22.2,0.2,0,7.3,11,0,0,0,0,0,0,3.4,3.42
30,TylerHigbeeQ,LAR,TE,2017,15,SEA,2.41,1.8,100,20.3,0.2,0,10,10,0,0,0,0,0,0,3.2,3.23
31,DavidMorgan,MIN,TE,2017,15,CIN,2.53,1.8,66.7,17.2,0.2,0,5.7,8.5,0,0,0,0,0,0,2.9,2.92
32,GeraldEverett,LAR,TE,2017,15,SEA,2.23,1.3,50,16.1,0.2,0,8,16,0,0.1,0,0,0,0,2.8,2.82
33,VirgilGreen,DEN,TE,2017,15,IND,3.04,1.9,66.7,21.4,0.1,0,7,10.5,0,0,0,0,0,0,2.7,2.74
34,AntonioGates,LAC,TE,2017,15,KC,2.18,1.4,50,14.8,0.2,0,7.5,15,0,0,0,0,0,0,2.7,2.68
35,SethDeValveQ,CLE,TE,2017,15,BAL,2.34,1.7,100,19.3,0.1,0,9.5,9.5,0,0,0,0,0,0,2.5,2.53
36,GeorgeKittle,SF,TE,2017,15,TEN,2.98,1.8,66.7,19,0.1,0,6.3,9.5,0,0,0,0,0,0,2.5,2.5
37,TreyBurton,PHI,TE,2017,15,NYG,2.13,1.5,100,16.7,0.1,0,8.5,8.5,0,0,0,0,0,0,2.3,2.27
38,MichaelHoomanawanuiIR,NO,TE,2017,15,NYJ,1.92,1.1,50,12.6,0.2,0,6.5,13,0,0,0,0,0.1,0.1,2.3,2.26
39,LanceKendricks,GB,TE,2017,15,CAR,2.8,1.6,66.7,16.4,0.1,0,5.3,8,0,0,0,0,0,0,2.2,2.24
40,EdDickson,CAR,TE,2017,15,GB,2.01,1.2,50,16,0.1,0,8,16,0,0,0,0,0,0,2.2,2.2
40,NilesPaul,WAS,TE,2017,15,ARI,1.99,1.5,100,16,0.1,0,8,8,0,0,0,0,0,0,2.2,2.2
42,AustinTraylor,DEN,TE,2017,15,IND,1.59,1.2,50,14.8,0.1,0,7.5,15,0,0.1,0,0,0,0,2.1,2.09
43,TroyNiklas,ARI,TE,2017,15,WAS,1.86,1.4,50,14.6,0.1,0,7.5,15,0,0,0,0,0,0,2.1,2.06
44,RichardRodgersIR,GB,TE,2017,15,CAR,1.98,1.5,100,14,0.1,0,7,7,0,0,0,0,0,0,2,2
45,JoshHill,NO,TE,2017,15,NYJ,2.34,1.5,100,15.8,0.1,0,8,8,0,0.1,0,0,0.1,0.1,2,1.99
46,NickO'Leary,BUF,TE,2017,15,MIA,1.93,1.1,50,13.6,0.1,0,7,14,0,0,0,0,0,0,2,1.96
47,DarrenFells,DET,TE,2017,15,CHI,1.64,1.2,50,13,0.1,0,6.5,13,0,0,0,0,0,0,1.9,1.9
48,NickBoyle,BAL,TE,2017,15,CLE,2.27,1.3,50,11.4,0.1,0,5.5,11,0,0,0,0,0,0,1.7,1.74
49,JonnuSmith,TEN,TE,2017,15,SF,1.59,1,50,10.6,0.1,0,5.5,11,0,0,0,0,0,0,1.7,1.66
