Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,AndrewLuckP,IND,QB,2014,11,NE,27,42,64.3,307,7.3,2,0,101.98,4,20,5,0,22.3,22.28
2,DrewBrees,NO,QB,2014,11,CIN,27,41,65.9,336,8.2,2,0,107.37,1,2,2,0,21.6,21.64
3,AaronRodgersQ,GB,QB,2014,11,PHI,21,32,65.6,290,9.1,2,0,115.36,3,16,5.3,0,21.2,21.2
4,TomBrady,NE,QB,2014,11,IND,26,39,66.7,322,8.3,2,0,109.13,1,1,1,0,21,20.98
5,BenRoethlisberger,PIT,QB,2014,11,TEN,25,37,67.6,291,7.9,2,0,109.18,2,6,3,0,20.2,20.24
6,PeytonManning,DEN,QB,2014,11,LAR,28,40,70,283,7.1,2,0,106.56,1,-2,-2,0,19.1,19.12
7,ColinKaepernick,SF,QB,2014,11,NYG,20,32,62.5,239,7.5,1,0,95.7,6,45,7.5,0,18.1,18.06
8,RobertGriffinIII,WAS,QB,2014,11,TB,23,34,67.6,248,7.3,1,0,98.65,6,39,6.5,0,17.8,17.82
9,PhilipRivers,LAC,QB,2014,11,OAK,22,33,66.7,234,7.1,2,0,107.39,1,3,3,0,17.7,17.66
10,RussellWilson,SEA,QB,2014,11,KC,16,27,59.3,207,7.7,1,0,95.76,6,47,7.8,0,17,16.98
11,CamNewton,CAR,QB,2014,11,ATL,20,32,62.5,224,7,1,0,93.75,7,34,4.9,0,16.4,16.36
12,JoshMcCown,TB,QB,2014,11,WAS,23,38,60.5,269,7.1,1,0,90.79,2,14,7,0,16.2,16.16
13,DerekCarr,OAK,QB,2014,11,LAC,23,41,56.1,277,6.8,1,0,85.11,1,8,8,0,15.9,15.88
14,MattRyan,ATL,QB,2014,11,CAR,24,35,68.6,292,8.3,1,1,91.61,1,6,6,0,14.3,14.28
15,RyanTannehillP,MIA,QB,2014,11,BUF,23,37,62.2,247,6.7,1,1,79.45,4,22,5.5,0,14.1,14.08
16,JayCutler,CHI,QB,2014,11,MIN,23,36,63.9,257,7.1,1,1,82.75,3,17,5.7,0,14,13.98
17,MatthewStafford,DET,QB,2014,11,ARI,24,40,60,282,7,1,1,79.38,2,5,2.5,0,13.8,13.78
18,AlexSmith,KC,QB,2014,11,SEA,20,30,66.7,198,6.6,1,0,96.25,3,18,6,0,13.7,13.72
19,ShaunHill,LAR,QB,2014,11,DEN,22,36,61.1,258,7.2,1,1,80.56,2,10,5,0,13.3,13.32
20,BrianHoyer,CLE,QB,2014,11,HOU,22,33,66.7,227,6.9,1,0,96.4,2,1,0.5,0,13.2,13.18
21,MarkSanchez,PHI,QB,2014,11,GB,25,40,62.5,263,6.6,1,1,79.48,3,4,1.3,0,12.9,12.92
22,KyleOrton,BUF,QB,2014,11,MIA,23,38,60.5,257,6.8,1,1,78.51,1,5,5,0,12.8,12.78
23,AndyDalton,CIN,QB,2014,11,NO,20,33,60.6,246,7.5,1,1,81.12,3,9,3,0,12.7,12.74
24,DrewStanton,ARI,QB,2014,11,DET,24,40,60,233,5.8,1,1,74.27,3,14,4.7,0,12.7,12.72
25,EliManning,NYG,QB,2014,11,SF,23,38,60.5,247,6.5,1,1,77.41,1,1,1,0,12,11.98
26,ZachMettenberger,TEN,QB,2014,11,PIT,19,32,59.4,244,7.6,1,1,80.73,1,2,2,0,12,11.96
27,TeddyBridgewater,MIN,QB,2014,11,CHI,22,37,59.5,253,6.8,0,0,80.12,3,13,4.3,0,11.4,11.42
28,RyanMallett,HOU,QB,2014,11,CLE,19,33,57.6,224,6.8,1,1,75.82,1,3,3,0,11.3,11.26
29,MattBarkley,PHI,QB,2014,11,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,MattCassel,MIN,QB,2014,11,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,DerekAnderson,CAR,QB,2014,11,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,JohnnyManziel,CLE,QB,2014,11,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,RyanFitzpatrick,HOU,QB,2014,11,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,JasonCampbell,CIN,QB,2014,11,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,LukeMcCown,NO,QB,2014,11,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,TarvarisJackson,SEA,QB,2014,11,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,KellenClemens,LAC,QB,2014,11,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,MattSchaub,OAK,QB,2014,11,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,DanOrlovsky,DET,QB,2014,11,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,MattHasselbeck,IND,QB,2014,11,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,BruceGradkowski,PIT,QB,2014,11,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,CharlieWhitehurst,TEN,QB,2014,11,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
