Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,AdamVinatieri,IND,K,2013,6,LAC,2,2,100,35,3,3,9,9
2,JustinTucker,BAL,K,2013,6,GB,2,2,100,32,2,2,8,8
2,RandyBullock,HOU,K,2013,6,LAR,2,2,100,34,2,2,8,8
2,MattPrater,DEN,K,2013,6,JAX,1,2,50,40,5,5,8,8
5,StephenGostkowski,NE,K,2013,6,NO,2,2,100,44,1,1,7,7
5,PhilDawson,SF,K,2013,6,ARI,1,1,100,18,4,4,7,7
7,RobbieGould,CHI,K,2013,6,NYG,1,2,50,37,3,3,6,6
7,RianLindell,TB,K,2013,6,PHI,1,1,100,23,3,3,6,6
7,MasonCrosby,GB,K,2013,6,BAL,1,2,50,30,3,3,6,6
7,DanBailey,DAL,K,2013,6,WAS,1,2,50,33,3,3,6,6
11,JoshBrown,NYG,K,2013,6,CHI,1,1,100,21,2,2,5,5
11,MikeNugentIR,CIN,K,2013,6,BUF,1,2,50,26,2,2,5,5
11,BillyCundiff,CLE,K,2013,6,DET,1,2,50,44,2,2,5,5
11,DavidAkers,DET,K,2013,6,CLE,1,2,50,34,2,2,5,5
11,RyanSuccopP,KC,K,2013,6,OAK,1,2,50,35,2,2,5,5
11,SebastianJanikowski,OAK,K,2013,6,KC,1,1,100,26,2,2,5,5
11,BlairWalsh,MIN,K,2013,6,CAR,1,2,50,42,2,2,5,5
11,GrahamGano,CAR,K,2013,6,MIN,1,2,50,37,2,2,5,5
11,AlexHenery,PHI,K,2013,6,TB,1,2,50,40,2,2,5,5
11,ShaunSuisham,PIT,K,2013,6,NYJ,1,2,50,31,2,2,5,5
11,JoshScobee,JAX,K,2013,6,DEN,1,2,50,32,2,2,5,5
11,StevenHauschka,SEA,K,2013,6,TEN,1,2,50,38,2,2,5,5
11,RobBironas,TEN,K,2013,6,SEA,1,1,100,35,2,2,5,5
11,GarrettHartley,NO,K,2013,6,NE,1,2,50,40,2,2,5,5
11,NickNovak,LAC,K,2013,6,IND,1,2,50,34,2,2,5,5
26,DanCarpenter,BUF,K,2013,6,CIN,1,2,50,35,1,1,4,4
26,GregZuerlein,LAR,K,2013,6,HOU,1,2,50,30,1,1,4,4
26,NickFolk,NYJ,K,2013,6,PIT,1,2,50,44,1,1,4,4
26,JayFeely,ARI,K,2013,6,SF,1,2,50,33,1,1,4,4
26,KaiForbath,WAS,K,2013,6,DAL,0,1,0,0,4,4,4,4
