Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,DrewBrees,NO,QB,2014,14,CAR,27,37,73,317,8.6,2,0,116.61,1,1,1,0,20.8,20.78
2,AaronRodgersQ,GB,QB,2014,14,ATL,24,35,68.6,273,7.8,2,0,110.77,3,15,5,0,20.4,20.42
3,TomBrady,NE,QB,2014,14,LAC,25,37,67.6,290,7.8,2,0,109.07,1,0,0,0,19.6,19.6
4,AndrewLuckP,IND,QB,2014,14,CLE,24,36,66.7,282,7.8,2,1,97.22,4,21,5.2,0,19.4,19.38
5,JayCutler,CHI,QB,2014,14,DAL,26,40,65,285,7.1,2,1,92.19,2,13,6.5,0,18.7,18.7
6,TonyRomo,DAL,QB,2014,14,CHI,21,31,67.7,250,8.1,2,0,113.64,1,2,2,0,18.2,18.2
7,PeytonManning,DEN,QB,2014,14,BUF,24,36,66.7,304,8.4,2,1,99.77,1,0,0,0,18.2,18.16
8,RussellWilson,SEA,QB,2014,14,PHI,18,28,64.3,218,7.8,1,0,100,7,46,6.6,0,17.3,17.32
9,BenRoethlisberger,PIT,QB,2014,14,CIN,26,43,60.5,316,7.3,1,0,90.84,2,6,3,0,17.2,17.24
10,ZachMettenberger,TEN,QB,2014,14,NYG,19,32,59.4,216,6.8,2,0,100.52,1,3,3,0,16.9,16.94
11,RyanTannehillP,MIA,QB,2014,14,BAL,24,34,70.6,278,8.2,1,0,104.78,3,16,5.3,0,16.7,16.72
12,ColinKaepernick,SF,QB,2014,14,OAK,19,28,67.9,214,7.6,1,0,102.38,7,40,5.7,0,16.6,16.56
13,PhilipRivers,LAC,QB,2014,14,NE,25,39,64.1,291,7.5,1,0,95.14,2,5,2.5,0,16.1,16.14
14,CamNewton,CAR,QB,2014,14,NO,21,36,58.3,246,6.8,1,1,76.85,6,35,5.8,0,15.3,15.34
