Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,Le'VeonBellO,PIT,RB,2016,5,NYJ,19,74.5,3.9,0.5,7.35,5,43.6,0.2,0.2,0.2,15.6,15.61
2,DavidJohnson,ARI,RB,2016,5,SF,20.1,86,4.3,0.6,3.9,3,28.5,0.1,0.1,0.1,15.4,15.45
3,DeMarcoMurray,TEN,RB,2016,5,MIA,17.9,77.5,4.3,0.6,4.55,3.5,28.7,0.1,0.2,0.2,14.4,14.42
4,CJAnderson,DEN,RB,2016,5,ATL,18.6,84,4.4,0.6,3.52,2.5,18.8,0.1,0.1,0.1,14.3,14.28
5,MelvinGordon,LAC,RB,2016,5,OAK,17.9,73.6,4.1,0.6,5.77,3.9,29.6,0.1,0.2,0.2,14.1,14.12
6,EzekielElliott,DAL,RB,2016,5,CIN,20.7,86.2,4.1,0.6,2.66,2,15,0.1,0.2,0.2,13.9,13.92
7,LeGarretteBlount,NE,RB,2016,5,CLE,19.8,89,4.4,0.8,0.83,0.6,3.7,0,0.1,0.1,13.9,13.87
8,ToddGurley,LAR,RB,2016,5,BUF,19.5,77.3,3.8,0.6,3.53,2.6,20.2,0.1,0.1,0.1,13.8,13.75
9,FrankGore,IND,RB,2016,5,CHI,17.6,71.3,3.9,0.6,3.61,2.7,23.2,0.1,0.1,0.1,13.4,13.45
10,JordanHoward,CHI,RB,2016,5,IND,16.1,70.3,4.4,0.5,4.38,3.2,25.1,0.1,0.1,0.1,12.9,12.94
11,LeSeanMcCoyQ,BUF,RB,2016,5,LAR,17.4,73.2,4.3,0.4,4.21,3.1,21.6,0.1,0.2,0.2,12.1,12.08
12,MattForteIR,NYJ,RB,2016,5,PIT,16.5,66.2,4.1,0.4,4.06,2.8,23.3,0.1,0.1,0.1,11.8,11.75
13,LamarMiller,HOU,RB,2016,5,MIN,19.5,77.1,3.8,0.2,4.03,2.9,20.6,0.1,0.2,0.2,11.2,11.17
14,TheoRiddick,DET,RB,2016,5,PHI,11.3,44.2,4,0.3,7.1,4.8,38.1,0.2,0.1,0.1,11,11.03
15,TerranceWest,BAL,RB,2016,5,WAS,16.2,72.5,4.5,0.5,1.72,1.2,9.7,0,0.1,0.1,11,11.02
16,JerickMcKinnonIR,MIN,RB,2016,5,HOU,15.4,69.8,4.7,0.4,2.98,2,13.4,0,0.1,0.1,10.5,10.52
16,EddieLacy,GB,RB,2016,5,NYG,16.4,66.9,4.2,0.4,2.14,1.6,12.3,0.1,0.2,0.2,10.5,10.52
18,CarlosHyde,SF,RB,2016,5,ARI,16.8,67.4,3.9,0.5,2.1,1.5,9.8,0,0.2,0.2,10.3,10.32
19,DevontaFreemanO,ATL,RB,2016,5,DEN,13,51.7,4,0.3,4.59,3.4,23.4,0.1,0.2,0.2,9.5,9.51
20,DeandreWashingtonQ,OAK,RB,2016,5,LAC,11.3,49.2,4.5,0.4,2.81,2.1,16.5,0.1,0.1,0.1,9.4,9.37
21,IsaiahCrowell,CLE,RB,2016,5,NE,14.3,60.9,4.4,0.4,2.05,1.4,10.4,0,0.1,0.1,9.3,9.33
22,MattJones,WAS,RB,2016,5,BAL,15.4,57.6,3.9,0.4,2.01,1.4,12.5,0,0.1,0.1,9.2,9.21
23,JeremyHillIR,CIN,RB,2016,5,DAL,13.9,59.8,4.3,0.4,1.43,1.1,8.1,0,0.1,0.1,9,8.99
24,JayAjayiP,MIA,RB,2016,5,TEN,11.8,48.8,4.1,0.4,1.79,1.3,10,0,0.1,0.1,8.1,8.08
25,CameronArtis-Payne,CAR,RB,2016,5,TB,13.8,48.3,3.4,0.5,0.69,0.5,4.3,0,0.1,0.1,8.1,8.06
26,GiovaniBernardP,CIN,RB,2016,5,DAL,6.9,30,4.3,0.2,5.36,4,33.8,0.1,0.1,0.1,8,7.98
27,JacquizzRodgers,TB,RB,2016,5,CAR,11.2,40.1,3.6,0.2,4.3,3.1,22.1,0.1,0.1,0.1,7.8,7.82
28,RyanMathews,PHI,RB,2016,5,DET,10.5,49.5,5,0.4,1.05,0.8,6.3,0,0.1,0.1,7.8,7.78
29,JalenRichard,OAK,RB,2016,5,LAC,9.2,38.7,4.3,0.3,2.79,1.9,15,0.1,0.1,0.1,7.6,7.57
30,FozzyWhittakerIR,CAR,RB,2016,5,TB,7.9,28.4,3.5,0.3,4.14,2.8,22.1,0.1,0.1,0.1,7.2,7.25
31,DarrenSprolesO,PHI,RB,2016,5,DET,5.2,23.4,4.6,0.2,4.89,3.4,31.4,0.1,0.1,0.1,7.1,7.08
32,OrleansDarkwa,NYG,RB,2016,5,GB,11.6,42.8,3.6,0.3,2.01,1.4,10.8,0,0.1,0.1,7,6.96
33,DukeJohnson,CLE,RB,2016,5,NE,6.4,26.3,4.3,0.1,5.57,4.1,31.1,0.1,0.1,0.1,6.7,6.74
34,JamesWhite,NE,RB,2016,5,CLE,4.7,20,4,0.2,4.93,3.4,30.8,0.1,0.1,0.1,6.7,6.68
35,TevinColeman,ATL,RB,2016,5,DEN,7.1,27.7,4,0.2,3.08,2.3,17.8,0.1,0.2,0.2,6,5.95
36,BilalPowell,NYJ,RB,2016,5,PIT,5.3,22,4.4,0.1,4.93,3.4,27.2,0.1,0.1,0.1,5.9,5.92
37,BobbyRainey,NYG,RB,2016,5,GB,5.1,17.9,3.6,0.1,4.65,3.4,27.2,0.1,0.1,0.1,5.5,5.51
