Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,EddieLacy,GB,RB,2015,1,CHI,18,89,4.9,1,4,3,27,0,0,0,17.6,17.6
2,MarshawnLynchP,SEA,RB,2015,1,LAR,17,80,4.7,1,3,2,23,0,0,0,16.3,16.3
2,AdrianPetersonQ,MIN,RB,2015,1,SF,19,86,4.5,1,3,2,17,0,0,0,16.3,16.3
4,JamaalCharles,KC,RB,2015,1,HOU,15,73,4.9,1,4,3,26,0,0,0,15.9,15.9
4,DeMarcoMurray,PHI,RB,2015,1,ATL,16,76,4.8,1,4,3,23,0,0,0,15.9,15.9
6,LamarMiller,MIA,RB,2015,1,WAS,15,72,4.8,1,4,3,20,0,0,0,15.2,15.2
7,JeremyHillIR,CIN,RB,2015,1,OAK,17,73,4.3,1,3,2,16,0,0,0,14.9,14.9
8,CJAnderson,DEN,RB,2015,1,BAL,16,61,3.8,1,4,3,26,0,0,0,14.7,14.7
9,TevinColeman,ATL,RB,2015,1,PHI,11,44,4,1,3,2,14,0,0,0,11.8,11.8
10,MattForteIR,CHI,RB,2015,1,GB,16,71,4.4,0,7,5,41,0,0,0,11.2,11.2
11,JustinForsett,BAL,RB,2015,1,DEN,16,72,4.5,0,4,3,20,0,0,0,9.2,9.2
12,LeSeanMcCoyQ,BUF,RB,2015,1,IND,17,77,4.5,0,3,2,14,0,0,0,9.1,9.1
13,MarkIngramSUS,NO,RB,2015,1,ARI,15,69,4.6,0,3,2,14,0,0,0,8.3,8.3
14,BenjaminCunningham,LAR,RB,2015,1,SEA,15,49,3.3,0,5,4,33,0,0,0,8.2,8.2
15,LataviusMurray,OAK,RB,2015,1,CIN,15,64,4.3,0,3,2,17,0,0,0,8.1,8.1
16,ChrisIvory,NYJ,RB,2015,1,CLE,16,72,4.5,0,1,1,8,0,0,0,8,8
17,AndreEllington,ARI,RB,2015,1,NO,11,50,4.5,0,4,3,26,0,0,0,7.6,7.6
18,AlfredBlue,HOU,RB,2015,1,KC,14,63,4.5,0,1,1,12,0,0,0,7.5,7.5
19,JonathanStewartIR,CAR,RB,2015,1,JAX,14,61,4.4,0,3,2,12,0,0,0,7.3,7.3
19,TJYeldonP,JAX,RB,2015,1,CAR,12,56,4.7,0,3,2,17,0,0,0,7.3,7.3
19,JoiqueBell,DET,RB,2015,1,LAC,12,51,4.2,0,3,2,22,0,0,0,7.3,7.3
22,MelvinGordon,LAC,RB,2015,1,DET,14,52,3.7,0,3,2,20,0,0,0,7.2,7.2
22,CarlosHyde,SF,RB,2015,1,MIN,14,62,4.4,0,1,1,10,0,0,0,7.2,7.2
24,RashadJennings,NYG,RB,2015,1,DAL,12,52,4.3,0,4,3,19,0,0,0,7.1,7.1
25,DeAngeloWilliams,PIT,RB,2015,1,NE,12,53,4.4,0,3,2,16,0,0,0,6.9,6.9
26,AlfredMorrisQ,WAS,RB,2015,1,MIA,14,59,4.2,0,1,1,8,0,0,0,6.7,6.7
27,DougMartin,TB,RB,2015,1,TEN,14,57,4.1,0,3,2,9,0,0,0,6.6,6.6
28,FrankGore,IND,RB,2015,1,BUF,12,51,4.2,0,3,2,14,0,0,0,6.5,6.5
29,IsaiahCrowell,CLE,RB,2015,1,NYJ,13,52,4,0,1,1,11,0,0,0,6.3,6.3
30,AmeerAbdullah,DET,RB,2015,1,LAC,10,44,4.4,0,3,2,18,0,0,0,6.2,6.2
31,JosephRandle,DAL,RB,2015,1,NYG,11,51,4.6,0,1,1,10,0,0,0,6.1,6.1
32,GiovaniBernardP,CIN,RB,2015,1,OAK,8,32,4,0,4,3,24,0,0,0,5.6,5.6
33,DionLewis,NE,RB,2015,1,PIT,10,39,3.9,0,3,2,16,0,0,0,5.5,5.5
34,BishopSankey,TEN,RB,2015,1,TB,11,43,3.9,0,1,1,10,0,0,0,5.3,5.3
35,DarrenMcFadden,DAL,RB,2015,1,NYG,9,40,4.4,0,1,1,11,0,0,0,5.1,5.1
35,DarrenSprolesO,PHI,RB,2015,1,ATL,4,20,5,0,4,3,31,0,0,0,5.1,5.1
37,RyanMathews,PHI,RB,2015,1,ATL,8,40,5,0,1,1,10,0,0,0,5,5
38,CharlesSims,TB,RB,2015,1,TEN,7,28,4,0,3,2,21,0,0,0,4.9,4.9
38,ShaneVereenIR,NYG,RB,2015,1,DAL,4,19,4.8,0,5,4,30,0,0,0,4.9,4.9
38,ReggieBush,SF,RB,2015,1,MIN,7,33,4.7,0,3,2,16,0,0,0,4.9,4.9
41,KhiryRobinson,NO,RB,2015,1,ARI,6,29,4.8,0,3,2,13,0,0,0,4.2,4.2
42,MattJones,WAS,RB,2015,1,MIA,7,29,4.1,0,3,2,12,0,0,0,4.1,4.1
42,DevontaFreemanO,ATL,RB,2015,1,PHI,7,24,3.4,0,3,2,17,0,0,0,4.1,4.1
44,KnileDavis,KC,RB,2015,1,HOU,7,31,4.4,0,1,1,9,0,0,0,4,4
44,DukeJohnson,CLE,RB,2015,1,NYJ,7,27,3.9,0,1,1,13,0,0,0,4,4
46,BilalPowell,NYJ,RB,2015,1,CLE,6,28,4.7,0,1,1,11,0,0,0,3.9,3.9
46,DenardRobinson,JAX,RB,2015,1,CAR,6,30,5,0,1,1,9,0,0,0,3.9,3.9
48,DriArcher,PIT,RB,2015,1,NE,5,22,4.4,0,3,2,16,0,0,0,3.8,3.8
48,FitzgeraldToussaint,PIT,RB,2015,1,NE,6,27,4.5,0,1,1,11,0,0,0,3.8,3.8
48,DamienWilliams,MIA,RB,2015,1,WAS,6,23,3.8,0,3,2,15,0,0,0,3.8,3.8
48,DannyWoodheadIR,LAC,RB,2015,1,DET,4,14,3.5,0,4,3,24,0,0,0,3.8,3.8
48,JavoriusAllen,BAL,RB,2015,1,DEN,7,30,4.3,0,1,1,8,0,0,0,3.8,3.8
53,ChrisJohnson,NYJ,RB,2015,1,CLE,6,28,4.7,0,1,1,9,0,0,0,3.7,3.7
53,DexterMcCluster,TEN,RB,2015,1,TB,4,16,4,0,4,3,21,0,0,0,3.7,3.7
53,LanceDunbar,DAL,RB,2015,1,NYG,5,22,4.4,0,1,1,15,0,0,0,3.7,3.7
56,DavidJohnson,ARI,RB,2015,1,NO,6,24,4,0,1,1,11,0,0,0,3.5,3.5
56,TheoRiddick,DET,RB,2015,1,LAC,3,14,4.7,0,3,2,21,0,0,0,3.5,3.5
58,JamesStarks,GB,RB,2015,1,CHI,5,25,5,0,1,1,9,0,0,0,3.4,3.4
59,BrandonBolden,NE,RB,2015,1,PIT,8,28,3.5,0,1,1,5,0,0,0,3.3,3.3
59,JonathanGrimes,HOU,RB,2015,1,KC,6,23,3.8,0,1,1,10,0,0,0,3.3,3.3
61,RonnieHillman,DEN,RB,2015,1,BAL,6,22,3.7,0,1,1,10,0,0,0,3.2,3.2
62,IsaiahPead,LAR,RB,2015,1,SEA,7,22,3.1,0,1,1,9,0,0,0,3.1,3.1
62,AntonioAndrews,TEN,RB,2015,1,TB,5,18,3.6,0,3,2,13,0,0,0,3.1,3.1
64,JamesWhite,NE,RB,2015,1,PIT,6,24,4,0,1,1,6,0,0,0,3,3
64,ChrisPolk,HOU,RB,2015,1,KC,5,22,4.4,0,1,1,8,0,0,0,3,3
64,JoshRobinson,IND,RB,2015,1,BUF,4,18,4.5,0,3,2,12,0,0,0,3,3
64,AndreWilliams,NYG,RB,2015,1,DAL,6,25,4.2,0,1,1,5,0,0,0,3,3
64,JerickMcKinnonIR,MIN,RB,2015,1,SF,5,22,4.4,0,1,1,8,0,0,0,3,3
69,FredJackson,BUF,RB,2015,1,IND,4,17,4.2,0,1,1,11,0,0,0,2.8,2.8
69,MarcusMurphyQ,NO,RB,2015,1,ARI,1,6,6,0,4,3,22,0,0,0,2.8,2.8
71,JacquizzRodgers,CHI,RB,2015,1,GB,4,16,4,0,3,2,10,0,0,0,2.6,2.6
71,FozzyWhittakerIR,CAR,RB,2015,1,JAX,4,17,4.2,0,1,1,9,0,0,0,2.6,2.6
73,KarlosWilliams,BUF,RB,2015,1,IND,4,17,4.2,0,1,1,8,0,0,0,2.5,2.5
74,MikeTolbert,CAR,FB,2015,1,JAX,4,12,3,0,1,1,11,0,0,0,2.3,2.3
74,BrandenOliver,LAC,RB,2015,1,DET,4,13,3.2,0,1,1,10,0,0,0,2.3,2.3
76,TyMontgomery,GB,RB,2015,1,CHI,0,2,0,0,3,2,20,0,0,0,2.2,2.2
76,MarcelReece,OAK,FB,2015,1,CIN,2,7,3.5,0,3,2,15,0,0,0,2.2,2.2
78,BruceMiller,SF,FB,2015,1,MIN,1,2,2,0,3,2,14,0,0,0,1.6,1.6
79,LaMichaelJames,MIA,RB,2015,1,WAS,2,8,4,0,1,1,6,0,0,0,1.4,1.4
80,KyleJuszczyk,BAL,FB,2015,1,DEN,0,0,0,0,1,1,11,0,0,0,1.1,1.1
81,JohnKuhn,GB,FB,2015,1,CHI,2,6,3,0,1,1,4,0,0,0,1,1
81,TommyBohanon,NYJ,FB,2015,1,CLE,1,4,4,0,1,1,6,0,0,0,1,1
81,ZachLine,MIN,FB,2015,1,SF,1,5,5,0,1,1,5,0,0,0,1,1
84,BobbyRainey,TB,RB,2015,1,TEN,1,6,6,0,0,0,3,0,0,0,0.9,0.9
84,NikitaWhitlock,NYG,RB,2015,1,DAL,1,4,4,0,1,1,5,0,0,0,0.9,0.9
86,WillJohnson,PIT,FB,2015,1,NE,1,2,2,0,1,1,6,0,0,0,0.8,0.8
86,AnthonySherman,KC,FB,2015,1,HOU,0,1,0,0,1,1,7,0,0,0,0.8,0.8
86,MalcolmJohnsonIR,CLE,FB,2015,1,NYJ,1,4,4,0,2,1,4,0,0,0,0.8,0.8
86,CameronArtis-Payne,CAR,RB,2015,1,JAX,2,6,3,0,0,0,2,0,0,0,0.8,0.8
86,DerrickColeman,SEA,FB,2015,1,LAR,0,0,0,0,1,1,8,0,0,0,0.8,0.8
86,ChaseReynolds,LAR,RB,2015,1,SEA,2,6,3,0,0,0,2,0,0,0,0.8,0.8
92,JayProsch,HOU,FB,2015,1,KC,1,3,3,0,0,0,4,0,0,0,0.7,0.7
92,TerranceWest,CLE,RB,2015,1,NYJ,2,6,3,0,0,0,1,0,0,0,0.7,0.7
92,DarrelYoung,WAS,FB,2015,1,MIA,1,2,2,0,1,1,5,0,0,0,0.7,0.7
92,PatrickDiMarco,ATL,FB,2015,1,PHI,0,0,0,0,1,1,7,0,0,0,0.7,0.7
92,MattAsiata,MIN,RB,2015,1,SF,1,4,4,0,0,0,3,0,0,0,0.7,0.7
97,JeremyLangford,CHI,RB,2015,1,GB,1,5,5,0,0,0,1,0,0,0,0.6,0.6
97,AnthonyDixon,BUF,RB,2015,1,IND,1,5,5,0,0,0,1,0,0,0,0.6,0.6
97,JeromeFelton,BUF,FB,2015,1,IND,1,4,4,0,0,0,2,0,0,0,0.6,0.6
97,AustinJohnson,NO,FB,2015,1,ARI,1,2,2,0,0,0,4,0,0,0,0.6,0.6
97,JalstonFowler,TEN,RB,2015,1,TB,1,3,3,0,0,0,3,0,0,0,0.6,0.6
102,TylerVarga,IND,RB,2015,1,BUF,1,3,3,0,0,0,2,0,0,0,0.5,0.5
102,ChristineMichael,SEA,RB,2015,1,LAR,1,4,4,0,0,0,1,0,0,0,0.5,0.5
102,TaiwanJones,OAK,RB,2015,1,CIN,1,4,4,0,0,0,1,0,0,0,0.5,0.5
102,JuwanThompson,DEN,RB,2015,1,BAL,1,4,4,0,0,0,1,0,0,0,0.5,0.5
106,ChrisThompson,WAS,RB,2015,1,MIA,0,2,0,0,0,0,2,0,0,0,0.4,0.4
106,BernardPierce,JAX,RB,2015,1,CAR,1,3,3,0,0,0,1,0,0,0,0.4,0.4
106,StepfanTaylor,ARI,RB,2015,1,NO,0,2,0,0,0,0,2,0,0,0,0.4,0.4
106,MichaelBurton,DET,FB,2015,1,LAC,0,2,0,0,0,0,2,0,0,0,0.4,0.4
106,DonaldBrown,LAC,RB,2015,1,DET,1,2,2,0,0,0,2,0,0,0,0.4,0.4
106,TylerClutts,DAL,FB,2015,1,NYG,0,2,0,0,0,0,2,0,0,0,0.4,0.4
106,JarrydHayne,SF,RB,2015,1,MIN,1,2,2,0,0,0,2,0,0,0,0.4,0.4
113,CharcandrickWest,KC,RB,2015,1,HOU,0,2,0,0,0,0,1,0,0,0,0.3,0.3
113,RexBurkheadIR,CIN,RB,2015,1,OAK,0,1,0,0,0,0,2,0,0,0,0.3,0.3
113,TerronWard,ATL,RB,2015,1,PHI,0,2,0,0,0,0,1,0,0,0,0.3,0.3
113,MikeDavis,SF,RB,2015,1,MIN,1,2,2,0,0,0,1,0,0,0,0.3,0.3
117,MikeJames,TB,RB,2015,1,TEN,0,2,0,0,0,0,0,0,0,0,0.2,0.2
117,JorvorskieLane,TB,FB,2015,1,TEN,0,1,0,0,0,0,1,0,0,0,0.2,0.2
117,OrleansDarkwa,NYG,RB,2015,1,DAL,0,1,0,0,0,0,1,0,0,0,0.2,0.2
120,Ka'DeemCareyIR,CHI,RB,2015,1,GB,0,1,0,0,0,0,0,0,0,0,0.1,0.1
120,StevanRidley,NYJ,RB,2015,1,CLE,0,1,0,0,0,0,0,0,0,0,0.1,0.1
120,ShaunDraughn,CLE,RB,2015,1,NYJ,0,1,0,0,0,0,0,0,0,0,0.1,0.1
120,JordanTodman,CAR,RB,2015,1,JAX,0,0,0,0,0,0,1,0,0,0,0.1,0.1
120,ThomasRawls,SEA,RB,2015,1,LAR,0,1,0,0,0,0,0,0,0,0,0.1,0.1
120,CedricPeerman,CIN,RB,2015,1,OAK,0,0,0,0,0,0,1,0,0,0,0.1,0.1
120,KenjonBarner,PHI,RB,2015,1,ATL,0,1,0,0,0,0,0,0,0,0,0.1,0.1
127,AlonzoHarris,GB,RB,2015,1,CHI,0,0,0,0,0,0,0,0,0,0,0,0
127,WillTukuafu,SEA,FB,2015,1,LAR,0,0,0,0,0,0,0,0,0,0,0,0
127,TimHightower,NO,RB,2015,1,ARI,0,0,0,0,0,0,0,0,0,0,0,0
127,EdwinBaker,NO,RB,2015,1,ARI,0,0,0,0,0,0,0,0,0,0,0,0
127,JamizeOlawale,OAK,FB,2015,1,CIN,0,0,0,0,0,0,0,0,0,0,0,0
