Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,StephenGostkowski,NE,K,2016,12,NYJ,1.4,1.4,100,0,3.5,3.5,7.7,7.7
2,RobbieGould,NYG,K,2016,12,CLE,1.3,1.4,100,0,3.1,3.1,7,7
3,ChrisBoswell,PIT,K,2016,12,IND,1,1,100,0,3.5,3.5,6.5,6.5
3,ChandlerCatanzaro,ARI,K,2016,12,ATL,1.3,1.3,100,0,2.6,2.6,6.5,6.5
3,AndrewFranks,MIA,K,2016,12,SF,1.3,1.4,100,0,2.6,2.6,6.5,6.5
6,JustinTucker,BAL,K,2016,12,CIN,1.4,1.4,100,0,2,2,6.2,6.2
6,JoshLamboP,LAC,K,2016,12,HOU,1.4,1.4,100,0,2,2,6.2,6.2
8,DanBailey,DAL,K,2016,12,WAS,1,1,100,0,3,3,6,6
9,KaiForbath,MIN,K,2016,12,DET,1.3,1.4,100,0,2,2,5.9,5.9
9,StevenHauschka,SEA,K,2016,12,TB,1,1,100,0,2.9,2.9,5.9,5.9
11,SebastianJanikowski,OAK,K,2016,12,CAR,1,1,100,0,2.6,2.6,5.6,5.6
12,WilLutz,NO,K,2016,12,LAR,1.1,1.1,100,0,2.1,2.1,5.4,5.4
13,DanCarpenter,BUF,K,2016,12,JAX,1,1,100,0,2.1,2.1,5.1,5.1
14,GregZuerlein,LAR,K,2016,12,NO,1.3,1.4,100,0,1.1,1.1,5,5
14,NickNovak,HOU,K,2016,12,LAC,1,1,100,0,2,2,5,5
16,ConnorBarth,CHI,K,2016,12,TEN,0.9,1,100,0,1.6,1.6,4.3,4.3
16,CodyParkey,CLE,K,2016,12,NYG,0.9,1,100,0,1.6,1.6,4.3,4.3
16,PhilDawson,SF,K,2016,12,MIA,0.9,1,100,0,1.6,1.6,4.3,4.3
19,DustinHopkins,WAS,K,2016,12,DAL,0.6,0.6,100,0,2.1,2.1,3.9,3.9
19,BrandonMcManus,DEN,K,2016,12,KC,0.6,0.6,100,0,2.1,2.1,3.9,3.9
21,MattBryant,ATL,K,2016,12,ARI,0.3,0.3,0,0,2.9,2.9,3.8,3.8
21,GrahamGano,CAR,K,2016,12,OAK,0.6,0.6,100,0,2,2,3.8,3.8
21,CalebSturgis,PHI,K,2016,12,GB,0.6,0.6,100,0,2,2,3.8,3.8
21,MasonCrosby,GB,K,2016,12,PHI,0.6,0.6,100,0,2,2,3.8,3.8
25,RyanSuccopP,TEN,K,2016,12,CHI,0.5,0.6,0,0,2.1,2.1,3.6,3.6
26,MattPrater,DET,K,2016,12,MIN,0.3,0.3,0,0,2,2,2.9,2.9
26,AdamVinatieri,IND,K,2016,12,PIT,0.3,0.3,0,0,2,2,2.9,2.9
26,CairoSantos,KC,K,2016,12,DEN,0.3,0.3,0,0,2,2,2.9,2.9
29,JasonMyers,JAX,K,2016,12,BUF,0.5,0.6,0,0,1.1,1.1,2.6,2.6
29,MikeNugentIR,CIN,K,2016,12,BAL,0.2,0.3,0,0,2,2,2.6,2.6
29,NickFolk,NYJ,K,2016,12,NE,0.2,0.3,0,0,2,2,2.6,2.6
32,RobertoAguayo,TB,K,2016,12,SEA,0.3,0.3,0,0,1.1,1.1,2,2
33,BlairWalsh,MIN,K,2016,12,DET,0,0,0,0,0,0,0,0
33,MarshallMorgan,BUF,K,2016,12,JAX,0,0,0,0,0,0,0,0
33,PatrickMurray,CLE,K,2016,12,NYG,0,0,0,0,0,0,0,0
