Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,EzekielElliott,DAL,RB,2017,9,KC,22.6,101.8,4.4,0.9,3.19,2.4,20.7,0.1,0.1,0.1,18,18.05
2,ToddGurley,LAR,RB,2017,9,NYG,21,86.5,4.1,0.7,5.03,3.7,29.1,0.1,0.1,0.1,16.2,16.16
3,LeSeanMcCoyQ,BUF,RB,2017,9,NYJ,19.7,87.8,4.4,0.5,6.25,4.6,32.8,0.2,0.1,0.1,16.1,16.06
4,KareemHunt,KC,RB,2017,9,DAL,16.7,81.4,4.8,0.6,4.08,2.9,25.3,0.1,0.2,0.2,14.5,14.47
5,MarkIngramSUS,NO,RB,2017,9,TB,17.1,71.3,4.2,0.7,5.16,3.8,26.6,0.1,0.2,0.2,14.2,14.19
6,LamarMiller,HOU,RB,2017,9,IND,18.5,71.8,4,0.5,3.75,2.7,20.1,0.1,0.1,0.1,12.6,12.59
7,DougMartin,TB,RB,2017,9,NO,16.6,72.1,4.2,0.4,2.62,1.8,13.7,0.1,0.1,0.1,11.4,11.38
8,CarlosHyde,SF,RB,2017,9,ARI,15.8,59.9,3.8,0.4,5.32,3.8,24.1,0.1,0.1,0.1,11.2,11.2
9,AdrianPetersonQ,ARI,RB,2017,9,SF,18.2,71.3,3.9,0.5,1.56,1.2,8.7,0,0.1,0.1,10.8,10.8
10,AaronJones,GB,RB,2017,9,DET,15.1,60.5,4,0.5,2.72,2,16.1,0,0.1,0.1,10.5,10.46
11,DevontaFreemanO,ATL,RB,2017,9,CAR,13.1,57.1,4.4,0.4,3.24,2.4,19,0.1,0.1,0.1,10.4,10.41
12,DeMarcoMurray,TEN,RB,2017,9,BAL,13.7,56.4,4,0.4,3.38,2.6,18.6,0.1,0.1,0.1,10.3,10.3
13,AlvinKamaraP,NO,RB,2017,9,TB,9,38.7,4.3,0.3,5.37,4.1,35.9,0.2,0.1,0.1,10.3,10.26
14,ChristianMcCaffrey,CAR,RB,2017,9,ATL,6.4,20.4,3.3,0.1,7.56,5.4,49.1,0.3,0.1,0.1,9.2,9.15
15,AlexCollins,BAL,RB,2017,9,TEN,16.4,63,3.9,0.3,1.64,1.2,8,0,0.1,0.1,8.7,8.7
16,AmeerAbdullah,DET,RB,2017,9,GB,14.5,56,4,0.2,2.44,1.8,12.4,0.1,0.1,0.1,8.4,8.44
17,JoeMixonO,CIN,RB,2017,9,JAX,12.2,48,4,0.2,3.69,2.6,20,0.1,0.1,0.1,8.4,8.4
18,MarshawnLynchP,OAK,RB,2017,9,MIA,12.1,48.3,4,0.5,1.39,1,6.9,0,0.1,0.1,8.3,8.32
19,FrankGore,IND,RB,2017,9,HOU,12.7,47.9,3.7,0.3,2.27,1.7,12.9,0,0.1,0.1,7.7,7.68
20,DerrickHenry,TEN,RB,2017,9,BAL,12,48.3,4,0.4,1.19,0.8,5.8,0,0.1,0.1,7.6,7.61
21,ChrisThompson,WAS,RB,2017,9,SEA,6.8,26.9,3.9,0.1,6.02,4.4,38.7,0.1,0.1,0.1,7.6,7.56
22,OrleansDarkwa,NYG,RB,2017,9,LAR,11,48,4.4,0.2,2.44,1.7,11.5,0.1,0.1,0.1,7.6,7.55
23,BilalPowell,NYJ,RB,2017,9,BUF,9.7,38.4,3.8,0.2,3.91,2.7,20.3,0.1,0.1,0.1,7.5,7.47
24,JonathanStewartIR,CAR,RB,2017,9,ATL,14.4,52,3.7,0.3,0.97,0.7,5.7,0,0.1,0.1,7.4,7.37
25,ChrisIvory,JAX,RB,2017,9,CIN,7,38.5,5.4,0.3,2.28,1.6,11.9,0.1,0.1,0.1,7.2,7.24
26,LeGarretteBlount,PHI,RB,2017,9,DEN,13.7,47.6,3.4,0.4,0.41,0.3,2.5,0,0.1,0.1,7.2,7.21
27,JavoriusAllen,BAL,RB,2017,9,TEN,8.1,30.7,3.9,0.2,5.24,3.8,24.8,0.1,0.1,0.1,7.2,7.15
28,TevinColeman,ATL,RB,2017,9,CAR,8,37.2,4.6,0.2,2.81,2.1,18.2,0.1,0.1,0.1,7.1,7.14
29,MattForteIR,NYJ,RB,2017,9,BUF,7.3,26.4,3.7,0.2,4.93,3.4,27.6,0.1,0.1,0.1,7,7
30,KenyanDrake,MIA,RB,2017,9,OAK,12.9,49.6,3.8,0.2,1.92,1.3,10.1,0,0.1,0.1,7,6.97
31,DamienWilliams,MIA,RB,2017,9,OAK,9.3,33.8,3.8,0.2,3.02,2.1,17.1,0.1,0,0,6.9,6.89
32,CJAnderson,DEN,RB,2017,9,PHI,12.8,50.2,3.8,0.2,1.83,1.3,8.4,0,0.1,0.1,6.9,6.86
33,EddieLacy,SEA,RB,2017,9,WAS,12.2,45.7,3.8,0.3,1.2,0.9,6,0,0.1,0.1,6.8,6.77
33,RobKelleyIR,WAS,RB,2017,9,SEA,14.2,46.7,3.4,0.3,1.34,0.9,5,0,0.1,0.1,6.8,6.77
35,MarlonMackQ,IND,RB,2017,9,HOU,7.1,31.4,4.4,0.3,3.62,2.5,19.2,0,0.1,0.1,6.7,6.66
36,TJYeldonP,JAX,RB,2017,9,CIN,7.37,35.4,5,0.2,2.96,2,15.3,0,0,0,6.3,6.27
37,TyMontgomery,GB,RB,2017,9,DET,7,28.7,4.1,0.2,2.81,2.1,16.8,0,0.1,0.1,5.6,5.55
38,DeandreWashingtonQ,OAK,RB,2017,9,MIA,4.9,20.8,4.2,0.2,3.08,2.3,17.4,0.1,0.1,0.1,5.4,5.42
39,TheoRiddick,DET,RB,2017,9,GB,3.4,10.9,3.7,0.1,4.58,3.1,26.6,0.2,0.1,0.1,5.4,5.35
40,MattBreidaQ,SF,RB,2017,9,ARI,6.2,20.4,3.3,0.2,2.64,1.9,15.2,0.1,0.1,0.1,5.2,5.16
41,AndreEllington,ARI,RB,2017,9,SF,3.4,10,3.3,0.1,4.22,3.2,27,0.1,0,0,4.9,4.9
42,MikeTolbert,BUF,FB,2017,9,NYJ,6.7,21.7,3.1,0.2,1.49,1,7,0.1,0,0,4.7,4.67
43,GiovaniBernardP,CIN,RB,2017,9,JAX,4.2,15,3.8,0.1,2.94,2.2,18.7,0.1,0,0,4.6,4.57
44,ShaneVereenIR,NYG,RB,2017,9,LAR,2.6,9.6,3.3,0,3.94,2.9,24.7,0.1,0,0,4,4.03
45,WendellSmallwood,PHI,RB,2017,9,DEN,4.9,14.6,3,0.1,2.38,1.6,12.5,0.1,0,0,3.9,3.91
46,JayAjayiP,PHI,RB,2017,9,DEN,6,24.6,4.2,0.2,0.55,0.4,3.6,0,0.1,0.1,3.8,3.82
47,ThomasRawls,SEA,RB,2017,9,WAS,4.4,19.3,4.8,0.2,0.91,0.7,5.2,0,0.1,0.1,3.4,3.45
48,JalenRichard,OAK,RB,2017,9,MIA,4.2,16.4,4,0.1,2.35,1.6,13.1,0,0.1,0.1,3.4,3.35
49,JamaalCharles,DEN,RB,2017,9,PHI,5.7,22.3,3.7,0.1,1.62,1.1,6.9,0,0.1,0.1,3.3,3.32
50,D'OntaForemanPUP,HOU,RB,2017,9,IND,5.3,20.5,4,0.2,0.13,0.1,1.5,0,0.1,0.1,3.2,3.2
51,DevontaeBooker,DEN,RB,2017,9,PHI,2.1,10.3,5,0,2.88,2,14.8,0.1,0,0,3.1,3.11
52,CharcandrickWest,KC,RB,2017,9,DAL,2.5,7.5,4,0.1,2.07,1.4,10.9,0.1,0,0,3,3.04
53,WayneGallman,NYG,RB,2017,9,LAR,5.2,17.7,3.6,0.1,1.58,1.1,8,0,0.1,0.1,3,2.97
54,KyleJuszczyk,SF,FB,2017,9,ARI,0.9,2.7,3,0.1,2.46,1.8,14.7,0.1,0,0,2.9,2.94
55,JDMcKissicIR,SEA,RB,2017,9,WAS,1.5,6.9,3.5,0,2.87,1.7,15.9,0.1,0,0,2.9,2.88
56,CharlesSims,TB,RB,2017,9,NO,1.4,5.5,6,0,3.57,2.5,18.8,0.1,0.1,0.1,2.8,2.83
57,AlfredBlue,HOU,RB,2017,9,IND,4.3,17.6,4.5,0.1,0.67,0.5,3.9,0,0,0,2.8,2.75
58,MalcolmBrown,LAR,RB,2017,9,NYG,3.6,14.4,3.5,0.1,0.99,0.7,6.2,0,0,0,2.7,2.66
59,DwayneWashington,DET,RB,2017,9,GB,4.5,15.8,4,0.1,0.29,0.2,1.3,0,0,0,2.3,2.31
60,ElijahMcGuireIR,NYJ,RB,2017,9,BUF,3.7,11.1,2.8,0.1,1.01,0.7,5.3,0,0,0,2.2,2.24
61,AlfredMorrisQ,DAL,RB,2017,9,KC,2.4,11.4,5.5,0.1,0.13,0.1,1.2,0,0,0,1.9,1.86
62,JoshFergusonIR,IND,RB,2017,9,HOU,1.5,5.8,3,0.1,0.72,0.5,3.6,0,0,0,1.5,1.54
63,PaulPerkins,NYG,RB,2017,9,LAR,2.2,9,4.5,0,0.72,0.5,4.6,0,0,0,1.4,1.36
64,CameronArtis-Payne,CAR,RB,2017,9,ATL,1.8,6,3,0.1,0.27,0.2,1.5,0,0,0,1.4,1.35
65,JacquizzRodgers,TB,RB,2017,9,NO,2,7.9,4,0,1.11,0.8,5.2,0,0,0,1.3,1.31
65,RodSmith,DAL,RB,2017,9,KC,1.4,5.9,6,0.1,0.13,0.1,1.2,0,0,0,1.3,1.31
67,CoreyGrant,JAX,RB,2017,9,CIN,1,4.3,4,0,0.88,0.6,4.7,0,0,0,0.9,0.9
68,KenjonBarner,PHI,RB,2017,9,DEN,0.8,3.2,3,0,1.01,0.7,5,0,0,0,0.8,0.82
69,KerwynnWilliams,ARI,RB,2017,9,SF,1.3,5.7,6,0,0.4,0.3,2.4,0,0,0,0.8,0.81
70,TommyBohanon,JAX,FB,2017,9,CIN,0.3,1.2,0,0,1.06,0.8,6.1,0,0,0,0.7,0.73
71,CoreyClementQ,PHI,RB,2017,9,DEN,0.2,4.5,0,0,0.52,0.4,2.6,0,0,0,0.7,0.71
72,SamajePerineQ,WAS,RB,2017,9,SEA,1.6,6.6,3.5,0,0.39,0.3,2.3,0,0.1,0.1,0.7,0.69
73,TerronWard,ATL,RB,2017,9,CAR,0.7,2.8,3,0,0.27,0.2,2,0,0,0,0.5,0.48
74,LanceDunbar,LAR,RB,2017,9,NYG,0.1,0.8,0,0,0.42,0.3,3.2,0,0,0,0.4,0.4
75,BobbyRainey,BAL,RB,2017,9,TEN,0,0.1,0,0,0.68,0.5,3.7,0,0,0,0.4,0.38
76,PeytonBarber,TB,RB,2017,9,NO,0.8,3.2,3,0,0.13,0.1,0.5,0,0,0,0.4,0.37
77,DanielLascoPUP,NO,RB,2017,9,TB,0.6,2,2,0,0.13,0.1,1.6,0,0,0,0.4,0.36
