Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,DanCarpenter,BUF,K,2016,15,CLE,1.6,1.7,100,0,3,3,7.8,7.8
2,ChandlerCatanzaro,ARI,K,2016,15,NO,1.6,1.8,100,0,2.8,2.8,7.6,7.6
3,MattBryant,ATL,K,2016,15,SF,1.2,1.4,100,0,3.6,3.6,7.2,7.2
4,MasonCrosby,GB,K,2016,15,CHI,1.4,1.5,50,0,2.8,2.8,7,7
5,StevenHauschka,SEA,K,2016,15,LAR,1.4,1.5,50,0,2.6,2.6,6.8,6.8
5,KaiForbath,MIN,K,2016,15,IND,1.5,1.7,100,0,2.3,2.3,6.8,6.8
5,WilLutz,NO,K,2016,15,ARI,1.4,1.6,50,0,2.6,2.6,6.8,6.8
8,NickNovak,HOU,K,2016,15,JAX,1.6,1.7,100,0,1.9,1.9,6.7,6.7
8,DustinHopkins,WAS,K,2016,15,CAR,1.3,1.5,50,0,2.8,2.8,6.7,6.7
10,RobbieGould,NYG,K,2016,15,DET,1.5,1.6,100,0,2,2,6.5,6.5
11,AdamVinatieri,IND,K,2016,15,MIN,1.4,1.5,50,0,2.1,2.1,6.3,6.3
11,JoshLamboP,LAC,K,2016,15,OAK,1.2,1.4,100,0,2.7,2.7,6.3,6.3
13,NickFolk,NYJ,K,2016,15,MIA,1.4,1.5,50,0,2,2,6.2,6.2
13,DanBailey,DAL,K,2016,15,TB,1.2,1.3,100,0,2.6,2.6,6.2,6.2
13,BrandonMcManus,DEN,K,2016,15,NE,1.4,1.6,50,0,2,2,6.2,6.2
13,SebastianJanikowski,OAK,K,2016,15,LAC,1.2,1.4,100,0,2.6,2.6,6.2,6.2
17,MattPrater,DET,K,2016,15,NYG,1.3,1.4,100,0,1.9,1.9,5.8,5.8
17,StephenGostkowski,NE,K,2016,15,DEN,1.1,1.3,100,0,2.5,2.5,5.8,5.8
19,ChrisBoswell,PIT,K,2016,15,CIN,1.1,1.2,100,0,2.4,2.4,5.7,5.7
20,JustinTucker,BAL,K,2016,15,PHI,1.1,1.1,100,0,2.3,2.3,5.6,5.6
20,GrahamGano,CAR,K,2016,15,WAS,1.1,1.2,100,0,2.3,2.3,5.6,5.6
22,RandyBullock,CIN,K,2016,15,PIT,1,1.2,100,0,2.4,2.4,5.4,5.4
23,JasonMyers,JAX,K,2016,15,HOU,1.2,1.3,100,0,1.6,1.6,5.2,5.2
24,CairoSantos,KC,K,2016,15,TEN,0.9,1.1,100,0,2.4,2.4,5.1,5.1
25,RobertoAguayo,TB,K,2016,15,DAL,1,1.3,100,0,2,2,5,5
26,RyanSuccopP,TEN,K,2016,15,KC,0.9,1,100,0,2.2,2.2,4.9,4.9
27,AndrewFranks,MIA,K,2016,15,NYJ,0.9,1.1,100,0,2.1,2.1,4.8,4.8
27,CalebSturgis,PHI,K,2016,15,BAL,1.1,1.3,100,0,1.5,1.5,4.8,4.8
29,ConnorBarth,CHI,K,2016,15,GB,0.9,1.1,100,0,1.9,1.9,4.6,4.6
29,PhilDawson,SF,K,2016,15,ATL,0.9,1,100,0,1.9,1.9,4.6,4.6
31,CodyParkey,CLE,K,2016,15,BUF,0.9,1.1,100,0,1.6,1.6,4.3,4.3
32,GregZuerlein,LAR,K,2016,15,SEA,0.8,1,100,0,1.2,1.2,3.6,3.6
33,JordanGay,BUF,K,2016,15,CLE,0,0,0,0,0,0,0,0
33,PatrickMurray,CLE,K,2016,15,BUF,0,0,0,0,0,0,0,0
33,MikeNugentIR,CIN,K,2016,15,PIT,0,0,0,0,0,0,0,0
