Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,PhilDawson,SF,K,2014,1,DAL,3,3,100,0,3,3,12,12
2,DanCarpenter,BUF,K,2014,1,CHI,3,3,100,0,2,2,11,11
3,StevenHauschka,SEA,K,2014,1,GB,2,2,100,0,3,3,9,9
3,ShayneGraham,NO,K,2014,1,ATL,2,2,100,0,3,3,9,9
3,StephenGostkowski,NE,K,2014,1,MIA,2,2,100,0,3,3,9,9
3,CodyParkey,PHI,K,2014,1,JAX,2,2,100,0,3,3,9,9
3,RobbieGould,CHI,K,2014,1,BUF,2,2,100,0,3,3,9,9
3,CairoSantos,KC,K,2014,1,TEN,2,2,100,0,3,3,9,9
3,KaiForbath,WAS,K,2014,1,HOU,2,2,100,0,3,3,9,9
3,GrahamGano,CAR,K,2014,1,TB,2,2,100,0,3,3,9,9
3,BrandonMcManus,DEN,K,2014,1,IND,2,2,100,0,3,3,9,9
3,AdamVinatieri,IND,K,2014,1,DEN,2,2,100,0,3,3,9,9
3,ChandlerCatanzaro,ARI,K,2014,1,LAC,2,2,100,0,3,3,9,9
14,MasonCrosby,GB,K,2014,1,SEA,2,2,100,0,2,2,8,8
14,MattBryant,ATL,K,2014,1,NO,2,2,100,0,2,2,8,8
14,CalebSturgis,MIA,K,2014,1,NE,2,2,100,0,2,2,8,8
14,SebastianJanikowski,OAK,K,2014,1,NYJ,2,2,100,0,2,2,8,8
14,NickFolk,NYJ,K,2014,1,OAK,2,2,100,0,2,2,8,8
14,ShaunSuisham,PIT,K,2014,1,CLE,2,2,100,0,2,2,8,8
14,BillyCundiff,CLE,K,2014,1,PIT,2,2,100,0,2,2,8,8
14,RandyBullock,HOU,K,2014,1,WAS,2,2,100,0,2,2,8,8
14,JustinTucker,BAL,K,2014,1,CIN,2,2,100,0,2,2,8,8
14,MikeNugentIR,CIN,K,2014,1,BAL,2,2,100,0,2,2,8,8
14,BlairWalsh,MIN,K,2014,1,LAR,2,2,100,0,2,2,8,8
14,GregZuerlein,LAR,K,2014,1,MIN,2,2,100,0,2,2,8,8
14,PatrickMurray,TB,K,2014,1,CAR,2,2,100,0,2,2,8,8
14,DanBailey,DAL,K,2014,1,SF,2,2,100,0,2,2,8,8
14,JoshBrown,NYG,K,2014,1,DET,2,2,100,0,2,2,8,8
14,NickNovak,LAC,K,2014,1,ARI,2,2,100,0,2,2,8,8
30,JoshScobee,JAX,K,2014,1,PHI,1,1,100,0,2,2,5,5
30,TravisCoons,TEN,K,2014,1,KC,1,1,100,0,2,2,5,5
32,RyanSuccopP,TEN,K,2014,1,KC,1,1,100,0,1,1,4,4
