Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,DanBailey,DAL,K,2015,12,CAR,2,2,100,0,3,3,9,9
1,MasonCrosby,GB,K,2015,12,CHI,2,2,100,0,3,3,9,9
1,KaiForbath,NO,K,2015,12,HOU,2,2,100,0,3,3,9,9
1,NickNovak,HOU,K,2015,12,NO,2,2,100,0,3,3,9,9
1,JasonMyers,JAX,K,2015,12,LAC,2,2,100,0,3,3,9,9
1,RandyBullock,NYJ,K,2015,12,MIA,2,2,100,0,3,3,9,9
1,ChandlerCatanzaro,ARI,K,2015,12,SF,2,2,100,0,3,3,9,9
1,StephenGostkowski,NE,K,2015,12,DEN,2,2,100,0,3,3,9,9
9,MattPrater,DET,K,2015,12,PHI,2,2,100,0,2,2,8,8
9,GrahamGano,CAR,K,2015,12,DAL,2,2,100,0,2,2,8,8
9,RyanSuccopP,TEN,K,2015,12,OAK,2,2,100,0,2,2,8,8
9,CairoSantos,KC,K,2015,12,BUF,2,2,100,0,2,2,8,8
9,DanCarpenter,BUF,K,2015,12,KC,2,2,100,0,2,2,8,8
9,ConnorBarth,TB,K,2015,12,IND,2,2,100,0,2,2,8,8
9,AdamVinatieri,IND,K,2015,12,TB,2,2,100,0,2,2,8,8
9,JoshBrown,NYG,K,2015,12,WAS,2,2,100,0,2,2,8,8
9,DustinHopkins,WAS,K,2015,12,NYG,2,2,100,0,2,2,8,8
9,BlairWalsh,MIN,K,2015,12,ATL,2,2,100,0,2,2,8,8
9,MikeNugentIR,CIN,K,2015,12,LAR,2,2,100,0,2,2,8,8
9,JoshLamboP,LAC,K,2015,12,JAX,2,2,100,0,2,2,8,8
9,StevenHauschka,SEA,K,2015,12,PIT,2,2,100,0,2,2,8,8
9,BrandonMcManus,DEN,K,2015,12,NE,2,2,100,0,2,2,8,8
9,TravisCoons,CLE,K,2015,12,BAL,2,2,100,0,2,2,8,8
9,JustinTucker,BAL,K,2015,12,CLE,2,2,100,0,2,2,8,8
25,ChrisBoswell,PIT,K,2015,12,SEA,2,2,100,0,1,1,7,7
26,CalebSturgis,PHI,K,2015,12,DET,1,1,100,0,3,3,6,6
26,SebastianJanikowski,OAK,K,2015,12,TEN,1,1,100,0,3,3,6,6
28,RobbieGould,CHI,K,2015,12,GB,1,1,100,0,2,2,5,5
28,ZachHocker,NO,K,2015,12,HOU,1,1,100,0,2,2,5,5
28,AndrewFranks,MIA,K,2015,12,NYJ,1,2,50,0,2,2,5,5
28,PhilDawson,SF,K,2015,12,ARI,1,1,100,0,2,2,5,5
32,JayFeely,CHI,K,2015,12,GB,0,0,0,0,0,0,0,0
32,BillyCundiff,BUF,K,2015,12,KC,0,0,0,0,0,0,0,0
32,JordanGay,BUF,K,2015,12,KC,0,0,0,0,0,0,0,0
32,PatrickMurray,TB,K,2015,12,IND,0,0,0,0,0,0,0,0
32,MattBryant,ATL,K,2015,12,MIN,0,0,0,0,0,0,0,0
32,GregZuerlein,LAR,K,2015,12,CIN,0,0,0,0,0,0,0,0
32,JoshScobee,PIT,K,2015,12,SEA,0,0,0,0,0,0,0,0
32,ShaunSuisham,PIT,K,2015,12,SEA,0,0,0,0,0,0,0,0
32,GarrettHartley,PIT,K,2015,12,SEA,0,0,0,0,0,0,0,0
