Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,TomBrady,NE,QB,2016,12,NYJ,21.3,36.1,58.3,280.7,7.8,2.4,0.7,90.16,2.6,1.3,0.3,0,19,18.96
2,DrewBrees,NO,QB,2016,12,LAR,27.2,41.5,64.3,304.7,7.3,2.2,0.8,91.87,1.6,0.9,0.5,0,18.9,18.88
3,BenRoethlisberger,PIT,QB,2016,12,IND,25.2,38.5,65.8,287.7,7.6,2.2,0.8,95.07,1.9,1.6,1,0,18.5,18.47
4,DakPrescott,DAL,QB,2016,12,WAS,21.1,31.8,65.6,254.9,8,2,0.5,110.81,3.4,12.6,4.3,0.1,18.5,18.46
5,AaronRodgersQ,GB,QB,2016,12,PHI,26.6,39.3,69.2,277.7,7.1,2,1,95.89,3.8,16.3,4,0,18.1,18.14
6,RussellWilson,SEA,QB,2016,12,TB,21.3,34.8,60,262.7,7.5,2.1,0.6,90.54,3.8,11.1,2.8,0,18,18.02
7,DerekCarr,OAK,QB,2016,12,CAR,24.1,37.9,63.2,267.5,7.1,2,0.7,90.68,2.6,7.6,2.7,0,17.7,17.66
8,MarcusMariotaP,TEN,QB,2016,12,CHI,18.8,31.4,61.3,251.4,8.1,1.8,0.8,94.96,4.1,14.4,3.5,0.1,17.3,17.3
9,CamNewton,CAR,QB,2016,12,OAK,20.9,34.2,61.8,237.3,7,1.4,0.8,80.15,6.5,30,5,0.2,17.1,17.09
10,KirkCousins,WAS,QB,2016,12,DAL,24.4,38.2,63.2,278.8,7.3,1.8,0.7,91.89,1.8,4.9,2.5,0,16.8,16.84
11,EliManning,NYG,QB,2016,12,CLE,23.1,37,62.2,264.8,7.2,2,0.8,90.48,1.9,1.7,1,0,16.8,16.76
12,MattRyan,ATL,QB,2016,12,ARI,22.1,35.6,61.1,258.9,7.2,1.8,0.7,89.93,2.3,6.2,3,0,16.2,16.18
13,TyrodTaylorQ,BUF,QB,2016,12,JAX,17.1,28,60.7,215.8,7.7,1.3,0.5,96.73,6.2,25.9,4.3,0.1,15.6,15.62
14,MatthewStafford,DET,QB,2016,12,MIN,23.9,35.7,66.7,259.1,7.2,1.7,0.9,94.56,2.4,8.4,4,0,15.6,15.6
15,CarsonPalmer,ARI,QB,2016,12,ATL,25.9,39.5,65,277.7,7,1.7,1.1,91.46,1.7,1.3,0.5,0,15.2,15.24
15,ColinKaepernick,SF,QB,2016,12,MIA,17.9,30.5,60,215.4,7.2,1.4,1,79.17,6.5,30.2,5,0.1,15.2,15.24
17,RyanTannehillP,MIA,QB,2016,12,SF,17.3,30,56.7,226,7.5,1.7,0.7,89.03,3.3,10.7,3.7,0,15.1,15.11
18,SamBradfordQ,MIN,QB,2016,12,DET,18.9,31.5,61.3,251.7,8.1,1.6,0.6,95.09,1.6,0.6,0.5,0,14.9,14.93
19,CarsonWentz,PHI,QB,2016,12,GB,20,33.4,60.6,266.9,8.1,1.5,1,93.88,2.6,6.8,2.3,0,14.8,14.76
20,PhilipRivers,LAC,QB,2016,12,HOU,22.2,37.4,59.5,257.3,6.9,1.6,0.9,87.33,1.5,0.8,0.5,0,14.6,14.57
21,ScottTolzien,IND,QB,2016,12,PIT,22.5,38.1,57.9,245.8,6.5,1.3,1.1,75.11,2.6,10.9,3.7,0.1,14.1,14.12
22,JameisWinston,TB,QB,2016,12,SEA,21.8,34.8,62.9,251.4,7.2,1.4,1.2,81.96,3,9.2,3,0,13.8,13.78
23,JoeFlacco,BAL,QB,2016,12,CIN,18.8,31.3,61.3,250.5,8.1,1.5,1.1,94.83,1.9,1.2,0.5,0,13.5,13.54
24,BlakeBortles,JAX,QB,2016,12,BUF,18.4,30.8,58.1,246.1,7.9,1.4,1.4,80.85,3.2,14.1,4.7,0,13.4,13.45
25,JoshMcCown,CLE,QB,2016,12,NYG,22.6,35.9,63.9,240.2,6.7,1.4,1.2,80.79,1.9,6.3,3,0,13,13.04
26,AndyDalton,CIN,QB,2016,12,BAL,17.4,29,58.6,232.1,8,1.3,1,81.39,3.4,8.8,3,0,12.8,12.76
27,TrevorSiemian,DEN,QB,2016,12,KC,22.7,35.4,65.7,229.2,6.5,1.4,1,81.73,2.2,4.6,2.5,0,12.6,12.63
28,BrockOsweiler,HOU,QB,2016,12,LAC,20.2,35.4,57.1,217.7,6.2,1.4,1.1,73.27,2.3,7.5,4,0,12.3,12.26
29,RyanFitzpatrick,NYJ,QB,2016,12,NE,17.4,29,58.6,231.6,8,1.3,1.3,81.39,3.3,9.1,3,0,12.2,12.17
30,AlexSmith,KC,QB,2016,12,DEN,21.8,33,66.7,213.1,6.5,1.1,1,82.01,3.2,11,3.7,0,11.4,11.42
31,JaredGoff,LAR,QB,2016,12,NO,20.8,32.1,65.6,209.2,6.5,1.2,0.9,81.38,2.1,3.9,2,0,11.4,11.36
32,MattBarkley,CHI,QB,2016,12,TEN,14.4,24,58.3,192.2,8,0.9,1.3,80.56,2.2,3.6,2,0,8.6,8.65
33,CaseKeenum,LAR,QB,2016,12,NO,0.8,1.4,100,11.2,11,0.1,0,112.5,0.1,0.4,0,0,0.9,0.89
34,PaxtonLynch,DEN,QB,2016,12,KC,0.7,1.1,100,9.1,9,0.1,0,104.17,0.1,0.2,0,0,0.8,0.78
35,BlaineGabbertQ,SF,QB,2016,12,MIA,0.8,1.3,100,10.3,10,0.1,0.1,108.33,0.3,1.4,0,0,0.8,0.75
36,TonyRomo,DAL,QB,2016,12,WAS,0.8,1.4,100,11.1,11,0.1,0.1,112.5,0.1,0.3,0,0,0.7,0.67
37,AJMcCarron,CIN,QB,2016,12,BAL,0.7,1.2,100,9.9,10,0.1,0.1,108.33,0.2,0.4,0,0,0.6,0.64
38,BrycePetty,NYJ,QB,2016,12,NE,0.7,1.2,100,9.4,9,0,0,104.17,0.1,0.5,0,0,0.4,0.43
39,ColtMcCoy,WAS,QB,2016,12,DAL,0.6,1,100,7.6,8,0,0,100,0.2,0.4,0,0,0.3,0.34
40,LandryJones,PIT,QB,2016,12,IND,0.5,0.9,100,7.1,7,0,0,95.83,0.1,0.4,0,0,0.3,0.32
41,KevinHogan,CLE,QB,2016,12,NYG,0.3,0.6,0,4.6,5,0,0,47.92,0.1,1.3,0,0,0.3,0.31
42,ChadHenne,JAX,QB,2016,12,BUF,0.5,0.8,0,6.7,7,0,0,56.25,0.1,0.2,0,0,0.3,0.29
