Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,CincinnatiBengals,CIN,DST,2017,4,CLE,0,3.3,0,1.3,0.6,0,0,0,15.9,9.3,9.3
2,SeattleSeahawks,SEA,DST,2017,4,IND,0,3,0,1.2,0.8,0,0,0,17.2,9.2,9.2
3,GreenBayPackers,GB,DST,2017,4,CHI,0,2.5,0,1,0.8,0.1,0,0,19,8.5,8.5
3,JacksonvilleJaguars,JAX,DST,2017,4,NYJ,0,2.7,0,0.9,0.9,0,0,0,18.8,8.5,8.5
5,TennesseeTitans,TEN,DST,2017,4,HOU,0,3,0,1,0.6,0,0,0,20.9,8.4,8.4
6,DallasCowboys,DAL,DST,2017,4,LAR,0,2.4,0,0.9,0.7,0.1,0,0,19.7,8,8
7,PittsburghSteelers,PIT,DST,2017,4,BAL,0,2.3,0,1,0.7,0,0,0,18,7.9,7.9
8,ArizonaCardinals,ARI,DST,2017,4,SF,0,2.3,0,0.9,0.7,0,0,0,17,7.7,7.7
8,TampaBayBuccaneers,TB,DST,2017,4,NYG,0,2.1,0,1.1,0.6,0,0,0,18.8,7.7,7.7
10,NewEnglandPatriots,NE,DST,2017,4,CAR,0,2.3,0,1,0.5,0,0,0,19.1,7.5,7.5
11,NewYorkGiants,NYG,DST,2017,4,TB,0,2,0,1,0.6,0,0,0,20,7.4,7.4
12,MinnesotaVikings,MIN,DST,2017,4,DET,0,2.3,0,0.8,0.6,0,0,0,20,7.3,7.3
13,PhiladelphiaEagles,PHI,DST,2017,4,LAC,0,2.3,0,1.1,0.7,0,0,0,22,7.1,7.1
13,LosAngelesChargers,LAC,DST,2017,4,PHI,0,2.5,0,1,0.7,0,0,0,23,7.1,7.1
15,BaltimoreRavens,BAL,DST,2017,4,PIT,0,1.6,0,1,0.6,0,0,0,20.1,7,7
15,DenverBroncos,DEN,DST,2017,4,OAK,0,2,0,0.8,0.6,0,0,0,20.8,7,7
17,OaklandRaiders,OAK,DST,2017,4,DEN,0,2.5,0,1,0.6,0,0,0,22.8,6.9,6.9
18,SanFrancisco49ers,SF,DST,2017,4,ARI,0,2,0,0.9,0.8,0.1,0,0,25.1,6.8,6.8
19,KansasCityChiefs,KC,DST,2017,4,WAS,0,2.1,0,0.9,0.8,0,0,0,21.8,6.7,6.7
20,NewYorkJets,NYJ,DST,2017,4,JAX,0,2.1,0,0.8,0.6,0,0,0,20.9,6.5,6.5
21,DetroitLions,DET,DST,2017,4,MIN,0,2,0,0.9,0.6,0,0,0,22,6.2,6.2
22,ClevelandBrowns,CLE,DST,2017,4,CIN,0,2.1,0,0.8,0.6,0,0,0,22,6.1,6.1
23,NewOrleansSaints,NO,DST,2017,4,MIA,0,2,0,0.8,0.6,0,0,0,23.1,6,6
23,MiamiDolphins,MIA,DST,2017,4,NO,0,2,0,0.8,0.6,0,0,0,26.1,6,6
25,ChicagoBears,CHI,DST,2017,4,GB,0,3,0,0.5,0.6,0,0,0,27.1,5.8,5.8
25,AtlantaFalcons,ATL,DST,2017,4,BUF,0,2.4,0,0.6,0.5,0,0,0,21,5.8,5.8
25,IndianapolisColts,IND,DST,2017,4,SEA,0,2.4,0,0.6,0.5,0,0,0,26.9,5.8,5.8
28,CarolinaPanthers,CAR,DST,2017,4,NE,0,2.2,0,0.6,0.5,0.1,0,0,27.7,5.2,5.2
28,WashingtonRedskins,WAS,DST,2017,4,KC,0,2.2,0,0.6,0.6,0,0,0,26.1,5.2,5.2
30,BuffaloBills,BUF,DST,2017,4,ATL,0,2.3,0,0.7,0.4,0,0,0,27.8,5.1,5.1
31,HoustonTexans,HOU,DST,2017,4,TEN,0,2,0,0.6,0.6,0,0,0,21.9,5,5
32,LosAngelesRams,LAR,DST,2017,4,DAL,0,2,0,0.5,0.6,0,0,0,27,4.8,4.8
