Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,DanBailey,DAL,K,2013,12,NYG,2,2,100,40,3,3,9,9
2,JustinTucker,BAL,K,2013,12,NYJ,2,2,100,43,2,2,8,8
2,RandyBullock,HOU,K,2013,12,JAX,2,2,100,45,2,2,8,8
2,JoshBrown,NYG,K,2013,12,DAL,2,2,100,29,2,2,8,8
5,GarrettHartley,NO,K,2013,12,ATL,1,2,50,27,4,4,7,7
5,DavidAkers,DET,K,2013,12,TB,1,1,100,28,4,4,7,7
5,AdamVinatieri,IND,K,2013,12,ARI,2,2,100,47,1,1,7,7
5,MattPrater,DEN,K,2013,12,NE,1,1,100,24,4,4,7,7
9,BlairWalsh,MIN,K,2013,12,GB,1,1,100,28,3,3,6,6
9,GrahamGano,CAR,K,2013,12,MIA,1,2,50,46,3,3,6,6
9,SebastianJanikowski,OAK,K,2013,12,TEN,1,1,100,17,3,3,6,6
9,StephenGostkowski,NE,K,2013,12,DEN,1,2,50,44,3,3,6,6
9,PhilDawson,SF,K,2013,12,WAS,1,2,50,39,3,3,6,6
9,KaiForbath,WAS,K,2013,12,SF,1,1,100,31,3,3,6,6
15,MattBryant,ATL,K,2013,12,NO,1,2,50,36,2,2,5,5
15,BillyCundiff,CLE,K,2013,12,PIT,1,2,50,36,2,2,5,5
15,RianLindell,TB,K,2013,12,DET,1,2,50,40,2,2,5,5
15,MasonCrosby,GB,K,2013,12,MIN,1,2,50,38,2,2,5,5
15,RyanSuccopP,KC,K,2013,12,LAC,1,2,50,31,2,2,5,5
15,GregZuerlein,LAR,K,2013,12,CHI,1,1,100,29,2,2,5,5
15,RobbieGould,CHI,K,2013,12,LAR,1,2,50,41,2,2,5,5
15,CalebSturgis,MIA,K,2013,12,CAR,1,2,50,34,2,2,5,5
15,JayFeely,ARI,K,2013,12,IND,1,2,50,31,2,2,5,5
15,RobBironas,TEN,K,2013,12,OAK,1,2,50,29,2,2,5,5
25,ShaunSuisham,PIT,K,2013,12,CLE,1,2,50,38,1,1,4,4
25,NickNovak,LAC,K,2013,12,KC,1,2,50,35,1,1,4,4
25,NickFolk,NYJ,K,2013,12,BAL,1,2,50,35,1,1,4,4
25,JoshScobee,JAX,K,2013,12,HOU,1,2,50,32,1,1,4,4
