Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,StephenGostkowski,NE,K,2014,7,NYJ,2,2,100,0,3,3,9,9
1,StevenHauschka,SEA,K,2014,7,LAR,2,2,100,0,3,3,9,9
1,AdamVinatieri,IND,K,2014,7,CIN,2,2,100,0,3,3,9,9
1,MasonCrosby,GB,K,2014,7,CAR,2,2,100,0,3,3,9,9
1,BillyCundiff,CLE,K,2014,7,JAX,2,2,100,0,3,3,9,9
1,JustinTucker,BAL,K,2014,7,ATL,2,2,100,0,3,3,9,9
1,MattPrater,DET,K,2014,7,NO,2,2,100,0,3,3,9,9
1,NickNovak,LAC,K,2014,7,KC,2,2,100,0,3,3,9,9
1,ChandlerCatanzaro,ARI,K,2014,7,OAK,2,2,100,0,3,3,9,9
1,DanBailey,DAL,K,2014,7,NYG,2,2,100,0,3,3,9,9
1,BrandonMcManus,DEN,K,2014,7,SF,2,2,100,0,3,3,9,9
12,NickFolk,NYJ,K,2014,7,NE,2,2,100,0,2,2,8,8
12,RyanSuccopP,TEN,K,2014,7,WAS,2,2,100,0,2,2,8,8
12,GregZuerlein,LAR,K,2014,7,SEA,2,2,100,0,2,2,8,8
12,CalebSturgis,MIA,K,2014,7,CHI,2,2,100,0,2,2,8,8
12,GrahamGano,CAR,K,2014,7,GB,2,2,100,0,2,2,8,8
12,MattBryant,ATL,K,2014,7,BAL,2,2,100,0,2,2,8,8
12,DanCarpenter,BUF,K,2014,7,MIN,2,2,100,0,2,2,8,8
12,ShayneGraham,NO,K,2014,7,DET,2,2,100,0,2,2,8,8
12,CairoSantos,KC,K,2014,7,LAC,2,2,100,0,2,2,8,8
12,SebastianJanikowski,OAK,K,2014,7,ARI,2,2,100,0,2,2,8,8
12,JoshBrown,NYG,K,2014,7,DAL,2,2,100,0,2,2,8,8
12,PhilDawson,SF,K,2014,7,DEN,2,2,100,0,2,2,8,8
12,RandyBullock,HOU,K,2014,7,PIT,2,2,100,0,2,2,8,8
12,ShaunSuisham,PIT,K,2014,7,HOU,2,2,100,0,2,2,8,8
26,BlairWalsh,MIN,K,2014,7,BUF,2,2,100,0,1,1,7,7
27,KaiForbath,WAS,K,2014,7,TEN,1,2,50,0,3,3,6,6
27,MikeNugentIR,CIN,K,2014,7,IND,1,2,50,0,3,3,6,6
27,RobbieGould,CHI,K,2014,7,MIA,1,1,100,0,3,3,6,6
30,JoshScobee,JAX,K,2014,7,CLE,1,1,100,0,2,2,5,5
