Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,MattBryant,ATL,K,2016,17,NO,1.6,1.7,100,0,3.5,3.5,8.3,8.3
2,MasonCrosby,GB,K,2016,17,DET,1.3,1.5,50,0,3.2,3.2,7.1,7.1
3,WilLutz,NO,K,2016,17,ATL,1.3,1.5,50,0,3.1,3.1,7,7
3,StevenHauschka,SEA,K,2016,17,SF,1.4,1.6,50,0,2.8,2.8,7,7
5,JustinTucker,BAL,K,2016,17,CIN,1.6,1.7,100,0,2,2,6.8,6.8
6,MattPrater,DET,K,2016,17,GB,1.4,1.5,50,0,2.5,2.5,6.7,6.7
6,AdamVinatieri,IND,K,2016,17,JAX,1.3,1.4,100,0,2.8,2.8,6.7,6.7
6,KaiForbath,MIN,K,2016,17,CHI,1.5,1.6,100,0,2.2,2.2,6.7,6.7
6,ChrisBoswell,PIT,K,2016,17,CLE,1.4,1.5,50,0,2.5,2.5,6.7,6.7
10,StephenGostkowski,NE,K,2016,17,MIA,1.2,1.4,100,0,3,3,6.6,6.6
11,CalebSturgis,PHI,K,2016,17,DAL,1.5,1.7,100,0,2,2,6.5,6.5
11,CairoSantos,KC,K,2016,17,LAC,1.4,1.6,50,0,2.3,2.3,6.5,6.5
13,BrandonMcManus,DEN,K,2016,17,OAK,1.4,1.6,50,0,2,2,6.2,6.2
14,GrahamGano,CAR,K,2016,17,TB,1.4,1.5,50,0,1.9,1.9,6.1,6.1
15,DustinHopkins,WAS,K,2016,17,NYG,1.3,1.5,50,0,2.1,2.1,6,6
16,RobbieGould,NYG,K,2016,17,WAS,1.2,1.3,100,0,2.2,2.2,5.8,5.8
17,DanBailey,DAL,K,2016,17,PHI,1.1,1.3,100,0,2.4,2.4,5.7,5.7
18,NickNovak,HOU,K,2016,17,TEN,1.2,1.3,100,0,2,2,5.6,5.6
18,JasonMyers,JAX,K,2016,17,IND,1.2,1.3,100,0,2,2,5.6,5.6
18,ChandlerCatanzaro,ARI,K,2016,17,LAR,1,1.1,100,0,2.6,2.6,5.6,5.6
21,DanCarpenter,BUF,K,2016,17,NYJ,1,1.2,100,0,2.5,2.5,5.5,5.5
22,RobertoAguayo,TB,K,2016,17,CAR,1.1,1.3,100,0,2.1,2.1,5.4,5.4
22,SebastianJanikowski,OAK,K,2016,17,DEN,1.2,1.4,100,0,1.8,1.8,5.4,5.4
24,RandyBullock,CIN,K,2016,17,BAL,1.1,1.2,100,0,2,2,5.3,5.3
24,JoshLamboP,LAC,K,2016,17,KC,1.1,1.3,100,0,2,2,5.3,5.3
26,NickFolk,NYJ,K,2016,17,BUF,1,1.2,100,0,1.9,1.9,4.9,4.9
27,RyanSuccopP,TEN,K,2016,17,HOU,1,1.1,100,0,1.8,1.8,4.8,4.8
27,AndrewFranks,MIA,K,2016,17,NE,0.9,1.1,100,0,2.1,2.1,4.8,4.8
27,CodyParkey,CLE,K,2016,17,PIT,1,1.1,100,0,1.8,1.8,4.8,4.8
30,ConnorBarth,CHI,K,2016,17,MIN,0.9,1.2,100,0,1.8,1.8,4.5,4.5
31,PhilDawson,SF,K,2016,17,SEA,1,1.1,100,0,1.3,1.3,4.3,4.3
32,GregZuerlein,LAR,K,2016,17,ARI,0.9,1,100,0,1.4,1.4,4.1,4.1
33,MikeNugentIR,CIN,K,2016,17,BAL,0,0,0,0,0,0,0,0
33,PatrickMurray,CLE,K,2016,17,PIT,0,0,0,0,0,0,0,0
