Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,TomBrady,NE,QB,2017,17,NYJ,22.9,35.4,65.7,281.2,8,2.2,0.6,97.44,1.5,2.5,1,0,18.9,18.9
2,MatthewStafford,DET,QB,2017,17,GB,24.7,36.8,67.6,281.3,7.6,2,0.7,96.79,2,5.8,3,0.1,18.8,18.83
3,RussellWilson,SEA,QB,2017,17,ARI,20.1,35.5,55.6,233.8,6.5,1.8,0.7,82.41,5.3,27.7,5.6,0.1,18.1,18.12
4,PhilipRivers,LAC,QB,2017,17,OAK,22.3,35.9,61.1,278.1,7.7,2,0.7,92.13,1,0.8,1,0,17.4,17.4
5,DrewBrees,NO,QB,2017,17,TB,23.7,36.6,64.9,274.3,7.4,1.8,0.7,93.75,1.8,1.4,0.5,0.1,17.3,17.31
6,CamNewton,CAR,QB,2017,17,ATL,17.9,31.1,58.1,199.7,6.5,1.3,0.9,74.66,7.3,42.1,6,0.3,17.2,17.2
7,KirkCousins,WAS,QB,2017,17,NYG,21.9,36.1,61.1,270.4,7.5,1.7,0.8,91.2,2.7,7.7,2.7,0.1,16.6,16.59
8,JameisWinston,TB,QB,2017,17,NO,22.1,37.2,59.5,263.3,7.1,1.7,1,88.01,3.2,8.4,2.7,0.1,16.2,16.17
9,JimmyGaroppoloIR,SF,QB,2017,17,LAR,22.8,37.8,60.5,269.5,7.1,1.6,0.8,88.71,3.1,6,2,0,16,15.98
10,MattRyan,ATL,QB,2017,17,CAR,21.4,34.5,61.8,264.6,7.8,1.7,0.8,93.38,1.9,5.8,3,0,16,15.96
11,CaseKeenum,MIN,QB,2017,17,CHI,20.7,30.1,70,238.5,7.9,1.6,0.7,101.81,2.6,10.7,3.7,0,15.4,15.41
